Ville;Année;Sexe;total;<1;1-4;5-14;15-24;25-34;35-44;45-54;55-64;65-74;75-84;85-94;95
3;22;F;1373;571;117;8;0;0;0;22;30;57;75;154;339
3;22;M;1400;317;34;11;0;0;26;37;68;117;133;259;398
3;23;T;2836;849;156;19;0;0;29;64;110;182;211;408;808
3;23;F;1416;540;121;10;0;0;9;21;42;70;73;151;379
3;23;M;1420;309;35;9;0;0;20;43;68;112;138;257;429
3;24;T;2859;893;174;13;0;0;21;52;112;171;224;356;843
3;24;F;1413;560;135;0;0;0;9;15;33;57;81;123;400
3;24;M;1441;333;39;8;0;0;12;37;79;114;143;233;443
3;25;T;2747;794;182;20;0;8;21;45;78;209;218;351;821
3;25;F;1346;485;135;11;0;0;7;11;26;67;61;124;419
3;25;M;1393;309;47;9;0;0;14;34;52;142;157;227;402
3;26;T;2652;793;182;18;0;0;19;39;93;174;234;325;775
3;26;F;1310;489;137;8;0;0;0;11;32;50;71;134;378
3;26;M;1336;304;45;10;0;0;13;28;61;124;163;191;397
3;27;T;2630;755;212;26;0;0;18;50;83;181;235;314;756
3;27;F;1319;459;165;9;0;0;8;13;28;60;81;128;368
3;27;M;1311;296;47;17;0;0;10;37;55;121;154;186;388
3;28;T;2584;749;195;20;0;0;20;41;65;166;250;311;767
3;28;F;1256;450;145;0;0;0;7;14;19;65;81;114;361
3;28;M;1323;299;50;15;0;0;13;27;46;101;169;197;406
3;29;T;2674;807;229;23;0;0;30;39;93;174;236;276;767
3;29;F;1352;508;177;11;0;0;7;12;25;72;70;104;366
3;29;M;1322;299;52;12;0;0;23;27;68;102;166;172;401
3;30;T;2586;832;246;18;0;0;14;41;75;147;255;289;669
3;30;F;1297;496;193;7;0;0;0;16;21;43;81;128;312
3;30;M;1286;336;53;11;0;0;11;25;54;104;174;161;357
3;31;T;2574;857;233;29;0;0;21;43;78;140;238;284;651
3;31;F;1292;523;173;0;0;0;0;11;29;46;85;107;318
3;31;M;1273;334;60;24;0;0;17;32;49;94;153;177;333
3;32;T;2602;920;207;15;0;0;14;58;56;149;267;277;639
3;32;F;1300;546;168;0;0;0;0;11;16;49;98;105;307
3;32;M;1293;374;39;10;0;0;10;47;40;100;169;172;332
3;33;T;2693;931;225;25;0;8;14;47;79;138;269;298;659
3;33;F;1414;586;171;13;0;0;0;14;19;50;104;116;341
3;33;M;1269;345;54;12;0;0;12;33;60;88;165;182;318
3;34;T;2633;982;207;22;0;0;19;37;65;150;245;327;579
3;34;F;1320;591;155;0;0;0;8;8;24;57;85;113;279
3;34;M;1307;391;52;16;0;0;11;29;41;93;160;214;300
3;35;T;2578;928;196;24;0;0;21;48;64;136;252;306;603
3;35;F;1363;594;153;14;0;0;7;15;13;57;102;111;297
3;35;M;1215;334;43;10;0;0;14;33;51;79;150;195;306
4;0;T;2624;558;79;37;0;0;26;45;48;151;261;534;885
4;0;F;1347;414;62;12;0;0;7;9;14;46;90;206;487
4;0;M;1277;144;17;25;0;0;19;36;34;105;171;328;398
4;1;T;2571;587;107;26;7;7;33;37;47;143;242;505;830
4;1;F;1334;422;89;9;0;0;10;8;14;46;74;199;463
4;1;M;1223;165;18;17;0;0;23;29;33;97;168;306;367
4;2;T;2576;618;82;25;0;0;24;54;49;142;244;481;857
4;2;F;1381;450;71;11;0;0;8;13;22;52;72;197;485
4;2;M;1195;168;11;14;0;0;16;41;27;90;172;284;372
4;3;T;2466;611;77;31;0;0;36;39;42;131;261;398;840
4;3;F;1315;441;60;15;0;0;16;15;16;43;101;153;455
4;3;M;1151;170;17;16;0;0;20;24;26;88;160;245;385
4;4;T;2587;652;81;18;0;0;25;54;48;105;273;508;823
4;4;F;1322;453;67;11;0;0;0;21;22;33;88;191;436
4;4;M;1260;199;14;7;0;0;20;33;26;72;185;317;387
4;5;T;2540;556;75;11;0;7;38;44;61;131;294;460;863
4;5;F;1288;412;55;0;0;0;12;15;25;39;99;166;465
4;5;M;1243;144;20;9;0;0;26;29;36;92;195;294;398
4;6;T;2437;572;68;29;7;0;30;48;55;107;287;439;795
4;6;F;1249;403;51;12;0;0;9;17;16;34;78;184;445
4;6;M;1181;169;17;17;0;0;21;31;39;73;209;255;350
4;7;T;2306;567;68;25;0;0;27;41;64;97;258;399;760
4;7;F;1172;393;56;14;0;0;7;0;26;32;88;165;391
4;7;M;1128;174;12;11;0;0;20;35;38;65;170;234;369
4;8;T;2242;582;85;18;0;0;23;41;66;94;235;373;725
4;8;F;1148;410;67;0;0;0;0;7;22;28;74;162;378
4;8;M;1083;172;18;12;0;0;18;34;44;66;161;211;347
4;9;T;2176;572;73;16;0;0;21;41;60;98;226;336;733
4;9;F;1155;421;59;9;0;0;12;11;19;27;83;115;399
4;9;M;1021;151;14;7;0;0;9;30;41;71;143;221;334
4;10;T;2210;623;79;20;0;7;25;50;77;81;191;364;693
4;10;F;1142;434;65;8;0;0;0;12;25;22;67;143;366
4;10;M;1056;189;14;12;0;0;20;38;52;59;124;221;327
4;11;T;2151;623;78;18;0;0;22;47;71;85;206;329;672
4;11;F;1094;432;71;0;0;0;8;18;21;26;77;110;331
4;11;M;1052;191;7;13;0;0;14;29;50;59;129;219;341
4;12;T;2004;558;85;30;0;8;22;66;70;84;152;335;594
4;12;F;1025;399;72;15;0;0;9;19;18;25;48;132;288
4;12;M;971;159;13;15;0;0;13;47;52;59;104;203;306
4;13;T;2063;571;89;19;0;0;22;80;70;99;165;344;604
4;13;F;1047;421;69;0;0;0;9;22;22;27;46;126;305
4;13;M;1011;150;20;14;0;0;13;58;48;72;119;218;299
4;14;T;2075;610;88;17;10;0;15;62;87;101;181;341;563
4;14;F;1073;424;78;12;0;0;0;18;25;28;61;130;297
4;14;M;981;186;10;0;0;0;9;44;62;73;120;211;266
4;15;T;1934;537;95;18;0;0;22;68;62;124;164;324;520
4;15;F;948;358;78;0;0;0;0;13;18;39;45;129;268
4;15;M;974;179;17;12;0;0;16;55;44;85;119;195;252
4;16;T;2018;632;93;19;0;0;27;46;90;116;172;342;481
4;16;F;1041;440;82;9;0;0;11;15;22;37;57;130;238
4;16;M;977;192;11;10;0;0;16;31;68;79;115;212;243
4;17;T;2039;585;115;7;0;0;25;68;93;129;149;348;520
4;17;F;1062;407;94;0;0;0;7;24;27;40;46;138;279
4;17;M;970;178;21;0;0;0;18;44;66;89;103;210;241
4;18;T;1997;592;98;11;0;0;15;33;70;135;148;328;567
4;18;F;1004;398;80;8;0;0;7;10;22;44;40;120;275
4;18;M;990;194;18;0;0;0;8;23;48;91;108;208;292
4;19;T;1952;629;100;11;0;0;10;46;68;123;135;283;547
4;19;F;996;423;74;0;0;0;0;19;20;39;46;110;265
4;19;M;944;206;26;0;0;0;9;27;48;84;89;173;282
4;20;T;1926;598;111;10;0;0;19;40;62;134;155;320;477
4;20;F;963;403;93;0;0;0;0;8;21;42;45;114;237
4;20;M;950;195;18;0;0;0;16;32;41;92;110;206;240
4;21;T;1844;614;126;0;0;0;18;32;65;119;140;245;485
4;21;F;956;421;106;0;0;0;0;0;17;32;46;80;254
4;21;M;881;193;20;0;0;0;16;27;48;87;94;165;231
4;22;T;1848;573;143;9;0;0;19;29;59;121;139;248;508
4;22;F;941;386;115;0;0;0;0;0;19;36;40;91;254
4;22;M;887;187;28;0;0;0;13;24;40;85;99;157;254
4;23;T;1928;582;143;10;0;0;15;44;84;127;131;241;551
4;23;F;999;396;121;0;0;0;0;14;24;36;44;92;272
4;23;M;914;186;22;0;0;0;10;30;60;91;87;149;279
4;24;T;1910;549;145;8;0;0;18;32;86;141;143;235;553
4;24;F;1002;378;110;0;0;0;8;8;27;37;51;91;292
4;24;M;907;171;35;7;0;0;10;24;59;104;92;144;261
4;25;T;1661;479;123;8;0;0;17;33;55;107;140;217;482
4;25;F;854;312;106;0;0;0;9;8;18;35;41;71;254
4;25;M;799;167;17;0;0;0;8;25;37;72;99;146;228
4;26;T;1735;498;143;15;0;0;8;27;60;126;147;205;506
4;26;F;881;327;112;0;0;0;0;9;16;33;42;71;271
4;26;M;843;171;31;12;0;0;0;18;44;93;105;134;235
4;27;T;1700;516;121;12;0;0;11;25;57;124;175;183;476
4;27;F;859;329;97;7;0;0;0;8;15;48;57;73;225
4;27;M;832;187;24;0;0;0;7;17;42;76;118;110;251
4;28;T;1667;513;160;8;0;0;11;33;60;119;163;164;436
4;28;F;853;339;126;0;0;0;0;13;20;31;55;62;207
4;28;M;802;174;34;0;0;0;7;20;40;88;108;102;229
4;29;T;1744;539;162;8;0;0;15;16;42;120;178;214;450
4;29;F;872;345;131;0;0;0;7;0;9;45;49;75;211
4;29;M;859;194;31;0;0;0;8;11;33;75;129;139;239
4;30;T;1745;573;184;7;0;0;12;29;54;118;188;166;414
4;30;F;901;360;159;0;0;0;0;8;14;31;63;61;205
4;30;M;833;213;25;0;0;0;8;21;40;87;125;105;209
4;31;T;1643;526;170;11;0;0;13;15;47;98;177;176;410
4;31;F;846;333;137;0;0;0;0;0;16;27;56;63;214
4;31;M;778;193;33;0;0;0;8;12;31;71;121;113;196
4;32;T;1671;565;168;7;0;0;7;23;48;95;203;175;380
4;32;F;853;359;131;0;0;0;0;0;20;30;80;60;173
4;32;M;798;206;37;0;0;0;0;17;28;65;123;115;207
4;33;T;1750;644;168;8;0;0;15;21;46;97;146;205;400
4;33;F;965;430;135;0;0;0;0;11;14;30;57;82;206
4;33;M;772;214;33;0;0;0;10;10;32;67;89;123;194
4;34;T;1786;660;160;12;0;0;12;23;47;88;184;234;366
4;34;F;940;429;131;0;0;0;0;8;8;26;68;89;181
4;34;M;839;231;29;10;0;0;7;15;39;62;116;145;185
4;35;T;1698;660;139;12;0;0;0;25;48;97;176;182;359
4;35;F;915;436;119;0;0;0;0;0;17;34;56;78;175
4;35;M;766;224;20;0;0;0;0;20;31;63;120;104;184
5;0;T;1603;363;33;27;0;8;43;40;37;77;145;331;499
5;0;F;805;258;26;12;0;0;15;15;10;26;37;128;278
5;0;M;790;105;7;15;0;0;28;25;27;51;108;203;221
5;1;T;1607;354;39;43;0;7;29;37;33;84;150;336;495
5;1;F;790;238;30;14;0;0;14;12;11;40;45;126;260
5;1;M;810;116;9;29;0;0;15;25;22;44;105;210;235
5;2;T;1612;374;40;39;0;7;29;32;35;75;168;285;528
5;2;F;784;254;31;15;0;0;0;8;13;27;62;99;275
5;2;M;815;120;9;24;0;0;23;24;22;48;106;186;253
5;3;T;1646;367;51;37;0;0;30;27;35;62;178;323;536
5;3;F;832;264;41;16;0;0;7;12;9;23;47;128;285
5;3;M;814;103;10;21;0;0;23;15;26;39;131;195;251
5;4;T;1653;390;52;45;0;9;32;41;51;61;165;301;506
5;4;F;834;277;41;16;0;0;10;15;18;21;56;107;273
5;4;M;819;113;11;29;0;9;22;26;33;40;109;194;233
5;5;T;1560;349;44;28;8;0;24;37;43;66;181;248;532
5;5;F;765;242;36;17;0;0;0;10;20;26;51;84;279
5;5;M;784;107;8;11;0;0;21;27;23;40;130;164;253
5;6;T;1674;376;56;19;0;0;33;42;50;93;155;293;557
5;6;F;848;247;48;0;0;0;12;15;19;29;43;123;312
5;6;M;821;129;8;14;0;0;21;27;31;64;112;170;245
5;7;T;1574;348;42;24;11;0;20;38;55;68;150;275;543
5;7;F;766;227;36;9;0;0;0;9;16;27;56;109;277
5;7;M;796;121;0;15;8;0;17;29;39;41;94;166;266
5;8;T;1604;344;56;29;0;0;26;36;56;67;166;295;529
5;8;F;764;224;42;9;0;0;9;9;18;17;64;100;272
5;8;M;840;120;14;20;0;0;17;27;38;50;102;195;257
5;9;T;1573;397;48;25;0;8;23;40;51;63;140;251;527
5;9;F;768;265;41;8;0;0;10;8;20;19;46;94;257
5;9;M;797;132;7;17;0;0;13;32;31;44;94;157;270
5;10;T;1627;421;47;28;0;7;18;36;51;73;166;252;528
5;10;F;768;285;34;12;0;0;0;7;8;23;56;90;253
5;10;M;849;136;13;16;0;0;15;29;43;50;110;162;275
5;11;T;1653;395;52;32;0;0;33;53;31;73;168;251;565
5;11;F;833;270;38;13;0;0;12;22;11;22;67;89;289
5;11;M;820;125;14;19;0;0;21;31;20;51;101;162;276
5;12;T;1631;421;53;26;0;0;23;65;58;70;129;282;504
5;12;F;841;304;46;13;0;0;10;19;26;21;44;106;252
5;12;M;790;117;7;13;0;0;13;46;32;49;85;176;252
5;13;T;1573;419;65;23;0;0;20;53;50;70;159;257;457
5;13;F;749;287;49;9;0;0;0;12;9;26;51;95;211
5;13;M;820;132;16;14;0;0;16;41;41;44;108;162;246
5;14;T;1710;457;70;22;0;10;25;58;64;79;170;270;485
5;14;F;858;304;56;7;0;0;11;13;21;33;54;112;247
5;14;M;849;153;14;15;0;7;14;45;43;46;116;158;238
5;15;T;1628;495;61;12;0;0;24;43;70;65;145;270;443
5;15;F;812;328;52;0;0;0;8;11;20;26;54;105;208
5;15;M;812;167;9;8;0;0;16;32;50;39;91;165;235
5;16;T;1606;473;86;14;0;0;25;55;68;81;124;257;423
5;16;F;787;310;71;0;0;0;0;15;28;22;47;99;195
5;16;M;810;163;15;11;0;0;19;40;40;59;77;158;228
5;17;T;1727;492;93;18;0;0;18;38;78;82;126;302;480
5;17;F;840;324;77;8;0;0;0;12;22;29;42;118;208
5;17;M;881;168;16;10;0;0;12;26;56;53;84;184;272
5;18;T;1648;511;70;12;0;0;15;32;47;100;109;301;451
5;18;F;855;342;62;0;0;0;0;11;14;28;32;131;235
5;18;M;782;169;8;7;0;0;9;21;33;72;77;170;216
5;19;T;1716;559;86;12;0;0;16;40;56;107;111;272;457
5;19;F;840;350;72;0;0;0;0;13;17;27;44;94;223
5;19;M;866;209;14;8;0;0;10;27;39;80;67;178;234
5;20;T;1393;396;72;9;0;0;20;37;57;92;121;230;359
5;20;F;668;241;64;0;0;0;7;9;19;32;45;81;170
5;20;M;716;155;8;0;0;0;13;28;38;60;76;149;189
5;21;T;1519;477;75;20;0;7;23;39;62;100;89;209;418
5;21;F;748;302;55;10;0;0;0;0;21;38;26;85;211
5;21;M;755;175;20;10;0;0;19;34;41;62;63;124;207
5;22;T;1683;501;96;17;0;0;23;23;56;123;149;254;441
5;22;F;819;318;78;0;0;0;0;0;17;37;43;104;222
5;22;M;846;183;18;11;0;0;17;17;39;86;106;150;219
5;23;T;1603;501;106;18;0;0;19;36;61;101;122;212;427
5;23;F;822;307;90;8;0;0;7;17;18;42;33;88;212
5;23;M;781;194;16;10;0;0;12;19;43;59;89;124;215
5;24;T;1826;578;123;11;0;0;24;41;59;100;133;221;536
5;24;F;940;356;100;7;0;0;7;12;18;42;55;83;260
5;24;M;882;222;23;0;0;0;17;29;41;58;78;138;276
5;25;T;1592;452;107;16;0;0;13;29;51;101;113;213;497
5;25;F;782;272;77;9;0;0;0;9;21;38;39;82;235
5;25;M;806;180;30;7;0;0;9;20;30;63;74;131;262
5;26;T;1557;442;134;18;0;0;14;22;51;107;116;216;437
5;26;F;815;294;111;0;0;0;0;0;17;49;44;82;218
5;26;M;727;148;23;12;0;0;11;16;34;58;72;134;219
5;27;T;1571;508;108;11;0;8;15;29;53;107;140;200;392
5;27;F;772;307;76;0;0;0;0;10;22;37;56;82;182
5;27;M;774;201;32;0;0;0;9;19;31;70;84;118;210
5;28;T;1570;462;131;13;0;0;12;25;51;105;139;186;446
5;28;F;795;287;98;0;0;0;0;10;14;39;56;85;206
5;28;M;769;175;33;8;0;0;11;15;37;66;83;101;240
5;29;T;1612;489;126;21;0;0;16;28;49;101;147;189;446
5;29;F;831;305;94;11;0;0;0;10;11;39;54;79;228
5;29;M;776;184;32;10;0;0;11;18;38;62;93;110;218
5;30;T;1723;534;158;21;0;0;15;29;56;98;186;200;426
5;30;F;893;329;129;7;0;0;7;7;17;43;66;83;205
5;30;M;830;205;29;14;0;0;8;22;39;55;120;117;221
5;31;T;1629;495;148;18;0;0;13;27;61;88;163;192;424
5;31;F;784;276;117;0;0;0;0;9;23;29;58;72;200
5;31;M;835;219;31;13;0;0;8;18;38;59;105;120;224
5;32;T;1609;528;139;17;0;0;19;22;45;93;163;170;413
5;32;F;817;334;110;9;0;0;0;0;14;34;61;62;193
5;32;M;784;194;29;8;0;0;16;17;31;59;102;108;220
5;33;T;1728;662;140;11;0;0;12;27;37;96;166;204;373
5;33;F;917;424;106;0;0;0;7;10;15;28;60;79;188
5;33;M;802;238;34;7;0;0;0;17;22;68;106;125;185
5;34;T;1613;599;112;19;0;0;15;33;41;94;134;199;367
5;34;F;841;385;89;8;0;0;0;11;13;32;52;81;170
5;34;M;769;214;23;11;0;0;12;22;28;62;82;118;197
5;35;T;1646;593;112;15;0;0;0;31;51;88;162;202;392
5;35;F;870;383;86;7;0;0;0;12;22;29;65;81;185
5;35;M;776;210;26;8;0;0;0;19;29;59;97;121;207
6;0;T;1301;220;17;38;8;0;40;41;47;96;159;257;378
6;0;F;620;152;14;18;0;0;14;15;13;23;51;102;218
6;0;M;670;68;0;20;0;0;26;26;34;73;108;155;160
6;1;T;1352;228;14;50;0;0;20;32;63;115;155;265;410
6;1;F;656;176;10;27;0;0;0;14;19;35;54;97;224
6;1;M;687;52;0;23;0;0;15;18;44;80;101;168;186
6;2;T;1307;216;15;23;13;0;22;56;43;108;168;287;356
6;2;F;579;144;14;7;0;0;7;17;13;35;48;116;178
6;2;M;724;72;0;16;10;0;15;39;30;73;120;171;178
6;3;T;1305;230;19;25;9;0;20;41;49;96;172;248;396
6;3;F;644;164;18;9;0;0;0;9;19;16;60;109;240
6;3;M;649;66;0;16;0;0;18;32;30;80;112;139;156
6;4;T;1345;249;20;36;0;0;19;44;53;85;164;262;413
6;4;F;663;186;16;13;0;0;8;17;16;25;52;93;237
6;4;M;678;63;0;23;0;0;11;27;37;60;112;169;176
6;5;T;1294;238;12;32;0;7;18;42;54;90;178;231;392
6;5;F;628;178;10;15;0;0;7;14;20;22;55;89;218
6;5;M;657;60;0;17;0;0;11;28;34;68;123;142;174
6;6;T;1292;245;20;22;0;10;22;37;53;78;180;237;388
6;6;F;616;168;16;10;0;0;0;7;20;29;59;87;220
6;6;M;660;77;0;12;0;0;20;30;33;49;121;150;168
6;7;T;1240;196;16;24;0;0;17;45;54;91;187;215;395
6;7;F;587;134;13;9;0;0;0;18;14;27;66;89;217
6;7;M;646;62;0;15;0;0;13;27;40;64;121;126;178
6;8;T;1157;180;21;23;0;7;18;35;60;83;165;209;356
6;8;F;534;130;13;10;0;0;0;15;18;28;51;83;186
6;8;M;612;50;8;13;0;0;14;20;42;55;114;126;170
6;9;T;1183;196;19;19;0;9;23;43;58;81;159;210;366
6;9;F;543;137;14;11;0;7;0;14;19;22;53;80;186
6;9;M;628;59;0;8;0;0;18;29;39;59;106;130;180
6;10;T;1147;241;21;26;0;0;22;35;48;74;145;184;351
6;10;F;543;157;19;7;0;0;10;13;18;27;42;69;181
6;10;M;602;84;0;19;0;0;12;22;30;47;103;115;170
6;11;T;1201;238;19;16;0;0;25;27;73;82;137;189;395
6;11;F;565;165;16;7;0;0;10;0;21;24;43;66;213
6;11;M;628;73;0;9;0;0;15;22;52;58;94;123;182
6;12;T;1224;229;27;20;0;0;15;44;76;87;144;207;375
6;12;F;562;159;22;8;0;0;0;13;26;20;50;82;182
6;12;M;651;70;0;12;0;0;9;31;50;67;94;125;193
6;13;T;1244;230;43;19;0;0;21;50;66;83;141;222;369
6;13;F;584;152;37;0;0;0;0;14;26;24;50;83;198
6;13;M;648;78;0;15;0;0;19;36;40;59;91;139;171
6;14;T;1222;274;31;18;0;0;12;39;59;86;157;200;346
6;14;F;564;194;25;0;0;0;0;12;18;34;48;76;157
6;14;M;642;80;0;13;0;0;7;27;41;52;109;124;189
6;15;T;1213;270;32;18;7;0;15;43;64;99;129;226;310
6;15;F;573;182;28;7;0;0;0;13;21;34;50;83;155
6;15;M;625;88;0;11;0;0;11;30;43;65;79;143;155
6;16;T;1210;290;26;21;0;0;23;38;63;82;134;206;327
6;16;F;589;184;22;12;0;0;11;11;22;25;46;83;173
6;16;M;617;106;0;9;0;0;12;27;41;57;88;123;154
6;17;T;1295;319;36;18;0;0;15;40;56;96;102;249;364
6;17;F;576;205;28;7;0;0;0;12;17;33;28;94;152
6;17;M;717;114;8;11;0;0;13;28;39;63;74;155;212
6;18;T;1303;362;44;12;0;0;18;34;53;95;116;205;364
6;18;F;627;241;36;7;0;0;7;0;15;34;41;71;175
6;18;M;666;121;8;0;0;0;11;29;38;61;75;134;189
6;19;T;1263;347;39;13;0;0;19;24;60;105;100;223;333
6;19;F;630;238;34;7;0;0;0;0;19;29;38;96;169
6;19;M;613;109;0;0;0;0;14;20;41;76;62;127;164
6;20;T;1370;403;56;14;7;0;15;37;52;103;95;246;342
6;20;F;646;264;43;7;0;0;0;11;16;26;37;92;150
6;20;M;712;139;13;7;0;0;10;26;36;77;58;154;192
6;21;T;1335;377;61;19;0;0;26;30;54;107;119;197;345
6;21;F;653;242;53;10;0;0;10;0;14;37;38;80;169
6;21;M;676;135;8;9;0;0;16;24;40;70;81;117;176
6;22;T;1312;382;52;14;0;0;14;26;36;119;117;179;373
6;22;F;677;259;43;0;0;0;7;10;15;38;46;66;193
6;22;M;629;123;9;8;0;0;7;16;21;81;71;113;180
6;23;T;1369;352;64;12;0;0;16;26;57;104;126;199;413
6;23;F;683;249;54;0;0;0;0;8;17;34;39;81;201
6;23;M;671;103;10;0;0;0;13;18;40;70;87;118;212
6;24;T;1374;380;74;10;0;0;14;32;45;109;114;194;402
6;24;F;680;240;64;0;0;0;7;9;11;30;40;71;208
6;24;M;684;140;10;0;0;0;7;23;34;79;74;123;194
6;25;T;1264;325;77;11;0;0;10;20;48;96;104;185;388
6;25;F;585;197;67;0;0;0;0;0;20;28;36;66;171
6;25;M;664;128;10;7;0;0;0;19;28;68;68;119;217
6;26;T;1338;355;85;17;0;0;16;23;43;100;134;171;394
6;26;F;635;223;67;7;0;0;0;0;19;34;48;56;181
6;26;M;695;132;18;10;0;0;12;19;24;66;86;115;213
6;27;T;1341;400;90;10;0;0;13;22;45;98;115;176;372
6;27;F;660;250;75;0;0;0;0;0;11;31;37;68;188
6;27;M;660;150;15;0;0;0;8;16;34;67;78;108;184
6;28;T;1309;416;89;8;0;0;11;25;45;89;131;137;358
6;28;F;679;281;75;0;0;0;0;0;18;22;52;64;167
6;28;M;613;135;14;0;0;0;8;19;27;67;79;73;191
6;29;T;1282;375;89;16;0;0;11;22;51;96;130;143;349
6;29;F;640;235;70;0;0;0;0;0;21;35;52;43;184
6;29;M;628;140;19;10;0;0;9;16;30;61;78;100;165
6;30;T;1297;373;96;11;0;0;13;23;41;84;153;151;352
6;30;F;652;245;79;0;0;0;0;0;15;30;46;62;175
6;30;M;626;128;17;0;0;0;9;19;26;54;107;89;177
6;31;T;1291;448;97;17;0;0;10;18;38;90;128;132;313
6;31;F;675;300;80;0;0;0;0;0;15;37;41;37;165
6;31;M;596;148;17;11;0;0;0;14;23;53;87;95;148
6;32;T;1318;430;105;18;0;0;9;31;34;82;125;151;333
6;32;F;685;281;85;8;0;0;0;10;12;32;55;59;143
6;32;M;624;149;20;10;0;0;0;21;22;50;70;92;190
6;33;T;1468;522;139;12;0;0;9;18;29;71;129;163;376
6;33;F;775;331;111;0;0;0;0;0;14;19;49;64;187
6;33;M;680;191;28;7;0;0;7;12;15;52;80;99;189
6;34;T;1371;510;110;9;0;0;0;31;34;69;129;155;324
6;34;F;694;319;85;0;0;0;0;8;0;25;43;55;159
6;34;M;662;191;25;0;0;0;0;23;28;44;86;100;165
6;35;T;1368;510;91;7;0;0;0;26;39;80;134;160;321
6;35;F;711;328;72;0;0;0;0;0;10;24;43;68;166
6;35;M;645;182;19;0;0;0;0;21;29;56;91;92;155
7;0;T;2240;376;49;44;8;9;50;51;72;199;268;492;622
7;0;F;1032;250;40;18;0;0;14;10;21;64;93;178;344
7;0;M;1191;126;9;26;0;0;36;41;51;135;175;314;278
7;1;T;2311;388;39;45;0;12;33;50;68;226;334;485;631
7;1;F;1096;265;37;15;0;0;9;14;19;72;121;190;354
7;1;M;1208;123;0;30;0;7;24;36;49;154;213;295;277
7;2;T;2223;389;38;47;0;13;42;60;68;177;278;431;680
7;2;F;1046;285;32;20;0;0;12;18;23;56;100;147;353
7;2;M;1168;104;0;27;0;10;30;42;45;121;178;284;327
7;3;T;2203;419;45;39;0;8;31;53;83;159;311;405;650
7;3;F;1058;289;36;16;0;0;9;9;23;44;95;180;357
7;3;M;1137;130;9;23;0;0;22;44;60;115;216;225;293
7;4;T;2248;453;51;40;0;0;29;55;69;180;301;397;673
7;4;F;1091;310;45;20;0;0;11;23;23;44;86;162;367
7;4;M;1151;143;0;20;0;0;18;32;46;136;215;235;306
7;5;T;2100;345;39;41;0;11;38;71;73;155;300;387;640
7;5;F;979;243;33;13;0;0;0;20;22;45;100;155;348
7;5;M;1100;102;0;28;0;0;34;51;51;110;200;232;292
7;6;T;2138;362;43;27;8;10;29;55;82;171;308;409;634
7;6;F;1022;270;36;11;0;0;0;18;20;54;101;177;335
7;6;M;1094;92;7;16;0;0;25;37;62;117;207;232;299
7;7;T;2058;396;37;31;0;7;27;57;81;120;306;361;635
7;7;F;993;288;31;17;0;0;13;17;16;32;90;150;339
7;7;M;1052;108;0;14;0;0;14;40;65;88;216;211;296
7;8;T;2065;414;52;33;0;0;30;43;96;146;273;349;629
7;8;F;1029;300;43;17;0;0;11;17;27;46;97;134;337
7;8;M;1036;114;9;16;0;0;19;26;69;100;176;215;292
7;9;T;1976;408;44;27;0;0;31;45;95;119;284;342;581
7;9;F;964;289;35;9;0;0;0;0;34;41;85;145;326
7;9;M;1003;119;9;18;0;0;26;41;61;78;199;197;255
7;10;T;2066;411;58;28;0;0;28;48;105;127;280;350;631
7;10;F;977;308;51;11;0;0;13;0;32;27;82;128;325
7;10;M;1084;103;7;17;0;0;15;43;73;100;198;222;306
7;11;T;1961;395;66;25;10;0;22;43;107;122;232;337;602
7;11;F;908;271;56;13;0;0;8;12;33;31;66;125;293
7;11;M;1043;124;10;12;0;0;14;31;74;91;166;212;309
7;12;T;1954;429;52;35;0;0;37;45;95;105;206;364;586
7;12;F;945;287;40;16;0;0;13;16;28;25;63;145;312
7;12;M;1009;142;12;19;0;0;24;29;67;80;143;219;274
7;13;T;1978;439;56;23;0;0;35;62;88;135;206;406;528
7;13;F;927;292;48;9;0;0;7;14;26;47;60;151;273
7;13;M;1051;147;8;14;0;0;28;48;62;88;146;255;255
7;14;T;2003;449;63;29;0;0;28;69;107;116;235;372;535
7;14;F;936;302;49;12;0;0;7;22;46;30;67;134;267
7;14;M;1067;147;14;17;0;0;21;47;61;86;168;238;268
7;15;T;2011;471;62;18;0;0;28;54;104;133;196;424;521
7;15;F;950;317;54;0;0;0;0;18;29;37;65;161;269
7;15;M;1049;154;8;12;0;0;22;36;75;96;131;263;252
7;16;T;2001;505;79;24;0;0;18;59;101;148;206;375;486
7;16;F;960;346;70;0;0;0;0;20;27;45;77;151;224
7;16;M;1032;159;9;19;0;0;14;39;74;103;129;224;262
7;17;T;2034;516;65;14;0;0;19;47;105;158;186;390;534
7;17;F;957;344;48;0;0;0;0;12;33;47;58;140;275
7;17;M;1067;172;17;9;0;0;14;35;72;111;128;250;259
7;18;T;2001;539;83;16;8;0;22;34;80;170;190;358;501
7;18;F;934;354;67;0;0;0;8;0;15;45;55;129;261
7;18;M;1047;185;16;10;0;0;14;28;65;125;135;229;240
7;19;T;1882;486;96;15;0;0;27;46;68;166;182;332;464
7;19;F;912;336;85;8;0;0;13;12;17;38;59;125;219
7;19;M;970;150;11;7;0;0;14;34;51;128;123;207;245
7;20;T;1968;546;90;16;0;0;15;33;95;165;178;328;502
7;20;F;901;340;71;0;0;0;7;0;26;54;52;124;227
7;20;M;1057;206;19;10;0;0;8;29;69;111;126;204;275
