Ville;Année;Sexe;total;<1;1-4;5-14;15-24;25-34;35-44;45-54;55-64;65-74;75-84;85-94;95
7;21;T;1924;546;92;20;0;7;15;40;86;154;185;298;481
7;21;F;933;363;77;0;0;0;0;14;25;58;56;109;231
7;21;M;978;183;15;17;0;0;12;26;61;96;129;189;250
7;22;T;2000;521;89;17;0;0;25;46;84;143;174;314;587
7;22;F;961;337;74;9;0;0;8;17;23;48;50;120;275
7;22;M;1039;184;15;8;0;0;17;29;61;95;124;194;312
7;23;T;1943;530;112;16;0;0;14;28;69;170;183;310;511
7;23;F;937;345;86;8;0;0;0;11;23;47;57;113;247
7;23;M;1002;185;26;8;0;0;10;17;46;123;126;197;264
7;24;T;1985;552;119;16;0;0;17;30;76;153;172;284;566
7;24;F;986;341;101;0;0;0;0;9;31;40;63;117;284
7;24;M;990;211;18;10;0;0;14;21;45;113;109;167;282
7;25;T;1865;461;106;15;0;0;15;35;67;174;174;267;551
7;25;F;875;302;86;0;0;0;0;11;23;47;53;89;264
7;25;M;981;159;20;9;0;0;12;24;44;127;121;178;287
7;26;T;1798;457;121;12;0;0;15;27;50;132;172;271;541
7;26;F;942;300;96;0;0;0;7;11;20;47;64;113;284
7;26;M;853;157;25;9;0;0;8;16;30;85;108;158;257
7;27;T;1898;512;132;13;0;0;9;23;53;189;197;234;536
7;27;F;904;317;113;0;0;0;0;0;16;63;55;93;247
7;27;M;974;195;19;7;0;0;0;18;37;126;142;141;289
7;28;T;1848;536;130;15;0;0;9;28;65;138;218;212;497
7;28;F;916;340;102;7;0;0;0;7;18;52;62;82;246
7;28;M;930;196;28;8;0;0;7;21;47;86;156;130;251
7;29;T;1869;556;158;13;0;0;12;30;51;129;196;231;493
7;29;F;910;327;129;0;0;0;0;13;13;43;65;93;227
7;29;M;951;229;29;8;0;0;9;17;38;86;131;138;266
7;30;T;1984;607;161;18;0;0;19;20;56;120;238;218;527
7;30;F;954;378;125;7;0;0;0;0;13;42;62;84;243
7;30;M;1022;229;36;11;0;0;16;15;43;78;176;134;284
7;31;T;1951;584;164;17;0;0;10;21;54;139;236;228;498
7;31;F;975;378;119;7;0;0;0;0;16;37;75;97;246
7;31;M;961;206;45;10;0;0;0;16;38;102;161;131;252
7;32;T;1895;670;152;8;0;0;21;28;59;133;179;202;443
7;32;F;943;427;121;0;0;0;0;0;18;27;54;73;223
7;32;M;932;243;31;0;0;0;15;22;41;106;125;129;220
7;33;T;2075;771;155;20;0;0;22;23;41;107;209;252;475
7;33;F;1077;477;124;11;0;0;0;0;11;37;73;101;243
7;33;M;986;294;31;9;0;0;16;17;30;70;136;151;232
7;34;T;2037;739;140;9;0;0;21;26;37;128;222;241;474
7;34;F;1056;483;110;0;0;0;0;0;11;35;77;96;244
7;34;M;960;256;30;0;0;0;15;20;26;93;145;145;230
7;35;T;1901;725;139;10;0;0;9;26;45;97;177;227;446
7;35;F;964;459;108;0;0;0;0;9;9;24;60;93;202
7;35;M;925;266;31;7;0;0;0;17;36;73;117;134;244
8;0;T;2177;341;23;54;0;10;24;41;70;205;226;540;643
8;0;F;1033;253;20;20;0;0;9;14;22;59;69;213;354
8;0;M;1138;88;0;34;0;7;15;27;48;146;157;327;289
8;1;T;2205;350;43;47;9;0;29;69;78;202;270;429;679
8;1;F;1084;272;33;24;0;0;8;21;26;61;107;160;372
8;1;M;1112;78;10;23;0;0;21;48;52;141;163;269;307
8;2;T;2088;353;39;52;18;7;27;45;69;194;251;416;617
8;2;F;1072;277;36;20;0;0;9;13;31;67;88;178;353
8;2;M;1001;76;0;32;13;0;18;32;38;127;163;238;264
8;3;T;2085;355;37;53;10;7;32;54;66;177;271;372;651
8;3;F;1019;243;31;20;7;0;9;21;18;46;100;167;357
8;3;M;1050;112;0;33;0;0;23;33;48;131;171;205;294
8;4;T;1962;357;37;42;9;0;15;48;70;166;276;331;611
8;4;F;963;257;33;18;0;0;0;12;19;45;96;148;335
8;4;M;983;100;0;24;0;0;12;36;51;121;180;183;276
8;5;T;1974;357;26;46;11;0;23;42;76;164;304;329;596
8;5;F;976;272;24;22;0;0;0;9;28;49;94;148;330
8;5;M;986;85;0;24;7;0;17;33;48;115;210;181;266
8;6;T;1935;370;31;32;8;11;16;35;57;153;281;315;626
8;6;F;975;268;22;17;0;0;0;16;26;39;75;149;363
8;6;M;946;102;9;15;0;7;14;19;31;114;206;166;263
8;7;T;1896;361;40;46;10;0;15;49;78;157;261;294;585
8;7;F;970;284;32;14;0;0;0;19;31;39;85;121;345
8;7;M;910;77;8;32;0;0;9;30;47;118;176;173;240
8;8;T;1743;353;34;35;0;0;17;45;71;112;227;280;569
8;8;F;894;264;33;18;0;0;7;12;20;35;79;111;315
8;8;M;848;89;0;17;0;0;10;33;51;77;148;169;254
8;9;T;1677;337;41;29;0;0;31;35;67;121;215;264;537
8;9;F;865;239;39;9;0;0;13;11;22;30;72;116;314
8;9;M;810;98;0;20;0;0;18;24;45;91;143;148;223
8;10;T;1712;370;38;33;0;0;20;32;72;122;249;248;528
8;10;F;872;264;34;10;0;0;0;12;24;36;76;113;303
8;10;M;830;106;0;23;0;0;14;20;48;86;173;135;225
8;11;T;1629;371;52;22;0;0;13;29;62;111;208;269;492
8;11;F;819;268;41;8;0;0;0;9;20;25;59;112;277
8;11;M;806;103;11;14;0;0;9;20;42;86;149;157;215
8;12;T;1645;377;44;26;0;10;18;32;84;120;220;265;449
8;12;F;837;277;38;10;0;0;0;10;25;39;80;97;261
8;12;M;788;100;0;16;0;0;14;22;59;81;140;168;188
8;13;T;1621;366;56;31;0;0;24;35;76;110;204;296;423
8;13;F;827;273;50;11;0;0;9;13;26;33;66;114;232
8;13;M;788;93;0;20;0;0;15;22;50;77;138;182;191
8;14;T;1648;413;51;17;0;0;18;36;80;115;198;329;391
8;14;F;793;284;42;0;0;0;0;12;21;24;58;141;211
8;14;M;844;129;9;11;0;0;13;24;59;91;140;188;180
8;15;T;1490;343;57;25;0;0;22;32;51;95;200;337;328
8;15;F;753;257;50;7;0;0;0;9;16;31;57;143;183
8;15;M;733;86;7;18;0;0;18;23;35;64;143;194;145
8;16;T;1490;339;65;19;0;0;15;50;78;90;164;317;353
8;16;F;775;246;58;10;0;0;0;12;23;24;52;142;208
8;16;M;709;93;7;9;0;0;9;38;55;66;112;175;145
8;17;T;1561;397;56;19;0;0;18;34;78;112;180;294;373
8;17;F;823;308;48;7;0;0;8;8;27;28;58;122;209
8;17;M;738;89;8;12;0;0;10;26;51;84;122;172;164
8;18;T;1476;379;56;22;0;0;18;38;70;136;163;281;313
8;18;F;710;244;46;10;0;0;0;12;17;39;57;110;175
8;18;M;761;135;10;12;0;0;13;26;53;97;106;171;138
8;19;T;1457;366;75;17;0;0;14;25;68;148;136;269;339
8;19;F;712;268;62;8;0;0;0;7;25;46;37;93;166
8;19;M;741;98;13;9;0;0;10;18;43;102;99;176;173
8;20;T;1491;395;72;0;0;0;14;30;69;132;169;259;351
8;20;F;796;298;61;0;0;0;7;0;37;30;55;101;207
8;20;M;690;97;11;0;0;0;7;25;32;102;114;158;144
8;21;T;1687;430;77;20;0;0;23;28;67;152;192;314;384
8;21;F;829;293;59;12;0;0;0;10;24;46;62;124;199
8;21;M;854;137;18;8;0;0;19;18;43;106;130;190;185
8;22;T;1703;416;73;14;0;0;16;33;65;178;181;303;424
8;22;F;843;304;56;0;0;0;0;9;25;54;59;123;213
8;22;M;848;112;17;8;0;0;10;24;40;124;122;180;211
8;23;T;1553;356;82;17;0;0;10;27;53;166;164;287;391
8;23;F;789;250;69;8;0;0;0;9;16;46;54;120;217
8;23;M;754;106;13;9;0;0;0;18;37;120;110;167;174
8;24;T;1587;336;81;22;0;0;12;17;67;158;171;277;446
8;24;F;798;251;67;7;0;0;0;7;22;55;48;106;235
8;24;M;784;85;14;15;0;0;7;10;45;103;123;171;211
8;25;T;1528;284;84;23;0;0;15;25;56;143;190;248;460
8;25;F;778;207;71;11;0;0;0;9;17;53;61;99;250
8;25;M;746;77;13;12;0;0;11;16;39;90;129;149;210
8;26;T;1580;308;67;20;0;0;15;24;57;155;182;254;498
8;26;F;807;224;57;7;0;0;0;7;19;52;53;100;288
8;26;M;771;84;10;13;0;0;13;17;38;103;129;154;210
8;27;T;1559;342;74;16;0;0;15;31;60;164;183;250;424
8;27;F;786;232;63;11;0;0;0;12;23;58;55;97;235
8;27;M;762;110;11;0;0;0;9;19;37;106;128;153;189
8;28;T;1535;335;66;22;0;0;12;24;65;130;184;261;436
8;28;F;763;236;56;10;0;0;0;0;24;37;56;104;240
8;28;M;763;99;10;12;0;0;8;19;41;93;128;157;196
8;29;T;1480;340;90;14;0;7;21;29;48;138;170;213;410
8;29;F;699;219;70;0;0;0;0;9;12;43;60;86;200
8;29;M;763;121;20;8;0;0;16;20;36;95;110;127;210
8;30;T;1459;324;97;15;0;0;13;29;57;138;193;206;387
8;30;F;708;206;76;10;0;0;0;8;20;42;57;85;204
8;30;M;742;118;21;0;0;0;9;21;37;96;136;121;183
8;31;T;1276;317;73;16;0;0;12;28;49;96;178;182;325
8;31;F;653;206;61;7;0;0;0;8;17;41;60;74;179
8;31;M;619;111;12;9;0;0;8;20;32;55;118;108;146
8;32;T;1441;346;70;10;0;0;14;23;49;128;220;223;358
8;32;F;682;227;61;0;0;0;0;0;19;41;62;79;193
8;32;M;739;119;9;0;0;0;9;18;30;87;158;144;165
8;33;T;1506;424;84;24;0;0;0;25;56;121;220;205;347
8;33;F;764;294;69;10;0;0;0;0;21;35;66;79;190
8;33;M;736;130;15;14;0;0;0;19;35;86;154;126;157
8;34;T;1468;419;58;14;0;0;0;14;59;122;225;224;333
8;34;F;670;275;45;0;0;0;0;0;13;32;70;83;152
8;34;M;792;144;13;11;0;0;0;11;46;90;155;141;181
8;35;T;1331;378;65;10;0;0;0;22;41;95;192;217;311
8;35;F;699;262;51;0;0;0;0;10;15;37;65;81;178
8;35;M;622;116;14;0;0;0;0;12;26;58;127;136;133
9;0;T;2310;312;24;29;0;14;36;44;89;190;249;583;740
9;0;F;1103;214;16;11;0;0;14;13;28;68;87;236;416
9;0;M;1202;98;8;18;0;9;22;31;61;122;162;347;324
9;1;T;2267;311;27;42;0;9;31;55;64;188;243;563;734
9;1;F;1136;219;18;18;0;0;9;17;18;66;103;223;445
9;1;M;1122;92;9;24;0;0;22;38;46;122;140;340;289
9;2;T;2276;375;20;33;0;12;36;44;62;156;271;519;748
9;2;F;1101;252;14;13;0;0;10;16;20;41;105;199;431
9;2;M;1166;123;0;20;0;9;26;28;42;115;166;320;317
9;3;T;2253;378;28;37;0;7;26;53;60;160;294;445;765
9;3;F;1091;253;21;24;0;0;0;14;17;41;114;179;428
9;3;M;1150;125;7;13;0;0;21;39;43;119;180;266;337
9;4;T;2256;380;29;33;11;0;26;51;74;165;255;472;760
9;4;F;1153;282;19;14;0;0;0;18;21;43;99;228;429
9;4;M;1086;98;10;19;0;0;20;33;53;122;156;244;331
9;5;T;2287;365;25;38;12;9;36;63;71;160;328;423;757
9;5;F;1112;259;23;15;0;0;9;22;24;47;103;189;421
9;5;M;1161;106;0;23;9;0;27;41;47;113;225;234;336
9;6;T;2230;407;35;41;7;0;29;49;73;148;275;384;782
9;6;F;1106;278;31;17;0;0;11;18;19;46;78;171;437
9;6;M;1113;129;0;24;0;0;18;31;54;102;197;213;345
9;7;T;2246;413;33;45;0;11;26;53;64;153;268;426;754
9;7;F;1072;276;23;16;0;0;8;18;11;45;87;179;409
9;7;M;1170;137;10;29;0;7;18;35;53;108;181;247;345
9;8;T;2180;418;39;27;0;10;22;40;77;130;312;387;718
9;8;F;1098;290;32;8;0;0;9;9;15;44;98;175;418
9;8;M;1079;128;7;19;0;7;13;31;62;86;214;212;300
9;9;T;2079;417;37;28;7;0;18;51;55;140;248;325;753
9;9;F;1077;302;31;14;0;0;0;14;15;41;85;140;435
9;9;M;985;115;0;14;0;0;14;37;40;99;163;185;318
9;10;T;2146;464;47;37;0;0;30;48;68;121;277;375;679
9;10;F;1093;328;40;20;0;0;11;14;26;26;82;166;380
9;10;M;1053;136;7;17;0;0;19;34;42;95;195;209;299
9;11;T;2084;439;45;33;0;0;27;67;78;123;254;332;686
9;11;F;1051;324;35;10;0;0;12;17;27;35;77;137;377
9;11;M;1033;115;10;23;0;0;15;50;51;88;177;195;309
9;12;T;2061;463;41;27;0;8;31;44;70;114;266;367;630
9;12;F;1041;331;34;0;0;0;8;12;26;34;77;177;342
9;12;M;1006;132;7;21;0;0;23;32;44;80;189;190;288
9;13;T;2045;468;57;22;9;0;22;40;80;153;227;369;598
9;13;F;970;324;42;0;0;0;0;8;20;41;75;151;309
9;13;M;1055;144;15;16;0;0;17;32;60;112;152;218;289
9;14;T;2212;540;54;25;10;11;21;76;86;141;246;421;581
9;14;F;1095;391;40;12;0;0;12;15;23;43;73;172;314
9;14;M;1096;149;14;13;0;0;9;61;63;98;173;249;267
9;15;T;2067;535;60;27;0;10;18;54;70;120;218;462;493
9;15;F;1003;384;49;12;0;0;0;8;14;26;70;175;265
9;15;M;1057;151;11;15;0;8;13;46;56;94;148;287;228
9;16;T;2053;542;54;17;0;7;24;46;78;129;219;397;540
9;16;F;1038;372;46;7;0;0;0;13;27;36;56;171;310
9;16;M;1003;170;8;10;0;0;19;33;51;93;163;226;230
9;17;T;2044;568;69;23;0;0;17;46;66;142;201;371;541
9;17;F;1073;400;59;13;0;0;0;13;20;50;64;141;313
9;17;M;968;168;10;10;0;0;14;33;46;92;137;230;228
9;18;T;1993;548;84;15;0;0;19;39;76;151;195;363;503
9;18;F;982;378;69;0;0;0;0;13;27;45;55;146;249
9;18;M;1001;170;15;9;0;0;15;26;49;106;140;217;254
9;19;T;1978;555;71;19;0;0;20;40;70;132;198;380;493
9;19;F;1027;381;61;7;0;0;0;17;19;39;58;160;285
9;19;M;945;174;10;12;0;0;14;23;51;93;140;220;208
9;20;T;1921;566;94;21;0;0;15;34;56;123;201;348;463
9;20;F;995;405;83;0;0;0;0;12;25;48;61;124;237
9;20;M;917;161;11;15;0;0;12;22;31;75;140;224;226
9;21;T;1907;558;67;17;0;0;9;24;52;152;163;352;513
9;21;F;989;401;53;8;0;0;0;7;18;50;50;136;266
9;21;M;918;157;14;9;0;0;9;17;34;102;113;216;247
9;22;T;1931;512;112;20;0;0;21;41;55;110;176;340;544
9;22;F;1008;357;97;0;0;0;10;12;20;35;43;128;306
9;22;M;918;155;15;15;0;0;11;29;35;75;133;212;238
9;23;T;1958;509;85;21;0;0;16;34;54;135;186;339;579
9;23;F;1015;364;72;0;0;0;7;11;10;44;61;140;306
9;23;M;937;145;13;15;0;0;9;23;44;91;125;199;273
9;24;T;2051;548;121;15;8;0;9;33;58;157;173;333;596
9;24;F;1076;394;105;8;0;0;0;9;22;42;60;122;314
9;24;M;966;154;16;7;0;0;8;24;36;115;113;211;282
9;25;T;1808;431;98;24;0;0;16;29;59;122;184;281;564
9;25;F;896;299;84;13;0;0;0;0;19;39;62;99;281
9;25;M;903;132;14;11;0;0;13;23;40;83;122;182;283
9;26;T;1859;494;115;17;0;0;10;39;55;118;171;254;586
9;26;F;968;335;97;8;0;0;0;9;17;46;56;100;300
9;26;M;890;159;18;9;0;0;9;30;38;72;115;154;286
9;27;T;1877;480;138;14;0;0;18;16;55;146;171;279;560
9;27;F;959;334;102;10;0;0;0;0;13;51;56;105;288
9;27;M;905;146;36;0;0;0;15;10;42;95;115;174;272
9;28;T;1887;504;122;25;0;0;7;25;49;125;198;318;514
9;28;F;975;344;102;10;0;0;0;7;12;50;69;110;271
9;28;M;905;160;20;15;0;0;0;18;37;75;129;208;243
9;29;T;1932;548;124;14;0;0;23;29;41;110;211;294;538
9;29;F;1022;395;109;7;0;0;9;8;15;34;68;111;266
9;29;M;910;153;15;7;0;0;14;21;26;76;143;183;272
9;30;T;1935;538;141;17;0;0;16;17;53;119;188;295;551
9;30;F;978;364;111;8;0;0;0;0;14;39;59;120;263
9;30;M;948;174;30;9;0;0;10;14;39;80;129;175;288
9;31;T;1906;558;150;21;0;0;11;21;55;103;215;269;503
9;31;F;1003;370;119;12;0;0;0;12;17;42;78;113;240
9;31;M;900;188;31;9;0;0;8;9;38;61;137;156;263
9;32;T;1878;604;141;14;0;0;8;10;49;108;207;280;457
9;32;F;1007;413;113;11;0;0;0;0;10;40;65;107;248
9;32;M;858;191;28;0;0;0;0;8;39;68;142;173;209
9;33;T;1989;652;137;17;0;0;8;23;44;105;197;273;533
9;33;F;1044;448;111;9;0;0;0;0;17;33;71;113;242
9;33;M;931;204;26;8;0;0;0;17;27;72;126;160;291
9;34;T;2102;711;162;15;0;0;18;17;54;113;203;287;522
9;34;F;1161;483;130;7;0;0;9;7;19;45;81;103;277
9;34;M;941;228;32;8;0;0;9;10;35;68;122;184;245
10;0;T;4467;859;75;32;10;9;53;81;88;297;477;962;1524
10;0;F;2327;656;61;7;0;0;13;32;35;88;149;411;875
10;0;M;2135;203;14;25;7;7;40;49;53;209;328;551;649
10;1;T;4498;917;87;44;14;13;52;91;94;310;443;929;1504
10;1;F;2294;659;72;25;9;0;19;25;31;102;143;361;848
10;1;M;2196;258;15;19;0;10;33;66;63;208;300;568;656
10;2;T;4641;970;88;47;15;9;56;70;101;259;498;970;1558
10;2;F;2379;721;72;22;0;0;16;20;26;58;166;407;871
10;2;M;2248;249;16;25;10;0;40;50;75;201;332;563;687
10;3;T;4492;971;102;57;8;13;42;93;97;245;495;809;1560
10;3;F;2341;681;84;35;0;9;15;37;28;73;164;331;884
10;3;M;2139;290;18;22;0;0;27;56;69;172;331;478;676
10;4;T;4665;991;104;53;11;11;56;84;122;250;558;805;1620
10;4;F;2408;715;84;21;0;0;15;23;45;80;161;338;926
10;4;M;2235;276;20;32;0;0;41;61;77;170;397;467;694
10;5;T;4192;925;83;46;11;8;35;73;112;253;514;704;1428
10;5;F;2153;649;64;21;0;0;11;18;36;74;161;315;804
10;5;M;2020;276;19;25;0;0;24;55;76;179;353;389;624
10;6;T;4330;1003;79;41;0;13;49;54;101;224;532;727;1507
10;6;F;2242;726;68;11;0;0;19;22;36;55;164;294;847
10;6;M;2084;277;11;30;0;9;30;32;65;169;368;433;660
10;7;T;4151;962;124;35;0;10;33;77;109;222;511;710;1358
10;7;F;2129;693;97;13;0;0;9;29;37;73;172;273;733
10;7;M;2019;269;27;22;0;7;24;48;72;149;339;437;625
10;8;T;3948;899;89;43;8;10;33;56;123;199;486;670;1332
10;8;F;1987;625;75;22;0;0;11;16;34;57;152;271;724
10;8;M;1943;274;14;21;0;0;22;40;89;142;334;399;608
10;9;T;4088;999;104;49;11;8;44;70;116;206;423;665;1393
10;9;F;2065;667;84;25;0;0;13;19;39;71;133;258;756
10;9;M;2014;332;20;24;10;0;31;51;77;135;290;407;637
10;10;T;3925;1031;109;40;9;8;38;65;111;170;459;592;1293
10;10;F;2007;724;88;21;0;0;8;21;24;54;138;236;693
10;10;M;1901;307;21;19;0;0;30;44;87;116;321;356;600
10;11;T;3918;1056;132;37;0;10;28;73;126;187;385;588;1296
10;11;F;2026;728;103;19;0;7;10;18;38;56;133;213;701
10;11;M;1889;328;29;18;0;0;18;55;88;131;252;375;595
10;12;T;3946;1096;139;26;9;11;34;77;123;172;383;561;1315
10;12;F;2018;737;118;13;0;0;9;15;39;50;123;210;704
10;12;M;1925;359;21;13;7;10;25;62;84;122;260;351;611
10;13;T;3877;1149;143;36;7;11;38;74;123;182;362;619;1133
10;13;F;1957;784;113;15;0;0;16;12;36;51;107;229;594
10;13;M;1902;365;30;21;0;0;22;62;87;131;255;390;539
10;14;T;3900;1187;165;48;9;0;31;90;118;180;360;618;1094
10;14;F;2036;817;128;21;0;0;8;30;31;65;109;239;588
10;14;M;1855;370;37;27;0;0;23;60;87;115;251;379;506
10;15;T;3747;1157;171;32;7;8;18;71;130;165;342;642;1004
10;15;F;1968;803;146;15;0;0;0;18;36;51;101;262;536
10;15;M;1758;354;25;17;0;0;12;53;94;114;241;380;468
10;16;T;3789;1166;181;28;0;10;31;83;138;202;327;655;968
10;16;F;1965;803;151;15;0;7;10;26;45;62;104;242;500
10;16;M;1821;363;30;13;0;0;21;57;93;140;223;413;468
10;17;T;3840;1231;188;32;8;0;24;88;125;191;284;657;1012
10;17;F;2018;827;154;16;0;0;9;29;30;59;88;263;543
10;17;M;1814;404;34;16;0;0;15;59;95;132;196;394;469
10;18;T;3693;1261;198;22;7;0;30;57;115;190;292;600;921
10;18;F;1902;871;164;8;0;0;8;13;36;48;84;199;471
10;18;M;1784;390;34;14;0;0;22;44;79;142;208;401;450
10;19;T;3635;1210;227;15;7;0;30;46;103;216;249;589;943
10;19;F;1963;840;188;7;0;0;9;14;33;77;81;227;487
10;19;M;1665;370;39;8;0;0;21;32;70;139;168;362;456
10;20;T;3593;1181;219;19;0;0;25;61;92;206;293;587;910
10;20;F;1884;784;178;7;0;0;7;23;28;52;96;234;475
10;20;M;1709;397;41;12;0;0;18;38;64;154;197;353;435
10;21;T;3595;1190;272;26;0;0;19;52;107;186;291;593;859
10;21;F;1928;821;226;10;0;0;0;19;34;59;95;234;430
10;21;M;1662;369;46;16;0;0;14;33;73;127;196;359;429
10;22;T;3530;1140;265;20;0;0;18;52;97;213;274;507;944
10;22;F;1808;755;215;0;0;0;0;12;38;59;92;181;456
10;22;M;1713;385;50;15;0;0;14;40;59;154;182;326;488
10;23;T;3605;1113;284;40;7;0;25;53;96;191;283;503;1010
10;23;F;1985;750;237;22;0;0;10;16;33;63;93;227;534
10;23;M;1613;363;47;18;0;0;15;37;63;128;190;276;476
10;24;T;3836;1195;317;25;0;0;20;45;88;211;300;557;1078
10;24;F;2057;820;261;0;0;0;0;11;24;65;91;245;540
10;24;M;1767;375;56;19;0;0;14;34;64;146;209;312;538
10;25;T;3448;929;279;20;7;0;19;51;94;180;319;451;1099
10;25;F;1780;626;242;10;0;0;0;12;32;71;104;162;521
10;25;M;1655;303;37;10;0;0;13;39;62;109;215;289;578
10;26;T;3373;1015;298;26;9;0;19;44;92;171;310;422;967
10;26;F;1820;702;232;7;0;0;0;11;31;58;114;160;505
10;26;M;1538;313;66;19;0;0;13;33;61;113;196;262;462
10;27;T;3390;977;316;27;0;0;20;34;68;178;331;394;1045
10;27;F;1787;632;252;11;0;0;8;8;21;59;90;148;558
10;27;M;1603;345;64;16;0;0;12;26;47;119;241;246;487
10;28;T;3345;1068;316;25;0;0;22;32;78;162;301;411;930
10;28;F;1752;707;247;8;0;0;8;9;24;48;89;130;482
10;28;M;1593;361;69;17;0;0;14;23;54;114;212;281;448
10;29;T;3332;1068;347;33;7;0;22;42;79;157;246;373;958
10;29;F;1789;652;282;10;0;0;0;17;32;47;87;143;519
10;29;M;1531;416;65;23;0;0;17;25;47;110;159;230;439
10;30;T;3373;1117;371;24;0;0;16;33;82;148;298;364;920
10;30;F;1829;719;302;13;0;0;0;13;30;53;105;140;454
10;30;M;1539;398;69;11;0;0;11;20;52;95;193;224;466
10;31;T;3394;1136;375;20;0;0;19;39;74;149;353;352;877
10;31;F;1793;699;300;8;0;0;12;14;25;43;129;133;430
10;31;M;1601;437;75;12;0;0;7;25;49;106;224;219;447
10;32;T;3322;1186;334;33;0;0;14;46;67;138;289;356;859
10;32;F;1761;756;268;14;0;0;0;16;23;44;107;112;421
10;32;M;1557;430;66;19;0;0;10;30;44;94;182;244;438
10;33;T;3530;1292;372;27;0;0;14;44;78;168;303;404;828
10;33;F;1881;811;293;14;0;0;0;16;33;62;94;135;423
10;33;M;1645;481;79;13;0;0;10;28;45;106;209;269;405
10;34;T;3361;1317;284;23;0;0;10;42;61;147;274;375;828
10;34;F;1751;831;219;9;0;0;0;13;26;45;88;131;389
10;34;M;1607;486;65;14;0;0;7;29;35;102;186;244;439
