ville;année;sexe;categorie;deces_categorie;deces_ville;pourcentage_ville
-1;3;M;1;0;280903;0,00000
-1;3;M;2;78094;280903;0,278011
-1;3;M;3;6168;280903;0,0219578
-1;3;M;4;4809;280903;0,0171198
-1;3;M;5;5466;280903;0,0194587
-1;3;M;6;127852;280903;0,455146
-1;3;M;7;5885;280903;0,0209503
-1;3;M;8;2342;280903;0,00833740
-1;3;M;9;8171;280903;0,0290883
-1;3;M;10;13644;280903;0,0485719
-1;3;M;11;15782;280903;0,0561831
-1;4;T;0;7116;557092;0,0127735
-1;4;T;1;0;557092;0,00000
-1;4;T;2;132675;557092;0,238156
-1;4;T;3;16477;557092;0,0295768
-1;4;T;4;11404;557092;0,0204706
-1;4;T;5;11841;557092;0,0212550
-1;4;T;6;272183;557092;0,488578
-1;4;T;7;13467;557092;0,0241737
-1;4;T;8;4044;557092;0,00725912
-1;4;T;9;11126;557092;0,0199716
-1;4;T;10;26744;557092;0,0480064
-1;4;T;11;36477;557092;0,0654775
-1;4;F;0;3435;269876;0,0127281
-1;4;F;1;0;269876;0,00000
-1;4;F;2;53592;269876;0,198580
-1;4;F;3;9967;269876;0,0369318
-1;4;F;4;6051;269876;0,0224214
-1;4;F;5;6025;269876;0,0223251
-1;4;F;6;141047;269876;0,522636
-1;4;F;7;7361;269876;0,0272755
-1;4;F;8;1834;269876;0,00679571
-1;4;F;9;2988;269876;0,0110718
-1;4;F;10;13510;269876;0,0500600
-1;4;F;11;18998;269876;0,0703953
-1;4;M;0;3681;287216;0,0128161
-1;4;M;1;0;287216;0,00000
-1;4;M;2;79083;287216;0,275343
-1;4;M;3;6510;287216;0,0226659
-1;4;M;4;5353;287216;0,0186375
-1;4;M;5;5816;287216;0,0202496
-1;4;M;6;131136;287216;0,456576
-1;4;M;7;6106;287216;0,0212593
-1;4;M;8;2210;287216;0,00769456
-1;4;M;9;8138;287216;0,0283341
-1;4;M;10;13234;287216;0,0460768
-1;4;M;11;17479;287216;0,0608566
-1;5;T;0;6876;539816;0,0127377
-1;5;T;1;0;539816;0,00000
-1;5;T;2;134662;539816;0,249459
-1;5;T;3;16022;539816;0,0296805
-1;5;T;4;11550;539816;0,0213962
-1;5;T;5;10004;539816;0,0185322
-1;5;T;6;260378;539816;0,482346
-1;5;T;7;12725;539816;0,0235728
-1;5;T;8;3764;539816;0,00697275
-1;5;T;9;11127;539816;0,0206126
-1;5;T;10;25833;539816;0,0478552
-1;5;T;11;34051;539816;0,0630789
-1;5;F;0;3322;259088;0,0128219
-1;5;F;1;0;259088;0,00000
-1;5;F;2;53769;259088;0,207532
-1;5;F;3;9579;259088;0,0369720
-1;5;F;4;6167;259088;0,0238027
-1;5;F;5;5041;259088;0,0194567
-1;5;F;6;133913;259088;0,516863
-1;5;F;7;7005;259088;0,0270371
-1;5;F;8;1758;259088;0,00678534
-1;5;F;9;2956;259088;0,0114093
-1;5;F;10;13311;259088;0,0513764
-1;5;F;11;17218;259088;0,0664562
-1;5;M;0;3554;280728;0,0126599
-1;5;M;1;0;280728;0,00000
-1;5;M;2;80893;280728;0,288154
-1;5;M;3;6443;280728;0,0229510
-1;5;M;4;5383;280728;0,0191751
-1;5;M;5;4963;280728;0,0176790
-1;5;M;6;126465;280728;0,450489
-1;5;M;7;5720;280728;0,0203756
-1;5;M;8;2006;280728;0,00714571
-1;5;M;9;8171;280728;0,0291065
-1;5;M;10;12522;280728;0,0446055
-1;5;M;11;16833;280728;0,0599620
-1;6;T;0;7231;549751;0,0131532
-1;6;T;1;0;549751;0,00000
-1;6;T;2;135497;549751;0,246470
-1;6;T;3;16320;549751;0,0296862
-1;6;T;4;11609;549751;0,0211168
-1;6;T;5;8876;549751;0,0161455
-1;6;T;6;268972;549751;0,489262
-1;6;T;7;12913;549751;0,0234888
-1;6;T;8;3913;549751;0,00711777
-1;6;T;9;10153;549751;0,0184684
-1;6;T;10;25848;549751;0,0470176
-1;6;T;11;34373;549751;0,0625247
-1;6;F;0;3556;264649;0,0134367
-1;6;F;1;0;264649;0,00000
-1;6;F;2;53491;264649;0,202121
-1;6;F;3;9681;264649;0,0365805
-1;6;F;4;6363;264649;0,0240432
-1;6;F;5;4394;264649;0,0166031
-1;6;F;6;139220;264649;0,526055
-1;6;F;7;7130;264649;0,0269413
-1;6;F;8;1746;264649;0,00659742
-1;6;F;9;2852;264649;0,0107765
-1;6;F;10;13256;264649;0,0500890
-1;6;F;11;17206;264649;0,0650144
-1;6;M;0;3675;285102;0,0128901
-1;6;M;1;0;285102;0,00000
-1;6;M;2;82006;285102;0,287637
-1;6;M;3;6639;285102;0,0232864
-1;6;M;4;5246;285102;0,0184004
-1;6;M;5;4482;285102;0,0157207
-1;6;M;6;129752;285102;0,455107
-1;6;M;7;5783;285102;0,0202840
-1;6;M;8;2167;285102;0,00760079
-1;6;M;9;7301;285102;0,0256084
-1;6;M;10;12592;285102;0,0441666
-1;6;M;11;17167;285102;0,0602135
-1;7;T;0;7036;544118;0,0129310
-1;7;T;1;0;544118;0,00000
-1;7;T;2;136391;544118;0,250664
-1;7;T;3;16347;544118;0,0300431
-1;7;T;4;12347;544118;0,0226918
-1;7;T;5;9227;544118;0,0169577
-1;7;T;6;262450;544118;0,482340
-1;7;T;7;12615;544118;0,0231843
-1;7;T;8;3527;544118;0,00648205
-1;7;T;9;10375;544118;0,0190676
-1;7;T;10;25504;544118;0,0468722
-1;7;T;11;34230;544118;0,0629091
-1;7;F;0;3634;262190;0,0138602
-1;7;F;1;0;262190;0,00000
-1;7;F;2;53796;262190;0,205179
-1;7;F;3;9653;262190;0,0368168
-1;7;F;4;6846;262190;0,0261108
-1;7;F;5;4440;262190;0,0169343
-1;7;F;6;136043;262190;0,518872
-1;7;F;7;7014;262190;0,0267516
-1;7;F;8;1663;262190;0,00634273
-1;7;F;9;2810;262190;0,0107174
-1;7;F;10;13083;262190;0,0498989
-1;7;F;11;17409;262190;0,0663984
-1;7;M;0;3402;281928;0,0120669
-1;7;M;1;0;281928;0,00000
-1;7;M;2;82595;281928;0,292965
-1;7;M;3;6694;281928;0,0237437
-1;7;M;4;5501;281928;0,0195121
-1;7;M;5;4787;281928;0,0169795
-1;7;M;6;126407;281928;0,448366
-1;7;M;7;5601;281928;0,0198668
-1;7;M;8;1864;281928;0,00661162
-1;7;M;9;7565;281928;0,0268331
-1;7;M;10;12421;281928;0,0440573
