ville;année;sexe;categorie;maladie;deces_maladie;deces_categorie;pourcentage_categorie;pourcentage_ville
-1;0;T;0;0;2060;6794;0,303;0,00381958
-1;0;T;0;1;112;6794;0,0165;0,000207666
-1;0;T;0;3;335;6794;0,0493;0,000621145
-1;0;T;0;4;4287;6794;0,631;0,00794880
-1;0;T;1;2;0;0;NaN;0,00000
-1;0;T;2;5;5595;127049;0,0440;0,0103740
-1;0;T;2;6;5426;127049;0,0427;0,0100607
-1;0;T;2;7;8997;127049;0,0708;0,0166819
-1;0;T;2;8;9582;127049;0,0754;0,0177666
-1;0;T;2;9;4973;127049;0,0391;0,00922075
-1;0;T;2;10;4004;127049;0,0315;0,00742407
-1;0;T;2;11;4572;127049;0,0360;0,00847723
-1;0;T;2;12;20788;127049;0,164;0,0385443
-1;0;T;2;13;656;127049;0,00516;0,00121633
-1;0;T;2;14;8589;127049;0,0676;0,0159254
-1;0;T;2;15;820;127049;0,00645;0,00152041
-1;0;T;2;16;2936;127049;0,0231;0,00544382
-1;0;T;2;17;2318;127049;0,0182;0,00429795
-1;0;T;2;18;6570;127049;0,0517;0,0121818
-1;0;T;2;19;2129;127049;0,0168;0,00394751
-1;0;T;2;20;3629;127049;0,0286;0,00672876
-1;0;T;2;21;7889;127049;0,0621;0,0146275
-1;0;T;2;22;23386;127049;0,184;0,0433614
-1;0;T;2;23;4190;127049;0,0330;0,00776894
-1;0;T;3;24;2292;15598;0,147;0,00424974
-1;0;T;3;25;7098;15598;0,455;0,0131608
-1;0;T;3;26;6208;15598;0,398;0,0115106
-1;0;T;4;27;3365;7151;0,471;0,00623926
-1;0;T;4;28;33;7151;0,00461;6,11874e-05
-1;0;T;4;29;3753;7151;0,525;0,00695867
-1;0;T;5;30;475;12825;0,0370;0,000880727
-1;0;T;5;31;12350;12825;0,963;0,0228989
-1;0;T;6;32;49267;268529;0,183;0,0913490
-1;0;T;6;33;54107;268529;0,201;0,100323
-1;0;T;6;34;66115;268529;0,246;0,122588
-1;0;T;6;35;31053;268529;0,116;0,0575773
-1;0;T;6;36;1061;268529;0,00395;0,00196727
-1;0;T;6;37;5128;268529;0,0191;0,00950815
-1;0;T;6;38;1498;268529;0,00558;0,00277754
-1;0;T;6;39;9690;268529;0,0361;0,0179668
-1;0;T;6;40;14346;268529;0,0534;0,0265998
-1;0;T;6;41;2206;268529;0,00822;0,00409028
-1;0;T;6;42;15905;268529;0,0592;0,0294905
-1;0;T;6;43;18153;268529;0,0676;0,0336586
-1;0;T;7;44;1651;13049;0,127;0,00306122
-1;0;T;7;45;708;13049;0,0543;0,00131275
-1;0;T;7;46;1032;13049;0,0791;0,00191350
-1;0;T;7;47;7109;13049;0,545;0,0131812
-1;0;T;7;48;2549;13049;0,195;0,00472626
-1;0;T;8;49;91;4593;0,0198;0,000168729
-1;0;T;8;50;2162;4593;0,471;0,00400870
-1;0;T;8;51;354;4593;0,0771;0,000656374
-1;0;T;8;52;1237;4593;0,269;0,00229360
-1;0;T;8;53;749;4593;0,163;0,00138877
-1;0;T;9;57;11049;11049;1,00;0,0204866
-1;0;T;10;58;12560;28356;0,443;0,0232883
-1;0;T;10;59;538;28356;0,0190;0,000997540
-1;0;T;10;60;12063;28356;0,425;0,0223668
-1;0;T;10;63;2159;28356;0,0761;0,00400314
-1;0;T;10;64;1036;28356;0,0365;0,00192091
-1;0;T;11;56;17220;27744;0,621;0,0319287
-1;0;T;11;61;9955;27744;0,359;0,0184582
-1;0;T;11;62;569;27744;0,0205;0,00105502
-1;0;F;0;0;687;3136;0,219;0,00267092
-1;0;F;0;1;44;3136;0,0140;0,000171063
-1;0;F;0;3;173;3136;0,0552;0,000672589
-1;0;F;0;4;2232;3136;0,712;0,00867757
-1;0;F;1;2;0;0;NaN;0,00000
-1;0;F;2;5;538;51612;0,0104;0,00209164
-1;0;F;2;6;608;51612;0,0118;0,00236378
-1;0;F;2;7;3768;51612;0,0730;0,0146492
-1;0;F;2;8;5024;51612;0,0973;0,0195323
-1;0;F;2;9;2186;51612;0,0424;0,00849873
-1;0;F;2;10;1413;51612;0,0274;0,00549346
-1;0;F;2;11;1976;51612;0,0383;0,00768229
-1;0;F;2;12;2047;51612;0,0397;0,00795832
-1;0;F;2;13;349;51612;0,00676;0,00135684
-1;0;F;2;14;8427;51612;0,163;0,0327625
-1;0;F;2;15;820;51612;0,0159;0,00318799
-1;0;F;2;16;2936;51612;0,0569;0,0114146
-1;0;F;2;17;2318;51612;0,0449;0,00901192
-1;0;F;2;18;0;51612;0,00;0,00000
-1;0;F;2;19;882;51612;0,0171;0,00342904
-1;0;F;2;20;911;51612;0,0177;0,00354178
-1;0;F;2;21;3626;51612;0,0703;0,0140972
-1;0;F;2;22;11678;51612;0,226;0,0454017
-1;0;F;2;23;2105;51612;0,0408;0,00818382
-1;0;F;3;24;1224;9296;0,132;0,00475866
-1;0;F;3;25;4375;9296;0,471;0,0170091
-1;0;F;3;26;3697;9296;0,398;0,0143732
-1;0;F;4;27;686;3307;0,207;0,00266703
-1;0;F;4;28;8;3307;0,00242;3,11024e-05
-1;0;F;4;29;2613;3307;0,790;0,0101588
-1;0;F;5;30;183;6809;0,0269;0,000711467
-1;0;F;5;31;6626;6809;0,973;0,0257606
-1;0;F;6;32;21291;136039;0,157;0,0827751
-1;0;F;6;33;31255;136039;0,230;0,121513
-1;0;F;6;34;37876;136039;0,278;0,147254
-1;0;F;6;35;16582;136039;0,122;0,0644675
-1;0;F;6;36;715;136039;0,00526;0,00277978
-1;0;F;6;37;2754;136039;0,0202;0,0107070
-1;0;F;6;38;847;136039;0,00623;0,00329297
-1;0;F;6;39;3088;136039;0,0227;0,0120055
-1;0;F;6;40;6327;136039;0,0465;0,0245981
-1;0;F;6;41;848;136039;0,00623;0,00329685
-1;0;F;6;42;4633;136039;0,0341;0,0180122
-1;0;F;6;43;9823;136039;0,0722;0,0381898
-1;0;F;7;44;1160;6803;0,171;0,00450985
-1;0;F;7;45;531;6803;0,0781;0,00206442
-1;0;F;7;46;639;6803;0,0939;0,00248430
-1;0;F;7;47;3697;6803;0,543;0,0143732
-1;0;F;7;48;776;6803;0,114;0,00301693
-1;0;F;8;49;91;2051;0,0444;0,000353790
-1;0;F;8;50;892;2051;0,435;0,00346792
-1;0;F;8;51;154;2051;0,0751;0,000598721
-1;0;F;8;52;563;2051;0,275;0,00218883
-1;0;F;8;53;351;2051;0,171;0,00136462
-1;0;F;9;57;2932;2932;1,00;0,0113990
-1;0;F;10;58;8490;13892;0,611;0,0330074
-1;0;F;10;59;237;13892;0,0171;0,000921408
-1;0;F;10;60;3962;13892;0,285;0,0154035
-1;0;F;10;63;697;13892;0,0502;0,00270980
-1;0;F;10;64;506;13892;0,0364;0,00196723
-1;0;F;11;56;11192;14290;0,783;0,0435122
-1;0;F;11;61;2885;14290;0,202;0,0112163
-1;0;F;11;62;213;14290;0,0149;0,000828101
-1;0;M;0;0;1373;3658;0,375;0,00486686
-1;0;M;0;1;68;3658;0,0186;0,000241039
-1;0;M;0;3;162;3658;0,0443;0,000574240
-1;0;M;0;4;2055;3658;0,562;0,00728434
-1;0;M;1;2;0;0;NaN;0,00000
-1;0;M;2;5;5057;75437;0,0670;0,0179255
-1;0;M;2;6;4818;75437;0,0639;0,0170783
-1;0;M;2;7;5229;75437;0,0693;0,0185352
-1;0;M;2;8;4558;75437;0,0604;0,0161567
-1;0;M;2;9;2787;75437;0,0369;0,00987906
-1;0;M;2;10;2591;75437;0,0343;0,00918430
-1;0;M;2;11;2596;75437;0,0344;0,00920202
-1;0;M;2;12;18741;75437;0,248;0,0664311
-1;0;M;2;13;307;75437;0,00407;0,00108822
-1;0;M;2;14;162;75437;0,00215;0,000574240
-1;0;M;2;15;0;75437;0,00;0,00000
-1;0;M;2;16;0;75437;0,00;0,00000
-1;0;M;2;17;0;75437;0,00;0,00000
-1;0;M;2;18;6570;75437;0,0871;0,0232886
-1;0;M;2;19;1247;75437;0,0165;0,00442023
-1;0;M;2;20;2718;75437;0,0360;0,00963447
-1;0;M;2;21;4263;75437;0,0565;0,0151110
-1;0;M;2;22;11708;75437;0,155;0,0415012
-1;0;M;2;23;2085;75437;0,0276;0,00739068
-1;0;M;3;24;1068;6302;0,169;0,00378573
-1;0;M;3;25;2723;6302;0,432;0,00965219
-1;0;M;3;26;2511;6302;0,398;0,00890072
-1;0;M;4;27;2679;3844;0,697;0,00949623
-1;0;M;4;28;25;3844;0,00650;8,86173e-05
-1;0;M;4;29;1140;3844;0,297;0,00404095
-1;0;M;5;30;292;6016;0,0485;0,00103505
-1;0;M;5;31;5724;6016;0,951;0,0202898
-1;0;M;6;32;27976;132490;0,211;0,0991663
-1;0;M;6;33;22852;132490;0,172;0,0810033
-1;0;M;6;34;28239;132490;0,213;0,100099
-1;0;M;6;35;14471;132490;0,109;0,0512952
-1;0;M;6;36;346;132490;0,00261;0,00122646
-1;0;M;6;37;2374;132490;0,0179;0,00841510
-1;0;M;6;38;651;132490;0,00491;0,00230759
-1;0;M;6;39;6602;132490;0,0498;0,0234021
-1;0;M;6;40;8019;132490;0,0605;0,0284249
-1;0;M;6;41;1358;132490;0,0102;0,00481369
-1;0;M;6;42;11272;132490;0,0851;0,0399558
-1;0;M;6;43;8330;132490;0,0629;0,0295273
-1;0;M;7;44;491;6246;0,0786;0,00174044
-1;0;M;7;45;177;6246;0,0283;0,000627410
-1;0;M;7;46;393;6246;0,0629;0,00139306
-1;0;M;7;47;3412;6246;0,546;0,0120945
-1;0;M;7;48;1773;6246;0,284;0,00628474
-1;0;M;8;49;0;2542;0,00;0,00000
-1;0;M;8;50;1270;2542;0,500;0,00450176
-1;0;M;8;51;200;2542;0,0787;0,000708938
-1;0;M;8;52;674;2542;0,265;0,00238912
-1;0;M;8;53;398;2542;0,157;0,00141079
-1;0;M;9;57;8117;8117;1,00;0,0287723
-1;0;M;10;58;4070;14464;0,281;0,0144269
-1;0;M;10;59;301;14464;0,0208;0,00106695
-1;0;M;10;60;8101;14464;0,560;0,0287155
-1;0;M;10;63;1462;14464;0,101;0,00518234
-1;0;M;10;64;530;14464;0,0366;0,00187869
-1;0;M;11;56;6028;13454;0,448;0,0213674
-1;0;M;11;61;7070;13454;0,525;0,0250610
-1;0;M;11;62;356;13454;0,0265;0,00126191
-1;1;T;0;0;1954;6920;0,282;0,00358913
-1;1;T;0;1;111;6920;0,0160;0,000203886
-1;1;T;0;3;320;6920;0,0462;0,000587780
-1;1;T;0;4;4535;6920;0,655;0,00832995
-1;1;T;1;2;0;0;NaN;0,00000
-1;1;T;2;5;5836;128188;0,0455;0,0107196
-1;1;T;2;6;5325;128188;0,0415;0,00978103
-1;1;T;2;7;8634;128188;0,0674;0,0158591
-1;1;T;2;8;9677;128188;0,0755;0,0177748
-1;1;T;2;9;4810;128188;0,0375;0,00883507
-1;1;T;2;10;4132;128188;0,0322;0,00758971
-1;1;T;2;11;4758;128188;0,0371;0,00873956
-1;1;T;2;12;21111;128188;0,165;0,0387770
-1;1;T;2;13;669;128188;0,00522;0,00122883
-1;1;T;2;14;8489;128188;0,0662;0,0155927
-1;1;T;2;15;973;128188;0,00759;0,00178722
-1;1;T;2;16;2746;128188;0,0214;0,00504389
-1;1;T;2;17;2411;128188;0,0188;0,00442856
-1;1;T;2;18;6831;128188;0,0533;0,0125473
-1;1;T;2;19;2221;128188;0,0173;0,00407956
-1;1;T;2;20;3631;128188;0,0283;0,00666947
-1;1;T;2;21;8190;128188;0,0639;0,0150435
-1;1;T;2;22;23455;128188;0,183;0,0430825
-1;1;T;2;23;4289;128188;0,0335;0,00787809
-1;1;T;3;24;2318;15628;0,148;0,00425773
-1;1;T;3;25;7030;15628;0,450;0,0129128
-1;1;T;3;26;6280;15628;0,402;0,0115352
-1;1;T;4;27;3363;7972;0,422;0,00617720
-1;1;T;4;28;46;7972;0,00577;8,44934e-05
-1;1;T;4;29;4563;7972;0,572;0,00838138
-1;1;T;5;30;491;11421;0,0430;0,000901876
-1;1;T;5;31;10930;11421;0,957;0,0200764
-1;1;T;6;32;50278;272515;0,184;0,0923513
-1;1;T;6;33;54723;272515;0,201;0,100516
-1;1;T;6;34;67462;272515;0,248;0,123915
-1;1;T;6;35;31196;272515;0,114;0,0573012
-1;1;T;6;36;1033;272515;0,00379;0,00189743
-1;1;T;6;37;4808;272515;0,0176;0,00883140
-1;1;T;6;38;1470;272515;0,00539;0,00270012
-1;1;T;6;39;10387;272515;0,0381;0,0190790
-1;1;T;6;40;15610;272515;0,0573;0,0286727
-1;1;T;6;41;2373;272515;0,00871;0,00435876
-1;1;T;6;42;15118;272515;0,0555;0,0277690
-1;1;T;6;43;18057;272515;0,0663;0,0331673
-1;1;T;7;44;1782;13266;0,134;0,00327320
-1;1;T;7;45;753;13266;0,0568;0,00138312
-1;1;T;7;46;1177;13266;0,0887;0,00216193
-1;1;T;7;47;6987;13266;0,527;0,0128338
-1;1;T;7;48;2567;13266;0,194;0,00471510
-1;1;T;8;49;100;4834;0,0207;0,000183681
-1;1;T;8;50;2180;4834;0,451;0,00400425
-1;1;T;8;51;354;4834;0,0732;0,000650232
-1;1;T;8;52;1345;4834;0,278;0,00247051
-1;1;T;8;53;855;4834;0,177;0,00157048
-1;1;T;9;57;11122;11122;1,00;0,0204290
-1;1;T;10;58;12135;27767;0,437;0,0222897
-1;1;T;10;59;508;27767;0,0183;0,000933101
-1;1;T;10;60;12349;27767;0,445;0,0226828
-1;1;T;10;63;1886;27767;0,0679;0,00346423
-1;1;T;10;64;889;27767;0,0320;0,00163293
-1;1;T;11;56;18207;29112;0,625;0,0334429
-1;1;T;11;61;10368;29112;0,356;0,0190441
-1;1;T;11;62;537;29112;0,0184;0,000986369
-1;1;F;0;0;643;3213;0,200;0,00246623
-1;1;F;0;1;56;3213;0,0174;0,000214788
-1;1;F;0;3;167;3213;0,0520;0,000640529
-1;1;F;0;4;2347;3213;0,730;0,00900193
-1;1;F;1;2;0;0;NaN;0,00000
-1;1;F;2;5;597;51812;0,0115;0,00228980
-1;1;F;2;6;629;51812;0,0121;0,00241253
-1;1;F;2;7;3704;51812;0,0715;0,0142067
-1;1;F;2;8;5114;51812;0,0987;0,0196148
-1;1;F;2;9;2058;51812;0,0397;0,00789347
-1;1;F;2;10;1370;51812;0,0264;0,00525464
-1;1;F;2;11;2045;51812;0,0395;0,00784360
-1;1;F;2;12;2122;51812;0,0410;0,00813894
-1;1;F;2;13;334;51812;0,00645;0,00128106
-1;1;F;2;14;8343;51812;0,161;0,0319996
-1;1;F;2;15;973;51812;0,0188;0,00373194
-1;1;F;2;16;2746;51812;0,0530;0,0105323
-1;1;F;2;17;2411;51812;0,0465;0,00924740
-1;1;F;2;18;0;51812;0,00;0,00000
-1;1;F;2;19;886;51812;0,0171;0,00339826
-1;1;F;2;20;950;51812;0,0183;0,00364373
-1;1;F;2;21;3848;51812;0,0743;0,0147590
-1;1;F;2;22;11590;51812;0,224;0,0444535
-1;1;F;2;23;2092;51812;0,0404;0,00802387
-1;1;F;3;24;1199;9405;0,127;0,00459877
-1;1;F;3;25;4339;9405;0,461;0,0166422
-1;1;F;3;26;3867;9405;0,411;0,0148319
-1;1;F;4;27;679;3829;0,177;0,00260431
-1;1;F;4;28;12;3829;0,00313;4,60260e-05
-1;1;F;4;29;3138;3829;0,820;0,0120358
-1;1;F;5;30;196;6005;0,0326;0,000751759
-1;1;F;5;31;5809;6005;0,967;0,0222804
-1;1;F;6;32;22021;139129;0,158;0,0844616
-1;1;F;6;33;31768;139129;0,228;0,121846
-1;1;F;6;34;38864;139129;0,279;0,149063
-1;1;F;6;35;16553;139129;0,119;0,0634891
-1;1;F;6;36;640;139129;0,00460;0,00245472
-1;1;F;6;37;2553;139129;0,0183;0,00979204
-1;1;F;6;38;820;139129;0,00589;0,00314511
-1;1;F;6;39;3373;139129;0,0242;0,0129372
-1;1;F;6;40;6971;139129;0,0501;0,0267373
-1;1;F;6;41;987;139129;0,00709;0,00378564
-1;1;F;6;42;4490;139129;0,0323;0,0172214
-1;1;F;6;43;10089;139129;0,0725;0,0386964
-1;1;F;7;44;1255;7003;0,179;0,00481356
-1;1;F;7;45;570;7003;0,0814;0,00218624
-1;1;F;7;46;725;7003;0,104;0,00278074
-1;1;F;7;47;3592;7003;0,513;0,0137771
-1;1;F;7;48;861;7003;0,123;0,00330237
-1;1;F;8;49;100;2144;0,0466;0,000383550
-1;1;F;8;50;861;2144;0,402;0,00330237
-1;1;F;8;51;172;2144;0,0802;0,000659707
-1;1;F;8;52;617;2144;0,288;0,00236651
-1;1;F;8;53;394;2144;0,184;0,00151119
-1;1;F;9;57;2959;2959;1,00;0,0113493
-1;1;F;10;58;8219;13635;0,603;0,0315240
-1;1;F;10;59;223;13635;0,0164;0,000855317
-1;1;F;10;60;4145;13635;0,304;0,0158982
-1;1;F;10;63;571;13635;0,0419;0,00219007
-1;1;F;10;64;477;13635;0,0350;0,00182953
-1;1;F;11;56;11796;15053;0,784;0,0452436
-1;1;F;11;61;3038;15053;0,202;0,0116523
-1;1;F;11;62;219;15053;0,0145;0,000839975
-1;1;M;0;0;1311;3707;0,354;0,00462109
-1;1;M;0;1;55;3707;0,0148;0,000193867
-1;1;M;0;3;153;3707;0,0413;0,000539304
-1;1;M;0;4;2188;3707;0,590;0,00771240
-1;1;M;1;2;0;0;NaN;0,00000
-1;1;M;2;5;5239;76376;0,0686;0,0184668
-1;1;M;2;6;4696;76376;0,0615;0,0165528
-1;1;M;2;7;4930;76376;0,0645;0,0173776
-1;1;M;2;8;4563;76376;0,0597;0,0160839
-1;1;M;2;9;2752;76376;0,0360;0,00970042
-1;1;M;2;10;2762;76376;0,0362;0,00973567
-1;1;M;2;11;2713;76376;0,0355;0,00956295
-1;1;M;2;12;18989;76376;0,249;0,0669336
-1;1;M;2;13;335;76376;0,00439;0,00118083
-1;1;M;2;14;146;76376;0,00191;0,000514630
-1;1;M;2;15;0;76376;0,00;0,00000
-1;1;M;2;16;0;76376;0,00;0,00000
-1;1;M;2;17;0;76376;0,00;0,00000
-1;1;M;2;18;6831;76376;0,0894;0,0240783
-1;1;M;2;19;1335;76376;0,0175;0,00470569
-1;1;M;2;20;2681;76376;0,0351;0,00945016
-1;1;M;2;21;4342;76376;0,0569;0,0153050
-1;1;M;2;22;11865;76376;0,155;0,0418225
-1;1;M;2;23;2197;76376;0,0288;0,00774412
-1;1;M;3;24;1119;6223;0,180;0,00394432
-1;1;M;3;25;2691;6223;0,432;0,00948541
-1;1;M;3;26;2413;6223;0,388;0,00850549
-1;1;M;4;27;2684;4143;0,648;0,00946073
-1;1;M;4;28;34;4143;0,00821;0,000119845
-1;1;M;4;29;1425;4143;0,344;0,00502293
-1;1;M;5;30;295;5416;0,0545;0,00103983
-1;1;M;5;31;5121;5416;0,946;0,0180508
-1;1;M;6;32;28257;133386;0,212;0,0996020
-1;1;M;6;33;22955;133386;0,172;0,0809132
-1;1;M;6;34;28598;133386;0,214;0,100804
-1;1;M;6;35;14643;133386;0,110;0,0516146
-1;1;M;6;36;393;133386;0,00295;0,00138527
-1;1;M;6;37;2255;133386;0,0169;0,00794857
-1;1;M;6;38;650;133386;0,00487;0,00229116
-1;1;M;6;39;7014;133386;0,0526;0,0247234
-1;1;M;6;40;8639;133386;0,0648;0,0304513
-1;1;M;6;41;1386;133386;0,0104;0,00488546
-1;1;M;6;42;10628;133386;0,0797;0,0374622
-1;1;M;6;43;7968;133386;0,0597;0,0280861
-1;1;M;7;44;527;6263;0,0841;0,00185760
-1;1;M;7;45;183;6263;0,0292;0,000645050
-1;1;M;7;46;452;6263;0,0722;0,00159324
-1;1;M;7;47;3395;6263;0,542;0,0119669
-1;1;M;7;48;1706;6263;0,272;0,00601342
-1;1;M;8;49;0;2690;0,00;0,00000
-1;1;M;8;50;1319;2690;0,490;0,00464929
-1;1;M;8;51;182;2690;0,0677;0,000641525
-1;1;M;8;52;728;2690;0,271;0,00256610
-1;1;M;8;53;461;2690;0,171;0,00162496
-1;1;M;9;57;8163;8163;1,00;0,0287735
-1;1;M;10;58;3916;14132;0,277;0,0138034
-1;1;M;10;59;285;14132;0,0202;0,00100459
-1;1;M;10;60;8204;14132;0,581;0,0289180
-1;1;M;10;63;1315;14132;0,0931;0,00463519
-1;1;M;10;64;412;14132;0,0292;0,00145224
-1;1;M;11;56;6411;14059;0,456;0,0225979
-1;1;M;11;61;7330;14059;0,521;0,0258372
-1;1;M;11;62;318;14059;0,0226;0,00112091
-1;2;T;0;0;2030;7089;0,286;0,00367660
-1;2;T;0;1;82;7089;0,0116;0,000148513
-1;2;T;0;3;307;7089;0,0433;0,000556018
-1;2;T;0;4;4670;7089;0,659;0,00845800
-1;2;T;1;2;0;0;NaN;0,00000
-1;2;T;2;5;5934;130420;0,0455;0,0107473
-1;2;T;2;6;5113;130420;0,0392;0,00926033
-1;2;T;2;7;8461;130420;0,0649;0,0153240
-1;2;T;2;8;10003;130420;0,0767;0,0181168
-1;2;T;2;9;4706;130420;0,0361;0,00852320
-1;2;T;2;10;4265;130420;0,0327;0,00772449
-1;2;T;2;11;4716;130420;0,0362;0,00854131
-1;2;T;2;12;21528;130420;0,165;0,0389901
-1;2;T;2;13;680;130420;0,00521;0,00123157
-1;2;T;2;14;9018;130420;0,0691;0,0163328
-1;2;T;2;15;900;130420;0,00690;0,00163002
-1;2;T;2;16;2716;130420;0,0208;0,00491904
-1;2;T;2;17;2469;130420;0,0189;0,00447169
-1;2;T;2;18;7114;130420;0,0545;0,0128844
-1;2;T;2;19;2263;130420;0,0174;0,00409860
-1;2;T;2;20;3655;130420;0,0280;0,00661970
-1;2;T;2;21;8471;130420;0,0650;0,0153421
-1;2;T;2;22;24163;130420;0,185;0,0437625
-1;2;T;2;23;4245;130420;0,0325;0,00768827
-1;2;T;3;24;2329;15825;0,147;0,00421813
-1;2;T;3;25;7278;15825;0,460;0,0131814
-1;2;T;3;26;6218;15825;0,393;0,0112616
-1;2;T;4;27;3420;9493;0,360;0,00619408
-1;2;T;4;28;88;9493;0,00927;0,000159380
-1;2;T;4;29;5985;9493;0,630;0,0108396
-1;2;T;5;30;447;11712;0,0382;0,000809577
-1;2;T;5;31;11265;11712;0,962;0,0204024
-1;2;T;6;32;51005;274193;0,186;0,0923769
-1;2;T;6;33;52565;274193;0,192;0,0952023
-1;2;T;6;34;66842;274193;0,244;0,121060
-1;2;T;6;35;31073;274193;0,113;0,0562774
-1;2;T;6;36;2941;274193;0,0107;0,00532655
-1;2;T;6;37;6349;274193;0,0232;0,0114989
-1;2;T;6;38;1575;274193;0,00574;0,00285254
-1;2;T;6;39;11009;274193;0,0402;0,0199388
-1;2;T;6;40;15468;274193;0,0564;0,0280146
-1;2;T;6;41;2530;274193;0,00923;0,00458217
-1;2;T;6;42;14879;274193;0,0543;0,0269479
-1;2;T;6;43;17957;274193;0,0655;0,0325225
-1;2;T;7;44;1700;13023;0,131;0,00307893
-1;2;T;7;45;733;13023;0,0563;0,00132756
-1;2;T;7;46;1510;13023;0,116;0,00273481
-1;2;T;7;47;6620;13023;0,508;0,0119897
-1;2;T;7;48;2460;13023;0,189;0,00445539
-1;2;T;8;49;121;4642;0,0261;0,000219147
-1;2;T;8;50;2023;4642;0,436;0,00366393
-1;2;T;8;51;359;4642;0,0773;0,000650197
-1;2;T;8;52;1277;4642;0,275;0,00231282
-1;2;T;8;53;862;4642;0,186;0,00156120
-1;2;T;9;57;11081;11081;1,00;0,0200692
-1;2;T;10;58;12009;27520;0,436;0,0217499
-1;2;T;10;59;497;27520;0,0181;0,000900134
-1;2;T;10;60;12148;27520;0,441;0,0220017
-1;2;T;10;63;1868;27520;0,0679;0,00338320
-1;2;T;10;64;998;27520;0,0363;0,00180751
-1;2;T;11;56;20064;31145;0,644;0,0363386
-1;2;T;11;61;10544;31145;0,339;0,0190966
-1;2;T;11;62;537;31145;0,0172;0,000972579
-1;2;F;0;0;720;3379;0,213;0,00270379
-1;2;F;0;1;43;3379;0,0127;0,000161476
-1;2;F;0;3;150;3379;0,0444;0,000563289
-1;2;F;0;4;2466;3379;0,730;0,00926048
-1;2;F;1;2;0;0;NaN;0,00000
-1;2;F;2;5;602;52747;0,0114;0,00226067
-1;2;F;2;6;590;52747;0,0112;0,00221560
-1;2;F;2;7;3594;52747;0,0681;0,0134964
-1;2;F;2;8;5163;52747;0,0979;0,0193884
-1;2;F;2;9;2088;52747;0,0396;0,00784099
-1;2;F;2;10;1336;52747;0,0253;0,00501703
-1;2;F;2;11;2058;52747;0,0390;0,00772833
-1;2;F;2;12;2214;52747;0,0420;0,00831415
-1;2;F;2;13;360;52747;0,00683;0,00135189
-1;2;F;2;14;8897;52747;0,169;0,0334106
-1;2;F;2;15;900;52747;0,0171;0,00337974
-1;2;F;2;16;2716;52747;0,0515;0,0101993
-1;2;F;2;17;2469;52747;0,0468;0,00927174
-1;2;F;2;18;0;52747;0,00;0,00000
-1;2;F;2;19;897;52747;0,0170;0,00336847
-1;2;F;2;20;912;52747;0,0173;0,00342480
-1;2;F;2;21;3991;52747;0,0757;0,0149873
-1;2;F;2;22;11816;52747;0,224;0,0443722
-1;2;F;2;23;2144;52747;0,0406;0,00805128
-1;2;F;3;24;1262;9520;0,133;0,00473914
-1;2;F;3;25;4482;9520;0,471;0,0168311
-1;2;F;3;26;3776;9520;0,397;0,0141799
-1;2;F;4;27;691;4836;0,143;0,00259489
-1;2;F;4;28;22;4836;0,00455;8,26158e-05
-1;2;F;4;29;4123;4836;0,853;0,0154829
-1;2;F;5;30;203;6043;0,0336;0,000762318
-1;2;F;5;31;5840;6043;0,966;0,0219307
-1;2;F;6;32;22607;141126;0,160;0,0848952
-1;2;F;6;33;30570;141126;0,217;0,114798
-1;2;F;6;34;38876;141126;0,275;0,145990
-1;2;F;6;35;16725;141126;0,119;0,0628068
-1;2;F;6;36;1900;141126;0,0135;0,00713500
-1;2;F;6;37;3434;141126;0,0243;0,0128956
-1;2;F;6;38;870;141126;0,00616;0,00326708
-1;2;F;6;39;3505;141126;0,0248;0,0131622
-1;2;F;6;40;7164;141126;0,0508;0,0269027
-1;2;F;6;41;1111;141126;0,00787;0,00417210
-1;2;F;6;42;4459;141126;0,0316;0,0167447
-1;2;F;6;43;9905;141126;0,0702;0,0371959
-1;2;F;7;44;1200;6991;0,172;0,00450631
-1;2;F;7;45;558;6991;0,0798;0,00209544
-1;2;F;7;46;997;6991;0,143;0,00374400
-1;2;F;7;47;3416;6991;0,489;0,0128280
-1;2;F;7;48;820;6991;0,117;0,00307931
-1;2;F;8;49;121;2035;0,0595;0,000454387
-1;2;F;8;50;826;2035;0,406;0,00310185
-1;2;F;8;51;171;2035;0,0840;0,000642150
-1;2;F;8;52;546;2035;0,268;0,00205037
-1;2;F;8;53;371;2035;0,182;0,00139320
-1;2;F;9;57;2962;2962;1,00;0,0111231
-1;2;F;10;58;8080;13617;0,593;0,0303425
-1;2;F;10;59;222;13617;0,0163;0,000833668
-1;2;F;10;60;4234;13617;0,311;0,0158998
-1;2;F;10;63;574;13617;0,0422;0,00215552
-1;2;F;10;64;507;13617;0,0372;0,00190392
-1;2;F;11;56;13122;16350;0,803;0,0492765
-1;2;F;11;61;3030;16350;0,185;0,0113784
-1;2;F;11;62;198;16350;0,0121;0,000743542
-1;2;M;0;0;1310;3710;0,353;0,00458287
-1;2;M;0;1;39;3710;0,0105;0,000136437
-1;2;M;0;3;157;3710;0,0423;0,000549245
-1;2;M;0;4;2204;3710;0,594;0,00771042
-1;2;M;1;2;0;0;NaN;0,00000
-1;2;M;2;5;5332;77673;0,0686;0,0186533
-1;2;M;2;6;4523;77673;0,0582;0,0158232
-1;2;M;2;7;4867;77673;0,0627;0,0170266
-1;2;M;2;8;4840;77673;0,0623;0,0169321
