ville;année;sexe;categorie;maladie;deces_maladie;deces_categorie;pourcentage_categorie;pourcentage_ville
0;0;T;0;0;100;359;0,279;0,00418323
0;0;T;0;1;4;359;0,0111;0,000167329
0;0;T;0;3;20;359;0,0557;0,000836645
0;0;T;0;4;235;359;0,655;0,00983058
0;0;T;1;2;0;0;NaN;0,00000
0;0;T;2;5;274;6461;0,0424;0,0114620
0;0;T;2;6;193;6461;0,0299;0,00807362
0;0;T;2;7;394;6461;0,0610;0,0164819
0;0;T;2;8;517;6461;0,0800;0,0216273
0;0;T;2;9;260;6461;0,0402;0,0108764
0;0;T;2;10;190;6461;0,0294;0,00794813
0;0;T;2;11;218;6461;0,0337;0,00911943
0;0;T;2;12;1069;6461;0,165;0,0447187
0;0;T;2;13;38;6461;0,00588;0,00158963
0;0;T;2;14;514;6461;0,0796;0,0215018
0;0;T;2;15;37;6461;0,00573;0,00154779
0;0;T;2;16;181;6461;0,0280;0,00757164
0;0;T;2;17;117;6461;0,0181;0,00489437
0;0;T;2;18;318;6461;0,0492;0,0133027
0;0;T;2;19;95;6461;0,0147;0,00397406
0;0;T;2;20;200;6461;0,0310;0,00836645
0;0;T;2;21;367;6461;0,0568;0,0153524
0;0;T;2;22;1216;6461;0,188;0,0508680
0;0;T;2;23;263;6461;0,0407;0,0110019
0;0;T;3;24;110;613;0,179;0,00460155
0;0;T;3;25;208;613;0,339;0,00870111
0;0;T;3;26;295;613;0,481;0,0123405
0;0;T;4;27;68;235;0,289;0,00284459
0;0;T;4;28;1;235;0,00426;4,18323e-05
0;0;T;4;29;166;235;0,706;0,00694415
0;0;T;5;30;24;543;0,0442;0,00100397
0;0;T;5;31;519;543;0,956;0,0217109
0;0;T;6;32;2113;10868;0,194;0,0883915
0;0;T;6;33;2280;10868;0,210;0,0953775
0;0;T;6;34;2338;10868;0,215;0,0978038
0;0;T;6;35;1309;10868;0,120;0,0547584
0;0;T;6;36;34;10868;0,00313;0,00142230
0;0;T;6;37;230;10868;0,0212;0,00962142
0;0;T;6;38;70;10868;0,00644;0,00292826
0;0;T;6;39;411;10868;0,0378;0,0171931
0;0;T;6;40;586;10868;0,0539;0,0245137
0;0;T;6;41;102;10868;0,00939;0,00426689
0;0;T;6;42;614;10868;0,0565;0,0256850
0;0;T;6;43;781;10868;0,0719;0,0326710
0;0;T;7;44;98;594;0,165;0,00409956
0;0;T;7;45;34;594;0,0572;0,00142230
0;0;T;7;46;50;594;0,0842;0,00209161
0;0;T;7;47;281;594;0,473;0,0117549
0;0;T;7;48;131;594;0,221;0,00548003
0;0;T;8;49;4;151;0,0265;0,000167329
0;0;T;8;50;69;151;0,457;0,00288643
0;0;T;8;51;10;151;0,0662;0,000418323
0;0;T;8;52;39;151;0,258;0,00163146
0;0;T;8;53;29;151;0,192;0,00121314
0;0;T;9;57;260;260;1,00;0,0108764
0;0;T;10;58;526;1089;0,483;0,0220038
0;0;T;10;59;18;1089;0,0165;0,000752981
0;0;T;10;60;404;1089;0,371;0,0169002
0;0;T;10;63;99;1089;0,0909;0,00414139
0;0;T;10;64;42;1089;0,0386;0,00175695
0;0;T;11;56;682;972;0,702;0,0285296
0;0;T;11;61;261;972;0,269;0,0109182
0;0;T;11;62;29;972;0,0298;0,00121314
0;0;F;0;0;34;179;0,190;0,00276355
0;0;F;0;1;1;179;0,00559;8,12810e-05
0;0;F;0;3;12;179;0,0670;0,000975372
0;0;F;0;4;132;179;0,737;0,0107291
0;0;F;1;2;0;0;NaN;0,00000
0;0;F;2;5;45;2990;0,0151;0,00365764
0;0;F;2;6;38;2990;0,0127;0,00308868
0;0;F;2;7;199;2990;0,0666;0,0161749
0;0;F;2;8;293;2990;0,0980;0,0238153
0;0;F;2;9;158;2990;0,0528;0,0128424
0;0;F;2;10;73;2990;0,0244;0,00593351
0;0;F;2;11;93;2990;0,0311;0,00755913
0;0;F;2;12;183;2990;0,0612;0,0148744
0;0;F;2;13;20;2990;0,00669;0,00162562
0;0;F;2;14;504;2990;0,169;0,0409656
0;0;F;2;15;37;2990;0,0124;0,00300740
0;0;F;2;16;181;2990;0,0605;0,0147119
0;0;F;2;17;117;2990;0,0391;0,00950988
0;0;F;2;18;0;2990;0,00;0,00000
0;0;F;2;19;39;2990;0,0130;0,00316996
0;0;F;2;20;55;2990;0,0184;0,00447045
0;0;F;2;21;184;2990;0,0615;0,0149557
0;0;F;2;22;637;2990;0,213;0,0517760
0;0;F;2;23;134;2990;0,0448;0,0108917
0;0;F;3;24;60;369;0,163;0,00487686
0;0;F;3;25;115;369;0,312;0,00934731
0;0;F;3;26;194;369;0,526;0,0157685
0;0;F;4;27;25;141;0,177;0,00203202
0;0;F;4;28;0;141;0,00;0,00000
0;0;F;4;29;116;141;0,823;0,00942859
0;0;F;5;30;13;301;0,0432;0,00105665
0;0;F;5;31;288;301;0,957;0,0234089
0;0;F;6;32;924;5891;0,157;0,0751036
0;0;F;6;33;1358;5891;0,231;0,110380
0;0;F;6;34;1415;5891;0,240;0,115013
0;0;F;6;35;757;5891;0,129;0,0615297
0;0;F;6;36;19;5891;0,00323;0,00154434
0;0;F;6;37;140;5891;0,0238;0,0113793
0;0;F;6;38;38;5891;0,00645;0,00308868
0;0;F;6;39;162;5891;0,0275;0,0131675
0;0;F;6;40;308;5891;0,0523;0,0250345
0;0;F;6;41;45;5891;0,00764;0,00365764
0;0;F;6;42;264;5891;0,0448;0,0214582
0;0;F;6;43;461;5891;0,0783;0,0374705
0;0;F;7;44;68;318;0,214;0,00552711
0;0;F;7;45;28;318;0,0881;0,00227587
0;0;F;7;46;38;318;0,119;0,00308868
0;0;F;7;47;143;318;0,450;0,0116232
0;0;F;7;48;41;318;0,129;0,00333252
0;0;F;8;49;4;71;0,0563;0,000325124
0;0;F;8;50;31;71;0,437;0,00251971
0;0;F;8;51;4;71;0,0563;0,000325124
0;0;F;8;52;20;71;0,282;0,00162562
0;0;F;8;53;12;71;0,169;0,000975372
0;0;F;9;57;98;98;1,00;0,00796554
0;0;F;10;58;385;628;0,613;0,0312932
0;0;F;10;59;8;628;0,0127;0,000650248
0;0;F;10;60;174;628;0,277;0,0141429
0;0;F;10;63;37;628;0,0589;0,00300740
0;0;F;10;64;24;628;0,0382;0,00195074
0;0;F;11;56;444;546;0,813;0,0360888
0;0;F;11;61;98;546;0,179;0,00796554
0;0;F;11;62;4;546;0,00733;0,000325124
0;0;M;0;0;66;180;0,367;0,00568867
0;0;M;0;1;3;180;0,0167;0,000258576
0;0;M;0;3;8;180;0,0444;0,000689536
0;0;M;0;4;103;180;0,572;0,00887778
0;0;M;1;2;0;0;NaN;0,00000
0;0;M;2;5;229;3471;0,0660;0,0197380
0;0;M;2;6;155;3471;0,0447;0,0133598
0;0;M;2;7;195;3471;0,0562;0,0168074
0;0;M;2;8;224;3471;0,0645;0,0193070
0;0;M;2;9;102;3471;0,0294;0,00879159
0;0;M;2;10;117;3471;0,0337;0,0100845
0;0;M;2;11;125;3471;0,0360;0,0107740
0;0;M;2;12;886;3471;0,255;0,0763661
0;0;M;2;13;18;3471;0,00519;0,00155146
0;0;M;2;14;10;3471;0,00288;0,000861920
0;0;M;2;15;0;3471;0,00;0,00000
0;0;M;2;16;0;3471;0,00;0,00000
0;0;M;2;17;0;3471;0,00;0,00000
0;0;M;2;18;318;3471;0,0916;0,0274091
0;0;M;2;19;56;3471;0,0161;0,00482675
0;0;M;2;20;145;3471;0,0418;0,0124978
0;0;M;2;21;183;3471;0,0527;0,0157731
0;0;M;2;22;579;3471;0,167;0,0499052
0;0;M;2;23;129;3471;0,0372;0,0111188
0;0;M;3;24;50;244;0,205;0,00430960
0;0;M;3;25;93;244;0,381;0,00801586
0;0;M;3;26;101;244;0,414;0,00870540
0;0;M;4;27;43;94;0,457;0,00370626
0;0;M;4;28;1;94;0,0106;8,61920e-05
0;0;M;4;29;50;94;0,532;0,00430960
0;0;M;5;30;11;242;0,0455;0,000948112
0;0;M;5;31;231;242;0,955;0,0199104
0;0;M;6;32;1189;4977;0,239;0,102482
0;0;M;6;33;922;4977;0,185;0,0794691
0;0;M;6;34;923;4977;0,185;0,0795552
0;0;M;6;35;552;4977;0,111;0,0475780
0;0;M;6;36;15;4977;0,00301;0,00129288
0;0;M;6;37;90;4977;0,0181;0,00775728
0;0;M;6;38;32;4977;0,00643;0,00275815
0;0;M;6;39;249;4977;0,0500;0,0214618
0;0;M;6;40;278;4977;0,0559;0,0239614
0;0;M;6;41;57;4977;0,0115;0,00491295
0;0;M;6;42;350;4977;0,0703;0,0301672
0;0;M;6;43;320;4977;0,0643;0,0275815
0;0;M;7;44;30;276;0,109;0,00258576
0;0;M;7;45;6;276;0,0217;0,000517152
0;0;M;7;46;12;276;0,0435;0,00103430
0;0;M;7;47;138;276;0,500;0,0118945
0;0;M;7;48;90;276;0,326;0,00775728
0;0;M;8;49;0;80;0,00;0,00000
0;0;M;8;50;38;80;0,475;0,00327530
0;0;M;8;51;6;80;0,0750;0,000517152
0;0;M;8;52;19;80;0,238;0,00163765
0;0;M;8;53;17;80;0,213;0,00146526
0;0;M;9;57;162;162;1,00;0,0139631
0;0;M;10;58;141;461;0,306;0,0121531
0;0;M;10;59;10;461;0,0217;0,000861920
0;0;M;10;60;230;461;0,499;0,0198242
0;0;M;10;63;62;461;0,134;0,00534391
0;0;M;10;64;18;461;0,0390;0,00155146
0;0;M;11;56;238;426;0,559;0,0205137
0;0;M;11;61;163;426;0,383;0,0140493
0;0;M;11;62;25;426;0,0587;0,00215480
0;1;T;0;0;105;379;0,277;0,00439184
0;1;T;0;1;3;379;0,00792;0,000125481
0;1;T;0;3;9;379;0,0237;0,000376443
0;1;T;0;4;262;379;0,691;0,0109587
0;1;T;1;2;0;0;NaN;0,00000
0;1;T;2;5;260;6210;0,0419;0,0108750
0;1;T;2;6;193;6210;0,0311;0,00807261
0;1;T;2;7;359;6210;0,0578;0,0150159
0;1;T;2;8;500;6210;0,0805;0,0209135
0;1;T;2;9;211;6210;0,0340;0,00882550
0;1;T;2;10;215;6210;0,0346;0,00899281
0;1;T;2;11;240;6210;0,0386;0,0100385
0;1;T;2;12;965;6210;0,155;0,0403631
0;1;T;2;13;26;6210;0,00419;0,00108750
0;1;T;2;14;478;6210;0,0770;0,0199933
0;1;T;2;15;55;6210;0,00886;0,00230049
0;1;T;2;16;154;6210;0,0248;0,00644136
0;1;T;2;17;127;6210;0,0205;0,00531203
0;1;T;2;18;305;6210;0,0491;0,0127572
0;1;T;2;19;94;6210;0,0151;0,00393174
0;1;T;2;20;215;6210;0,0346;0,00899281
0;1;T;2;21;419;6210;0,0675;0,0175255
0;1;T;2;22;1146;6210;0,185;0,0479337
0;1;T;2;23;248;6210;0,0399;0,0103731
0;1;T;3;24;102;587;0,174;0,00426635
0;1;T;3;25;219;587;0,373;0,00916011
0;1;T;3;26;266;587;0,453;0,0111260
0;1;T;4;27;65;280;0,232;0,00271876
0;1;T;4;28;4;280;0,0143;0,000167308
0;1;T;4;29;211;280;0,754;0,00882550
0;1;T;5;30;28;535;0,0523;0,00117116
0;1;T;5;31;507;535;0,948;0,0212063
0;1;T;6;32;2141;11027;0,194;0,0895516
0;1;T;6;33;2422;11027;0,220;0,101305
0;1;T;6;34;2332;11027;0,211;0,0975406
0;1;T;6;35;1317;11027;0,119;0,0550862
0;1;T;6;36;25;11027;0,00227;0,00104568
0;1;T;6;37;224;11027;0,0203;0,00936925
0;1;T;6;38;55;11027;0,00499;0,00230049
0;1;T;6;39;421;11027;0,0382;0,0176092
0;1;T;6;40;658;11027;0,0597;0,0275222
0;1;T;6;41;97;11027;0,00880;0,00405722
0;1;T;6;42;575;11027;0,0521;0,0240505
0;1;T;6;43;760;11027;0,0689;0,0317885
0;1;T;7;44;113;609;0,186;0,00472645
0;1;T;7;45;31;609;0,0509;0,00129664
0;1;T;7;46;63;609;0,103;0,00263510
0;1;T;7;47;266;609;0,437;0,0111260
0;1;T;7;48;136;609;0,223;0,00568847
0;1;T;8;49;6;175;0,0343;0,000250962
0;1;T;8;50;73;175;0,417;0,00305337
0;1;T;8;51;11;175;0,0629;0,000460097
0;1;T;8;52;50;175;0,286;0,00209135
0;1;T;8;53;35;175;0,200;0,00146395
0;1;T;9;57;251;251;1,00;0,0104986
0;1;T;10;58;519;1064;0,488;0,0217082
0;1;T;10;59;17;1064;0,0160;0,000711059
0;1;T;10;60;415;1064;0,390;0,0173582
0;1;T;10;63;82;1064;0,0771;0,00342981
0;1;T;10;64;31;1064;0,0291;0,00129664
0;1;T;11;56;758;1021;0,742;0,0317049
0;1;T;11;61;235;1021;0,230;0,00982935
0;1;T;11;62;28;1021;0,0274;0,00117116
0;1;F;0;0;42;193;0,218;0,00336296
0;1;F;0;1;1;193;0,00518;8,00705e-05
0;1;F;0;3;4;193;0,0207;0,000320282
0;1;F;0;4;146;193;0,756;0,0116903
0;1;F;1;2;0;0;NaN;0,00000
0;1;F;2;5;46;2897;0,0159;0,00368324
0;1;F;2;6;41;2897;0,0142;0,00328289
0;1;F;2;7;179;2897;0,0618;0,0143326
0;1;F;2;8;275;2897;0,0949;0,0220194
0;1;F;2;9;116;2897;0,0400;0,00928817
0;1;F;2;10;79;2897;0,0273;0,00632557
0;1;F;2;11;108;2897;0,0373;0,00864761
0;1;F;2;12;183;2897;0,0632;0,0146529
0;1;F;2;13;11;2897;0,00380;0,000880775
0;1;F;2;14;471;2897;0,163;0,0377132
0;1;F;2;15;55;2897;0,0190;0,00440388
0;1;F;2;16;154;2897;0,0532;0,0123309
0;1;F;2;17;127;2897;0,0438;0,0101689
0;1;F;2;18;0;2897;0,00;0,00000
0;1;F;2;19;43;2897;0,0148;0,00344303
0;1;F;2;20;66;2897;0,0228;0,00528465
0;1;F;2;21;222;2897;0,0766;0,0177756
0;1;F;2;22;605;2897;0,209;0,0484426
0;1;F;2;23;116;2897;0,0400;0,00928817
0;1;F;3;24;61;364;0,168;0,00488430
0;1;F;3;25;120;364;0,330;0,00960846
0;1;F;3;26;183;364;0,503;0,0146529
0;1;F;4;27;23;182;0,126;0,00184162
0;1;F;4;28;1;182;0,00549;8,00705e-05
0;1;F;4;29;158;182;0,868;0,0126511
0;1;F;5;30;11;292;0,0377;0,000880775
0;1;F;5;31;281;292;0,962;0,0224998
0;1;F;6;32;1029;6109;0,168;0,0823925
0;1;F;6;33;1462;6109;0,239;0,117063
0;1;F;6;34;1419;6109;0,232;0,113620
0;1;F;6;35;771;6109;0,126;0,0617343
0;1;F;6;36;14;6109;0,00229;0,00112099
0;1;F;6;37;127;6109;0,0208;0,0101689
0;1;F;6;38;35;6109;0,00573;0,00280247
0;1;F;6;39;160;6109;0,0262;0,0128113
0;1;F;6;40;359;6109;0,0588;0,0287453
0;1;F;6;41;44;6109;0,00720;0,00352310
0;1;F;6;42;226;6109;0,0370;0,0180959
0;1;F;6;43;463;6109;0,0758;0,0370726
0;1;F;7;44;79;330;0,239;0,00632557
0;1;F;7;45;26;330;0,0788;0,00208183
0;1;F;7;46;42;330;0,127;0,00336296
0;1;F;7;47;128;330;0,388;0,0102490
0;1;F;7;48;55;330;0,167;0,00440388
0;1;F;8;49;6;76;0,0789;0,000480423
0;1;F;8;50;28;76;0,368;0,00224197
0;1;F;8;51;6;76;0,0789;0,000480423
0;1;F;8;52;20;76;0,263;0,00160141
0;1;F;8;53;16;76;0,211;0,00128113
0;1;F;9;57;90;90;1,00;0,00720634
0;1;F;10;58;378;622;0,608;0,0302666
0;1;F;10;59;7;622;0,0113;0,000560493
0;1;F;10;60;189;622;0,304;0,0151333
0;1;F;10;63;28;622;0,0450;0,00224197
0;1;F;10;64;20;622;0,0322;0,00160141
0;1;F;11;56;505;614;0,822;0,0404356
0;1;F;11;61;102;614;0,166;0,00816719
0;1;F;11;62;7;614;0,0114;0,000560493
0;1;M;0;0;63;186;0,339;0,00551712
0;1;M;0;1;2;186;0,0108;0,000175147
0;1;M;0;3;5;186;0,0269;0,000437867
0;1;M;0;4;116;186;0,624;0,0101585
0;1;M;1;2;0;0;NaN;0,00000
0;1;M;2;5;214;3313;0,0646;0,0187407
0;1;M;2;6;152;3313;0,0459;0,0133111
0;1;M;2;7;180;3313;0,0543;0,0157632
0;1;M;2;8;225;3313;0,0679;0,0197040
0;1;M;2;9;95;3313;0,0287;0,00831947
0;1;M;2;10;136;3313;0,0411;0,0119100
0;1;M;2;11;132;3313;0,0398;0,0115597
0;1;M;2;12;782;3313;0,236;0,0684824
0;1;M;2;13;15;3313;0,00453;0,00131360
0;1;M;2;14;7;3313;0,00211;0,000613013
0;1;M;2;15;0;3313;0,00;0,00000
0;1;M;2;16;0;3313;0,00;0,00000
0;1;M;2;17;0;3313;0,00;0,00000
0;1;M;2;18;305;3313;0,0921;0,0267099
0;1;M;2;19;51;3313;0,0154;0,00446624
0;1;M;2;20;149;3313;0,0450;0,0130484
0;1;M;2;21;197;3313;0,0595;0,0172519
0;1;M;2;22;541;3313;0,163;0,0473772
0;1;M;2;23;132;3313;0,0398;0,0115597
0;1;M;3;24;41;223;0,184;0,00359051
0;1;M;3;25;99;223;0,444;0,00866976
0;1;M;3;26;83;223;0,372;0,00726859
0;1;M;4;27;42;98;0,429;0,00367808
0;1;M;4;28;3;98;0,0306;0,000262720
0;1;M;4;29;53;98;0,541;0,00464139
0;1;M;5;30;17;243;0,0700;0,00148875
0;1;M;5;31;226;243;0,930;0,0197916
0;1;M;6;32;1112;4918;0,226;0,0973816
0;1;M;6;33;960;4918;0,195;0,0840704
0;1;M;6;34;913;4918;0,186;0,0799545
0;1;M;6;35;546;4918;0,111;0,0478150
0;1;M;6;36;11;4918;0,00224;0,000963307
0;1;M;6;37;97;4918;0,0197;0,00849461
0;1;M;6;38;20;4918;0,00407;0,00175147
0;1;M;6;39;261;4918;0,0531;0,0228566
0;1;M;6;40;299;4918;0,0608;0,0261844
0;1;M;6;41;53;4918;0,0108;0,00464139
0;1;M;6;42;349;4918;0,0710;0,0305631
0;1;M;6;43;297;4918;0,0604;0,0260093
0;1;M;7;44;34;279;0,122;0,00297749
0;1;M;7;45;5;279;0,0179;0,000437867
0;1;M;7;46;21;279;0,0753;0,00183904
0;1;M;7;47;138;279;0,495;0,0120851
0;1;M;7;48;81;279;0,290;0,00709344
0;1;M;8;49;0;99;0,00;0,00000
0;1;M;8;50;45;99;0,455;0,00394080
0;1;M;8;51;5;99;0,0505;0,000437867
0;1;M;8;52;30;99;0,303;0,00262720
0;1;M;8;53;19;99;0,192;0,00166389
0;1;M;9;57;161;161;1,00;0,0140993
0;1;M;10;58;141;442;0,319;0,0123478
0;1;M;10;59;10;442;0,0226;0,000875733
0;1;M;10;60;226;442;0,511;0,0197916
0;1;M;10;63;54;442;0,122;0,00472896
0;1;M;10;64;11;442;0,0249;0,000963307
0;1;M;11;56;253;407;0,622;0,0221561
0;1;M;11;61;133;407;0,327;0,0116473
0;1;M;11;62;21;407;0,0516;0,00183904
0;2;T;0;0;117;375;0,312;0,00492798
0;2;T;0;1;4;375;0,0107;0,000168478
0;2;T;0;3;12;375;0,0320;0,000505433
0;2;T;0;4;242;375;0,645;0,0101929
0;2;T;1;2;0;0;NaN;0,00000
0;2;T;2;5;239;6328;0,0378;0,0100665
0;2;T;2;6;170;6328;0,0269;0,00716031
0;2;T;2;7;328;6328;0,0518;0,0138152
0;2;T;2;8;507;6328;0,0801;0,0213546
0;2;T;2;9;218;6328;0,0345;0,00918204
0;2;T;2;10;223;6328;0,0352;0,00939264
0;2;T;2;11;246;6328;0,0389;0,0103614
0;2;T;2;12;1042;6328;0,165;0,0438885
0;2;T;2;13;26;6328;0,00411;0,00109511
0;2;T;2;14;530;6328;0,0838;0,0223233
0;2;T;2;15;48;6328;0,00759;0,00202173
0;2;T;2;16;158;6328;0,0250;0,00665487
0;2;T;2;17;116;6328;0,0183;0,00488586
0;2;T;2;18;347;6328;0,0548;0,0146154
0;2;T;2;19;105;6328;0,0166;0,00442254
0;2;T;2;20;206;6328;0,0326;0,00867661
0;2;T;2;21;421;6328;0,0665;0,0177323
0;2;T;2;22;1157;6328;0,183;0,0487322
0;2;T;2;23;241;6328;0,0381;0,0101508
0;2;T;3;24;122;626;0,195;0,00513857
0;2;T;3;25;219;626;0,350;0,00922416
0;2;T;3;26;285;626;0,455;0,0120040
0;2;T;4;27;76;328;0,232;0,00320108
0;2;T;4;28;4;328;0,0122;0,000168478
0;2;T;4;29;248;328;0,756;0,0104456
0;2;T;5;30;27;511;0,0528;0,00113723
0;2;T;5;31;484;511;0,947;0,0203858
0;2;T;6;32;2222;10733;0,207;0,0935894
0;2;T;6;33;2226;10733;0,207;0,0937579
0;2;T;6;34;2220;10733;0,207;0,0935052
0;2;T;6;35;1284;10733;0,120;0,0540814
0;2;T;6;36;42;10733;0,00391;0,00176902
0;2;T;6;37;263;10733;0,0245;0,0110774
0;2;T;6;38;61;10733;0,00568;0,00256929
0;2;T;6;39;434;10733;0,0404;0,0182798
0;2;T;6;40;577;10733;0,0538;0,0243029
0;2;T;6;41;139;10733;0,0130;0,00585460
0;2;T;6;42;533;10733;0,0497;0,0224497
0;2;T;6;43;732;10733;0,0682;0,0308314
0;2;T;7;44;109;563;0,194;0,00459102
0;2;T;7;45;37;563;0,0657;0,00155842
0;2;T;7;46;71;563;0,126;0,00299048
0;2;T;7;47;251;563;0,446;0,0105720
0;2;T;7;48;95;563;0,169;0,00400135
0;2;T;8;49;4;160;0,0250;0,000168478
0;2;T;8;50;78;160;0,488;0,00328532
0;2;T;8;51;9;160;0,0563;0,000379075
0;2;T;8;52;44;160;0,275;0,00185326
0;2;T;8;53;25;160;0,156;0,00105299
0;2;T;9;57;250;250;1,00;0,0105299
0;2;T;10;58;548;1107;0,495;0,0230815
0;2;T;10;59;15;1107;0,0136;0,000631792
0;2;T;10;60;418;1107;0,378;0,0176059
0;2;T;10;63;80;1107;0,0723;0,00336956
0;2;T;10;64;46;1107;0,0416;0,00193749
0;2;T;11;56;696;940;0,740;0,0293151
0;2;T;11;61;219;940;0,233;0,00922416
0;2;T;11;62;25;940;0,0266;0,00105299
0;2;F;0;0;48;194;0,247;0,00383172
0;2;F;0;1;3;194;0,0155;0,000239483
0;2;F;0;3;4;194;0,0206;0,000319310
0;2;F;0;4;139;194;0,716;0,0110960
0;2;F;1;2;0;0;NaN;0,00000
0;2;F;2;5;52;3013;0,0173;0,00415103
0;2;F;2;6;32;3013;0,0106;0,00255448
0;2;F;2;7;148;3013;0,0491;0,0118145
0;2;F;2;8;289;3013;0,0959;0,0230702
0;2;F;2;9;129;3013;0,0428;0,0102978
0;2;F;2;10;82;3013;0,0272;0,00654586
0;2;F;2;11;128;3013;0,0425;0,0102179
0;2;F;2;12;213;3013;0,0707;0,0170033
0;2;F;2;13;18;3013;0,00597;0,00143690
0;2;F;2;14;520;3013;0,173;0,0415103
0;2;F;2;15;48;3013;0,0159;0,00383172
0;2;F;2;16;158;3013;0,0524;0,0126128
0;2;F;2;17;116;3013;0,0385;0,00926000
0;2;F;2;18;0;3013;0,00;0,00000
0;2;F;2;19;44;3013;0,0146;0,00351241
0;2;F;2;20;59;3013;0,0196;0,00470983
0;2;F;2;21;226;3013;0,0750;0,0180410
0;2;F;2;22;620;3013;0,206;0,0494931
0;2;F;2;23;131;3013;0,0435;0,0104574
0;2;F;3;24;64;364;0,176;0,00510896
0;2;F;3;25;125;364;0,343;0,00997845
0;2;F;3;26;175;364;0,481;0,0139698
0;2;F;4;27;34;211;0,161;0,00271414
0;2;F;4;28;1;211;0,00474;7,98276e-05
0;2;F;4;29;176;211;0,834;0,0140497
0;2;F;5;30;13;285;0,0456;0,00103776
0;2;F;5;31;272;285;0,954;0,0217131
0;2;F;6;32;1050;6011;0,175;0,0838190
0;2;F;6;33;1409;6011;0,234;0,112477
0;2;F;6;34;1384;6011;0,230;0,110481
0;2;F;6;35;764;6011;0,127;0,0609883
0;2;F;6;36;33;6011;0,00549;0,00263431
0;2;F;6;37;155;6011;0,0258;0,0123733
0;2;F;6;38;38;6011;0,00632;0,00303345
0;2;F;6;39;169;6011;0,0281;0,0134909
0;2;F;6;40;301;6011;0,0501;0,0240281
0;2;F;6;41;78;6011;0,0130;0,00622655
0;2;F;6;42;210;6011;0,0349;0,0167638
0;2;F;6;43;420;6011;0,0699;0,0335276
0;2;F;7;44;80;333;0,240;0,00638621
0;2;F;7;45;28;333;0,0841;0,00223517
0;2;F;7;46;52;333;0,156;0,00415103
0;2;F;7;47;136;333;0,408;0,0108565
0;2;F;7;48;37;333;0,111;0,00295362
0;2;F;8;49;4;73;0,0548;0,000319310
0;2;F;8;50;38;73;0,521;0,00303345
0;2;F;8;51;3;73;0,0411;0,000239483
0;2;F;8;52;18;73;0,247;0,00143690
0;2;F;8;53;10;73;0,137;0,000798276
0;2;F;9;57;106;106;1,00;0,00846172
0;2;F;10;58;394;653;0,603;0,0314521
0;2;F;10;59;6;653;0,00919;0,000478965
0;2;F;10;60;190;653;0,291;0,0151672
0;2;F;10;63;33;653;0,0505;0,00263431
0;2;F;10;64;30;653;0,0459;0,00239483
0;2;F;11;56;449;531;0,846;0,0358426
0;2;F;11;61;74;531;0,139;0,00590724
0;2;F;11;62;8;531;0,0151;0,000638621
0;2;M;0;0;69;181;0,381;0,00615247
0;2;M;0;1;1;181;0,00552;8,91663e-05
0;2;M;0;3;8;181;0,0442;0,000713330
0;2;M;0;4;103;181;0,569;0,00918413
0;2;M;1;2;0;0;NaN;0,00000
0;2;M;2;5;187;3315;0,0564;0,0166741
0;2;M;2;6;138;3315;0,0416;0,0123049
0;2;M;2;7;180;3315;0,0543;0,0160499
0;2;M;2;8;218;3315;0,0658;0,0194383
0;2;M;2;9;89;3315;0,0268;0,00793580
0;2;M;2;10;141;3315;0,0425;0,0125724
0;2;M;2;11;118;3315;0,0356;0,0105216
0;2;M;2;12;829;3315;0,250;0,0739189
0;2;M;2;13;8;3315;0,00241;0,000713330
0;2;M;2;14;10;3315;0,00302;0,000891663
0;2;M;2;15;0;3315;0,00;0,00000
0;2;M;2;16;0;3315;0,00;0,00000
0;2;M;2;17;0;3315;0,00;0,00000
0;2;M;2;18;347;3315;0,105;0,0309407
0;2;M;2;19;61;3315;0,0184;0,00543914
0;2;M;2;20;147;3315;0,0443;0,0131074
0;2;M;2;21;195;3315;0,0588;0,0173874
0;2;M;2;22;537;3315;0,162;0,0478823
0;2;M;2;23;110;3315;0,0332;0,00980829
0;2;M;3;24;58;262;0,221;0,00517165
0;2;M;3;25;94;262;0,359;0,00838163
0;2;M;3;26;110;262;0,420;0,00980829
0;2;M;4;27;42;117;0,359;0,00374498
0;2;M;4;28;3;117;0,0256;0,000267499
0;2;M;4;29;72;117;0,615;0,00641997
0;2;M;5;30;14;226;0,0619;0,00124833
0;2;M;5;31;212;226;0,938;0,0189033
0;2;M;6;32;1172;4722;0,248;0,104503
0;2;M;6;33;817;4722;0,173;0,0728489
0;2;M;6;34;836;4722;0,177;0,0745430
0;2;M;6;35;520;4722;0,110;0,0463665
0;2;M;6;36;9;4722;0,00191;0,000802497
0;2;M;6;37;108;4722;0,0229;0,00962996
0;2;M;6;38;23;4722;0,00487;0,00205082
0;2;M;6;39;265;4722;0,0561;0,0236291
0;2;M;6;40;276;4722;0,0584;0,0246099
0;2;M;6;41;61;4722;0,0129;0,00543914
0;2;M;6;42;323;4722;0,0684;0,0288007
0;2;M;6;43;312;4722;0,0661;0,0278199
0;2;M;7;44;29;230;0,126;0,00258582
0;2;M;7;45;9;230;0,0391;0,000802497
0;2;M;7;46;19;230;0,0826;0,00169416
0;2;M;7;47;115;230;0,500;0,0102541
0;2;M;7;48;58;230;0,252;0,00517165
0;2;M;8;49;0;87;0,00;0,00000
0;2;M;8;50;40;87;0,460;0,00356665
