Ville;Année;Libellé;Sexe;Total;<1;1-4;5-14;15-24;25-34;35-44;45-54;55-64;65-74;75-84;85-94;95
-1;0;60;F;3962;226;114;125;226;166;177;289;315;630;1022;606;66
-1;0;60;T;12063;595;326;432;1336;1062;896;1358;1214;1819;2005;923;97
-1;0;61;M;7070;;;24;634;1203;942;1245;976;1101;773;164;8
-1;0;61;F;2885;;;3;204;357;344;441;470;577;389;96;4
-1;0;61;T;9955;;;27;838;1560;1286;1686;1446;1678;1162;260;12
-1;0;62;M;356;3;13;14;44;82;71;49;30;26;22;2;
-1;0;62;F;213;10;7;11;45;34;37;18;20;9;14;8;
-1;0;62;T;569;13;20;25;89;116;108;67;50;35;36;10;
-1;0;63;M;1462;6;13;40;195;282;212;243;145;175;114;34;3
-1;0;63;F;697;4;11;18;71;94;71;86;91;97;122;32;
-1;0;63;T;2159;10;24;58;266;376;283;329;236;272;236;66;3
-1;0;64;M;530;4;4;1;13;20;30;47;79;165;125;37;5
-1;0;64;F;506;1;2;2;12;16;16;32;41;110;163;103;8
-1;0;64;T;1036;5;6;3;25;36;46;79;120;275;288;140;13
-1;1;0;M;1311;1;5;1;2;18;51;162;213;361;396;96;5
-1;1;0;F;643;;;1;2;7;17;51;72;129;235;121;8
-1;1;0;T;1954;1;5;2;4;25;68;213;285;490;631;217;13
-1;1;1;M;55;15;16;4;4;1;;6;5;2;2;;
-1;1;1;F;56;9;15;4;9;;1;3;2;7;5;1;
-1;1;1;T;111;24;31;8;13;1;1;9;7;9;7;1;
-1;1;2;M;0;;;;;;;;;;;;
-1;1;2;F;0;;;;;;;;;;;;
-1;1;2;T;0;;;;;;;;;;;;
-1;1;3;M;153;2;1;2;5;8;7;17;32;37;29;13;
-1;1;3;F;167;1;;1;5;12;12;17;14;43;41;19;2
-1;1;3;T;320;3;1;3;10;20;19;34;46;80;70;32;2
-1;1;4;M;2188;90;34;20;23;53;63;144;230;550;737;230;14
-1;1;4;F;2347;72;29;16;17;28;41;84;119;430;865;582;64
-1;1;4;T;4535;162;63;36;40;81;104;228;349;980;1602;812;78
-1;1;5;M;5239;;2;1;7;13;239;1366;1482;1369;651;101;8
-1;1;5;F;597;;;1;1;9;25;96;129;118;136;79;3
-1;1;5;T;5836;;2;2;8;22;264;1462;1611;1487;787;180;11
-1;1;6;M;4696;2;;;1;11;117;856;1231;1455;877;144;2
-1;1;6;F;629;;;;;;10;39;96;152;203;105;24
-1;1;6;T;5325;2;;;1;11;127;895;1327;1607;1080;249;26
-1;1;7;M;4930;;;;2;16;89;361;750;1634;1679;378;21
-1;1;7;F;3704;;;;6;14;38;146;278;834;1549;789;50
-1;1;7;T;8634;;;;8;30;127;507;1028;2468;3228;1167;71
-1;1;8;M;4563;1;;;3;20;50;252;659;1577;1615;378;8
-1;1;8;F;5114;2;;;5;14;66;231;487;1303;2007;941;58
-1;1;8;T;9677;3;;;8;34;116;483;1146;2880;3622;1319;66
-1;1;9;M;2752;;;;1;12;38;162;422;960;910;233;14
-1;1;9;F;2058;;;;;14;34;101;253;502;779;354;21
-1;1;9;T;4810;;;;1;26;72;263;675;1462;1689;587;35
-1;1;10;M;2762;1;3;4;3;17;35;260;590;1043;710;95;1
-1;1;10;F;1370;1;1;;2;11;22;97;174;365;495;186;16
-1;1;10;T;4132;2;4;4;5;28;57;357;764;1408;1205;281;17
-1;1;11;M;2713;;;;2;9;58;278;506;980;696;177;7
-1;1;11;F;2045;1;;;1;3;11;98;221;576;816;308;10
-1;1;11;T;4758;1;;;3;12;69;376;727;1556;1512;485;17
-1;1;12;M;18989;1;;1;7;47;493;2880;4661;6485;3893;508;13
-1;1;12;F;2122;;;1;3;17;46;228;337;610;634;231;15
-1;1;12;T;21111;1;;2;10;64;539;3108;4998;7095;4527;739;28
-1;1;13;M;335;;;;5;22;36;68;57;74;65;8;
-1;1;13;F;334;;;1;8;30;36;40;53;52;81;33;
-1;1;13;T;669;;;1;13;52;72;108;110;126;146;41;
-1;1;14;M;146;;;;1;3;4;16;22;42;47;10;1
-1;1;14;F;8343;;1;;6;110;382;1330;1643;2059;1939;811;62
-1;1;14;T;8489;;1;;7;113;386;1346;1665;2101;1986;821;63
-1;1;15;M;0;;;;;;;;;;;;
-1;1;15;F;973;;;;2;30;64;182;209;260;158;65;3
-1;1;15;T;973;;;;2;30;64;182;209;260;158;65;3
-1;1;16;M;0;;;;;;;;;;;;
-1;1;16;F;2746;2;;;1;17;56;249;503;818;807;279;14
-1;1;16;T;2746;2;;;1;17;56;249;503;818;807;279;14
-1;1;17;M;0;;;;;;;;;;;;
-1;1;17;F;2411;;;1;16;29;99;367;496;704;539;148;12
-1;1;17;T;2411;;;1;16;29;99;367;496;704;539;148;12
-1;1;18;M;6831;;;;1;2;7;72;405;1979;3310;1019;36
-1;1;18;F;0;;;;;;;;;;;;
-1;1;18;T;6831;;;;1;2;7;72;405;1979;3310;1019;36
-1;1;19;M;1335;1;4;5;7;10;30;152;240;489;336;59;2
-1;1;19;F;886;2;7;6;3;12;27;65;133;243;291;90;7
-1;1;19;T;2221;3;11;11;10;22;57;217;373;732;627;149;9
-1;1;20;M;2681;;;3;3;3;19;179;359;921;976;205;13
-1;1;20;F;950;;1;1;;1;8;28;66;236;396;200;13
-1;1;20;T;3631;;1;4;3;4;27;207;425;1157;1372;405;26
-1;1;21;M;4342;6;35;171;147;197;242;378;568;1121;1168;301;8
-1;1;21;F;3848;12;33;96;93;138;125;262;384;952;1249;476;28
-1;1;21;T;8190;18;68;267;240;335;367;640;952;2073;2417;777;36
-1;1;22;M;11865;2;40;90;127;213;381;1461;2238;3522;3037;712;42
-1;1;22;F;11590;5;33;43;81;120;228;775;1408;2889;3912;1969;127
-1;1;22;T;23455;7;73;133;208;333;609;2236;3646;6411;6949;2681;169
-1;1;23;M;2197;9;17;44;51;71;100;242;384;600;517;152;10
-1;1;23;F;2092;3;19;30;34;54;62;172;229;480;594;383;32
-1;1;23;T;4289;12;36;74;85;125;162;414;613;1080;1111;535;42
-1;1;24;M;1119;26;27;21;24;10;22;58;108;258;402;155;8
-1;1;24;F;1199;15;24;14;12;15;15;39;67;201;432;331;34
-1;1;24;T;2318;41;51;35;36;25;37;97;175;459;834;486;42
-1;1;25;M;2691;;;2;5;25;39;166;314;825;1053;253;9
-1;1;25;F;4339;;;1;6;18;22;91;243;1034;1989;894;41
-1;1;25;T;7030;;;3;11;43;61;257;557;1859;3042;1147;50
-1;1;26;M;2413;56;12;40;21;15;44;147;238;495;842;454;49
-1;1;26;F;3867;42;15;48;17;19;31;68;150;499;1332;1430;216
-1;1;26;T;6280;98;27;88;38;34;75;215;388;994;2174;1884;265
-1;1;27;M;2684;;;;11;96;255;711;640;625;317;27;2
-1;1;27;F;679;;;;2;28;78;169;156;145;77;23;1
-1;1;27;T;3363;;;;13;124;333;880;796;770;394;50;3
-1;1;28;M;34;;;;4;4;5;7;6;6;2;;
-1;1;28;F;12;;;;;2;;;2;2;2;3;1
-1;1;28;T;46;;;;4;6;5;7;8;8;4;3;1
-1;1;29;M;1425;;;;7;12;11;27;42;288;722;306;10
-1;1;29;F;3138;;;2;11;18;11;22;49;380;1353;1204;88
-1;1;29;T;4563;;;2;18;30;22;49;91;668;2075;1510;98
-1;1;30;M;295;55;12;11;12;16;12;39;30;45;52;10;1
-1;1;30;F;196;39;13;3;3;3;11;8;20;37;46;12;1
-1;1;30;T;491;94;25;14;15;19;23;47;50;82;98;22;2
-1;1;31;M;5121;63;58;70;162;135;133;356;485;1284;1826;522;27
-1;1;31;F;5809;48;50;60;66;88;90;213;364;1105;2283;1324;118
-1;1;31;T;10930;111;108;130;228;223;223;569;849;2389;4109;1846;145
-1;1;32;M;28257;;;;12;138;575;2300;4402;9207;9386;2125;112
-1;1;32;F;22021;;;1;7;20;75;291;943;4634;10313;5350;387
-1;1;32;T;50278;;;1;19;158;650;2591;5345;13841;19699;7475;499
-1;1;33;M;22955;39;16;18;80;141;308;941;1849;5060;9414;4685;404
-1;1;33;F;31768;34;11;21;31;62;118;269;742;3445;12383;12865;1787
-1;1;33;T;54723;73;27;39;111;203;426;1210;2591;8505;21797;17550;2191
-1;1;34;M;28598;11;5;19;75;151;354;1175;2156;7082;12516;4725;329
-1;1;34;F;38864;11;3;14;44;98;185;603;1169;5211;16842;13383;1301
-1;1;34;T;67462;22;8;33;119;249;539;1778;3325;12293;29358;18108;1630
-1;1;35;M;14643;5;3;6;33;99;197;788;1567;4123;5681;1998;143
-1;1;35;F;16553;4;3;11;21;66;128;340;770;2649;6684;5298;579
-1;1;35;T;31196;9;6;17;54;165;325;1128;2337;6772;12365;7296;722
-1;1;36;M;393;4;2;1;2;3;10;10;16;62;163;107;13
-1;1;36;F;640;4;3;1;1;2;1;4;13;57;218;278;58
-1;1;36;T;1033;8;5;2;3;5;11;14;29;119;381;385;71
-1;1;37;M;2255;20;8;2;10;26;31;119;129;395;913;538;64
-1;1;37;F;2553;24;6;3;8;14;11;22;44;224;928;1097;172
-1;1;37;T;4808;44;14;5;18;40;42;141;173;619;1841;1635;236
-1;1;38;M;650;3;;2;17;15;22;50;92;184;208;57;
-1;1;38;F;820;1;2;2;12;13;15;65;99;181;286;136;8
-1;1;38;T;1470;4;2;4;29;28;37;115;191;365;494;193;8
-1;1;39;M;7014;4;8;7;13;18;50;250;543;1864;3032;1137;88
-1;1;39;F;3373;7;6;6;4;8;17;62;126;507;1345;1101;184
-1;1;39;T;10387;11;14;13;17;26;67;312;669;2371;4377;2238;272
-1;1;40;M;8639;79;27;22;39;61;105;390;829;2107;3347;1469;164
-1;1;40;F;6971;47;16;16;34;34;53;86;213;750;2507;2774;441
-1;1;40;T;15610;126;43;38;73;95;158;476;1042;2857;5854;4243;605
-1;1;41;M;1386;2;;;6;11;37;140;175;384;469;158;4
-1;1;41;F;987;;;;2;2;5;24;61;155;440;277;21
-1;1;41;T;2373;2;;;8;13;42;164;236;539;909;435;25
-1;1;42;M;10628;;2;2;6;135;612;2336;2972;3149;1301;111;2
-1;1;42;F;4490;;2;3;4;96;388;1144;1095;1058;606;92;2
-1;1;42;T;15118;;4;5;10;231;1000;3480;4067;4207;1907;203;4
-1;1;43;M;7968;35;19;23;41;109;231;619;911;1994;2878;1032;76
-1;1;43;F;10089;20;11;16;35;69;113;299;517;1625;4175;2927;282
-1;1;43;T;18057;55;30;39;76;178;344;918;1428;3619;7053;3959;358
-1;1;44;M;527;;;4;1;7;6;8;25;97;251;118;10
-1;1;44;F;1255;;2;;6;2;3;7;19;124;475;552;65
-1;1;44;T;1782;;2;4;7;9;9;15;44;221;726;670;75
-1;1;45;M;183;;1;2;;1;1;10;14;65;70;19;
-1;1;45;F;570;;;1;3;2;2;10;43;146;259;96;8
-1;1;45;T;753;;1;3;3;3;3;20;57;211;329;115;8
-1;1;46;M;452;;;4;4;4;14;34;59;149;140;40;4
-1;1;46;F;725;;2;2;6;14;12;27;59;160;276;152;15
-1;1;46;T;1177;;2;6;10;18;26;61;118;309;416;192;19
-1;1;47;M;3395;5;3;3;7;16;37;98;215;675;1444;811;81
-1;1;47;F;3592;2;2;6;10;11;19;66;133;477;1399;1308;159
-1;1;47;T;6987;7;5;9;17;27;56;164;348;1152;2843;2119;240
-1;1;48;M;1706;;1;;1;3;1;22;38;305;819;479;37
-1;1;48;F;861;;;;;4;18;24;29;105;359;287;35
-1;1;48;T;2567;;1;;1;7;19;46;67;410;1178;766;72
-1;1;49;M;0;;;;;;;;;;;;
-1;1;49;F;100;;;;24;53;20;3;;;;;
-1;1;49;T;100;;;;24;53;20;3;;;;;
-1;1;50;M;1319;1307;5;5;2;;;;;;;;
-1;1;50;F;861;854;3;3;1;;;;;;;;
-1;1;50;T;2180;2161;8;8;3;;;;;;;;
-1;1;51;M;182;108;25;19;10;7;6;2;3;2;;;
-1;1;51;F;172;120;18;13;8;4;3;;3;3;;;
-1;1;51;T;354;228;43;32;18;11;9;2;6;5;;;
-1;1;52;M;728;509;57;42;15;26;19;23;10;17;5;3;2
-1;1;52;F;617;392;72;34;18;9;12;19;13;29;11;4;4
-1;1;52;T;1345;901;129;76;33;35;31;42;23;46;16;7;6
-1;1;53;M;461;334;26;20;13;12;7;10;13;8;13;5;
-1;1;53;F;394;261;25;9;8;11;7;14;15;16;19;6;3
-1;1;53;T;855;595;51;29;21;23;14;24;28;24;32;11;3
-1;1;54;M;535;535;;;;;;;;;;;
-1;1;54;F;288;288;;;;;;;;;;;
-1;1;54;T;823;823;;;;;;;;;;;
-1;1;55;M;8606;843;52;51;424;630;639;1064;1111;1532;1623;574;63
-1;1;55;F;6247;603;48;24;166;218;218;320;418;900;1729;1384;219
-1;1;55;T;14853;1446;100;75;590;848;857;1384;1529;2432;3352;1958;282
-1;1;56;M;6411;56;12;9;27;43;77;213;306;962;2358;2009;339
-1;1;56;F;11796;40;12;10;16;25;25;67;139;597;3334;5951;1580
-1;1;56;T;18207;96;24;19;43;68;102;280;445;1559;5692;7960;1919
-1;1;57;M;8163;17;103;290;2642;1416;848;954;711;675;438;68;1
-1;1;57;F;2959;18;65;182;684;346;225;312;286;404;343;89;5
-1;1;57;T;11122;35;168;472;3326;1762;1073;1266;997;1079;781;157;6
-1;1;58;M;3916;7;22;26;78;119;133;236;272;625;1336;949;113
-1;1;58;F;8219;1;10;11;16;22;33;65;130;527;2882;3937;585
-1;1;58;T;12135;8;32;37;94;141;166;301;402;1152;4218;4886;698
-1;1;59;M;285;2;8;10;72;39;28;27;23;36;33;7;
-1;1;59;F;223;1;9;10;32;19;10;10;18;40;44;29;1
-1;1;59;T;508;3;17;20;104;58;38;37;41;76;77;36;1
-1;1;60;M;8204;407;219;275;1089;883;719;1060;992;1175;1038;326;21
-1;1;60;F;4145;233;116;135;242;173;170;261;357;680;1061;652;65
-1;1;60;T;12349;640;335;410;1331;1056;889;1321;1349;1855;2099;978;86
-1;1;61;M;7330;;;27;677;1197;1011;1268;971;1069;910;191;9
-1;1;61;F;3038;;;8;227;404;384;476;444;560;422;106;7
-1;1;61;T;10368;;;35;904;1601;1395;1744;1415;1629;1332;297;16
-1;1;62;M;318;3;8;15;58;66;57;48;27;20;10;6;
-1;1;62;F;219;5;5;12;31;39;30;17;16;22;22;16;4
-1;1;62;T;537;8;13;27;89;105;87;65;43;42;32;22;4
-1;1;63;M;1315;8;23;40;223;272;172;207;127;112;107;21;3
-1;1;63;F;571;4;14;15;58;71;65;72;55;86;89;40;2
-1;1;63;T;1886;12;37;55;281;343;237;279;182;198;196;61;5
-1;1;64;M;412;2;1;3;13;10;20;46;83;106;98;30;
-1;1;64;F;477;1;;1;9;13;13;30;49;88;137;115;21
-1;1;64;T;889;3;1;4;22;23;33;76;132;194;235;145;21
-1;2;0;M;1310;;;;2;22;54;148;245;330;397;106;6
-1;2;0;F;720;;;;6;6;15;46;72;153;265;143;14
-1;2;0;T;2030;;;;8;28;69;194;317;483;662;249;20
-1;2;1;M;39;11;14;1;4;;1;4;1;2;1;;
-1;2;1;F;43;12;12;;4;;1;;5;4;4;1;
-1;2;1;T;82;23;26;1;8;;2;4;6;6;5;1;
-1;2;2;M;0;;;;;;;;;;;;
-1;2;2;F;0;;;;;;;;;;;;
-1;2;2;T;0;;;;;;;;;;;;
-1;2;3;M;157;3;1;1;8;4;13;18;32;33;36;8;
-1;2;3;F;150;;1;2;3;5;9;15;16;28;49;20;2
-1;2;3;T;307;3;2;3;11;9;22;33;48;61;85;28;2
-1;2;4;M;2204;77;27;25;29;33;70;149;219;502;795;255;23
-1;2;4;F;2466;53;29;17;16;30;29;92;157;368;907;702;66
-1;2;4;T;4670;130;56;42;45;63;99;241;376;870;1702;957;89
-1;2;5;M;5332;;2;5;6;23;219;1452;1622;1217;664;116;6
-1;2;5;F;602;;1;1;1;6;13;78;148;120;142;86;6
-1;2;5;T;5934;;3;6;7;29;232;1530;1770;1337;806;202;12
-1;2;6;M;4523;2;1;;2;10;100;844;1272;1271;892;127;2
-1;2;6;F;590;;;;;;6;42;83;123;199;128;9
-1;2;6;T;5113;2;1;;2;10;106;886;1355;1394;1091;255;11
-1;2;7;M;4867;1;;;4;24;71;327;755;1550;1711;409;15
-1;2;7;F;3594;;;;1;12;41;99;274;781;1523;827;36
-1;2;7;T;8461;1;;;5;36;112;426;1029;2331;3234;1236;51
-1;2;8;M;4840;1;;;2;34;46;257;710;1520;1828;428;14
-1;2;8;F;5163;1;;1;3;20;68;217;544;1156;2012;1080;61
-1;2;8;T;10003;2;;1;5;54;114;474;1254;2676;3840;1508;75
-1;2;9;M;2618;;;;4;13;29;152;436;811;951;215;7
-1;2;9;F;2088;;;;;10;30;85;255;493;792;395;28
-1;2;9;T;4706;;;;4;23;59;237;691;1304;1743;610;35
-1;2;10;M;2929;1;2;2;5;17;56;253;651;1105;711;122;4
-1;2;10;F;1336;1;1;3;2;8;23;72;188;345;495;194;4
-1;2;10;T;4265;2;3;5;7;25;79;325;839;1450;1206;316;8
-1;2;11;M;2658;;;;1;11;60;250;521;833;821;154;7
-1;2;11;F;2058;;;;2;3;13;77;242;575;789;336;21
-1;2;11;T;4716;;;;3;14;73;327;763;1408;1610;490;28
-1;2;12;M;19314;1;1;3;5;49;490;2933;4891;6312;4030;587;12
-1;2;12;F;2214;;;1;1;8;46;211;405;606;667;260;9
-1;2;12;T;21528;1;1;4;6;57;536;3144;5296;6918;4697;847;21
-1;2;13;M;320;;1;;3;24;32;52;68;74;51;15;
-1;2;13;F;360;;;1;4;17;33;60;62;61;86;35;1
-1;2;13;T;680;;1;1;7;41;65;112;130;135;137;50;1
-1;2;14;M;121;;;;;3;2;11;34;31;34;5;1
-1;2;14;F;8897;;;;4;79;463;1291;1790;2157;2103;944;66
-1;2;14;T;9018;;;;4;82;465;1302;1824;2188;2137;949;67
-1;2;15;M;0;;;;;;;;;;;;
-1;2;15;F;900;;;;1;17;69;161;221;200;160;68;3
-1;2;15;T;900;;;;1;17;69;161;221;200;160;68;3
-1;2;16;M;0;;;;;;;;;;;;
-1;2;16;F;2716;;;;3;17;75;258;508;704;815;324;12
-1;2;16;T;2716;;;;3;17;75;258;508;704;815;324;12
-1;2;17;M;0;;;;;;;;;;;;
-1;2;17;F;2469;;;2;10;23;96;343;557;683;609;140;6
-1;2;17;T;2469;;;2;10;23;96;343;557;683;609;140;6
-1;2;18;M;7114;;;;2;3;5;65;405;1988;3489;1108;49
-1;2;18;F;0;;;;;;;;;;;;
-1;2;18;T;7114;;;;2;3;5;65;405;1988;3489;1108;49
-1;2;19;M;1366;;8;4;1;14;27;142;292;441;374;57;6
-1;2;19;F;897;1;6;11;4;11;18;66;141;260;263;115;1
-1;2;19;T;2263;1;14;15;5;25;45;208;433;701;637;172;7
-1;2;20;M;2743;1;1;;1;7;20;142;440;869;992;260;10
-1;2;20;F;912;;;;1;;4;22;76;196;411;194;8
-1;2;20;T;3655;1;1;;2;7;24;164;516;1065;1403;454;18
-1;2;21;M;4480;11;42;135;168;195;200;429;633;1179;1203;272;13
-1;2;21;F;3991;8;31;94;96;129;125;246;455;957;1345;482;23
-1;2;21;T;8471;19;73;229;264;324;325;675;1088;2136;2548;754;36
-1;2;22;M;12347;9;37;61;130;235;409;1484;2465;3538;3170;775;34
-1;2;22;F;11816;6;32;50;78;114;221;698;1491;2851;4066;2056;153
-1;2;22;T;24163;15;69;111;208;349;630;2182;3956;6389;7236;2831;187
-1;2;23;M;2101;11;15;38;36;58;82;230;395;550;522;153;11
-1;2;23;F;2144;9;19;17;37;49;60;161;268;529;589;364;42
-1;2;23;T;4245;20;34;55;73;107;142;391;663;1079;1111;517;53
-1;2;24;M;1067;25;21;13;19;18;25;50;98;262;386;139;11
-1;2;24;F;1262;19;20;10;16;12;12;33;76;170;496;354;44
-1;2;24;T;2329;44;41;23;35;30;37;83;174;432;882;493;55
-1;2;25;M;2796;;2;3;4;15;50;151;348;823;1117;269;14
-1;2;25;F;4482;1;2;4;5;14;28;80;275;1023;2060;951;39
-1;2;25;T;7278;1;4;7;9;29;78;231;623;1846;3177;1220;53
-1;2;26;M;2442;56;24;30;10;32;61;136;222;440;853;521;57
-1;2;26;F;3776;36;19;43;24;18;25;58;126;405;1344;1458;220
-1;2;26;T;6218;92;43;73;34;50;86;194;348;845;2197;1979;277
-1;2;27;M;2729;;;;6;85;260;713;719;606;307;32;1
-1;2;27;F;691;;;;1;29;54;173;171;146;102;15;
-1;2;27;T;3420;;;;7;114;314;886;890;752;409;47;1
-1;2;28;M;66;;;1;3;12;11;15;11;6;7;;
-1;2;28;F;22;;;;;;1;3;8;2;4;4;
-1;2;28;T;88;;;1;3;12;12;18;19;8;11;4;
-1;2;29;M;1862;;;1;7;17;14;26;58;348;957;421;13
-1;2;29;F;4123;;;1;12;11;18;28;61;442;1937;1462;151
-1;2;29;T;5985;;;2;19;28;32;54;119;790;2894;1883;164
-1;2;30;M;244;48;11;6;5;6;15;23;42;46;38;4;
-1;2;30;F;203;38;9;6;3;4;3;16;24;38;39;22;1
-1;2;30;T;447;86;20;12;8;10;18;39;66;84;77;26;1
-1;2;31;M;5425;54;65;93;160;166;171;325;537;1284;1999;540;31
-1;2;31;F;5840;46;55;64;76;76;102;218;375;1005;2287;1409;127
-1;2;31;T;11265;100;120;157;236;242;273;543;912;2289;4286;1949;158
-1;2;32;M;28398;;2;;14;140;518;2251;4564;8565;9780;2458;106
-1;2;32;F;22607;;;3;4;18;64;274;1005;4534;10558;5716;431
-1;2;32;T;51005;;2;3;18;158;582;2525;5569;13099;20338;8174;537
-1;2;33;M;21995;52;20;21;72;122;273;894;1822;4516;9192;4577;434
-1;2;33;F;30570;33;19;13;26;43;91;266;723;2998;11772;12755;1831
-1;2;33;T;52565;85;39;34;98;165;364;1160;2545;7514;20964;17332;2265
-1;2;34;M;27966;8;8;11;55;151;309;1008;2353;6481;12263;4985;334
-1;2;34;F;38876;7;6;11;24;86;162;577;1214;4925;16806;13692;1366
-1;2;34;T;66842;15;14;22;79;237;471;1585;3567;11406;29069;18677;1700
-1;2;35;M;14348;4;5;8;34;85;213;690;1636;3768;5694;2106;105
-1;2;35;F;16725;5;2;7;27;62;129;315;784;2513;6745;5553;583
-1;2;35;T;31073;9;7;15;61;147;342;1005;2420;6281;12439;7659;688
-1;2;36;M;1041;2;2;4;1;7;11;17;55;171;412;321;38
-1;2;36;F;1900;3;3;5;3;7;9;6;30;116;584;941;193
-1;2;36;T;2941;5;5;9;4;14;20;23;85;287;996;1262;231
-1;2;37;M;2915;32;11;8;19;28;36;109;180;501;1179;731;81
-1;2;37;F;3434;27;5;5;5;15;19;29;41;249;1222;1543;274
-1;2;37;T;6349;59;16;13;24;43;55;138;221;750;2401;2274;355
-1;2;38;M;705;1;1;4;14;18;20;55;84;185;260;60;3
-1;2;38;F;870;;2;5;12;19;13;51;85;196;308;167;12
-1;2;38;T;1575;1;3;9;26;37;33;106;169;381;568;227;15
-1;2;39;M;7504;1;4;5;8;16;36;274;663;1801;3243;1369;84
-1;2;39;F;3505;2;2;10;7;6;22;58;142;475;1339;1263;179
-1;2;39;T;11009;3;6;15;15;22;58;332;805;2276;4582;2632;263
-1;2;40;M;8304;58;34;17;32;48;85;384;932;1748;3258;1552;156
-1;2;40;F;7164;40;24;11;33;34;38;94;191;701;2668;2849;481
-1;2;40;T;15468;98;58;28;65;82;123;478;1123;2449;5926;4401;637
-1;2;41;M;1419;1;;;1;7;33;100;206;369;510;184;8
-1;2;41;F;1111;1;;2;1;4;6;20;52;170;485;339;31
-1;2;41;T;2530;2;;2;2;11;39;120;258;539;995;523;39
-1;2;42;M;10420;;1;2;6;139;596;2216;3076;2926;1321;136;1
-1;2;42;F;4459;;;1;5;121;412;1048;1209;983;565;109;6
-1;2;42;T;14879;;1;3;11;260;1008;3264;4285;3909;1886;245;7
-1;2;43;M;8052;43;11;9;30;109;214;586;995;1878;2980;1118;79
-1;2;43;F;9905;19;11;18;33;46;82;241;528;1461;3948;3185;333
-1;2;43;T;17957;62;22;27;63;155;296;827;1523;3339;6928;4303;412
-1;2;44;M;500;1;;1;4;;7;12;18;98;239;112;8
-1;2;44;F;1200;1;2;;3;1;5;10;14;115;471;512;66
-1;2;44;T;1700;2;2;1;7;1;12;22;32;213;710;624;74
-1;2;45;M;175;;;;;;3;10;20;62;62;18;
-1;2;45;F;558;;1;;;2;3;18;43;150;230;107;4
-1;2;45;T;733;;1;;;2;6;28;63;212;292;125;4
-1;2;46;M;513;;1;2;7;6;15;29;71;119;207;52;4
-1;2;46;F;997;;1;3;7;12;20;41;78;182;409;230;14
-1;2;46;T;1510;;2;5;14;18;35;70;149;301;616;282;18
-1;2;47;M;3204;3;5;4;9;16;40;90;226;602;1383;753;73
-1;2;47;F;3416;3;1;3;10;16;25;69;119;474;1320;1235;141
-1;2;47;T;6620;6;6;7;19;32;65;159;345;1076;2703;1988;214
-1;2;48;M;1640;;;;;1;4;12;46;317;762;471;27
-1;2;48;F;820;;;;3;7;15;29;31;97;309;292;37
-1;2;48;T;2460;;;;3;8;19;41;77;414;1071;763;64
-1;2;49;M;0;;;;;;;;;;;;
-1;2;49;F;121;;;;29;70;20;2;;;;;
-1;2;49;T;121;;;;29;70;20;2;;;;;
-1;2;50;M;1197;1187;6;3;1;;;;;;;;
-1;2;50;F;826;819;4;1;2;;;;;;;;
-1;2;50;T;2023;2006;10;4;3;;;;;;;;
-1;2;51;M;188;131;23;12;8;8;1;1;1;1;2;;
-1;2;51;F;171;113;21;9;11;5;2;4;1;3;1;1;
-1;2;51;T;359;244;44;21;19;13;3;5;2;4;3;1;
-1;2;52;M;731;512;59;33;27;19;20;21;19;14;4;;3
-1;2;52;F;546;349;48;22;17;12;14;20;22;23;11;3;5
-1;2;52;T;1277;861;107;55;44;31;34;41;41;37;15;3;8
-1;2;53;M;491;353;24;13;11;12;7;16;11;24;16;4;
-1;2;53;F;371;236;29;13;10;6;6;10;14;14;24;8;1
-1;2;53;T;862;589;53;26;21;18;13;26;25;38;40;12;1
-1;2;54;M;603;603;;;;;;;;;;;
-1;2;54;F;356;356;;;;;;;;;;;
-1;2;54;T;959;959;;;;;;;;;;;
-1;2;55;M;8707;792;65;56;391;641;629;1060;1274;1525;1637;579;58
-1;2;55;F;6331;617;43;45;154;234;230;333;463;843;1786;1399;184
-1;2;55;T;15038;1409;108;101;545;875;859;1393;1737;2368;3423;1978;242
-1;2;56;M;6942;51;16;6;26;52;73;209;377;1006;2554;2188;384
-1;2;56;F;13122;31;15;10;10;30;38;78;171;722;3778;6589;1650
-1;2;56;T;20064;82;31;16;36;82;111;287;548;1728;6332;8777;2034
-1;2;57;M;8119;17;86;315;2503;1431;882;925;771;645;475;66;3
-1;2;57;F;2962;15;65;199;695;363;243;296;305;352;333;95;1
-1;2;57;T;11081;32;151;514;3198;1794;1125;1221;1076;997;808;161;4
-1;2;58;M;3929;2;17;27;90;107;108;233;294;562;1391;991;107
-1;2;58;F;8080;6;19;12;26;22;31;49;116;514;2760;3901;624
-1;2;58;T;12009;8;36;39;116;129;139;282;410;1076;4151;4892;731
-1;2;59;M;275;1;13;6;48;44;31;23;31;24;41;13;
-1;2;59;F;222;3;10;5;17;17;20;15;24;32;45;31;3
-1;2;59;T;497;4;23;11;65;61;51;38;55;56;86;44;3
-1;2;60;M;7914;384;208;246;993;800;719;1078;971;1078;1100;317;20
-1;2;60;F;4234;226;119;113;228;183;163;240;368;669;1144;690;91
-1;2;60;T;12148;610;327;359;1221;983;882;1318;1339;1747;2244;1007;111
-1;2;61;M;7514;;;29;624;1270;1046;1290;1094;1038;946;169;8
-1;2;61;F;3030;;;6;206;420;371;461;485;527;441;106;7
-1;2;61;T;10544;;;35;830;1690;1417;1751;1579;1565;1387;275;15
-1;2;62;M;339;9;6;17;48;72;66;56;31;19;10;5;
