Ville;Année;Libellé;Sexe;Total;<1;1-4;5-14;15-24;25-34;35-44;45-54;55-64;65-74;75-84;85-94;95
-1;17;9;M;2121;;;;1;6;32;120;341;733;558;314;16
-1;17;9;F;1777;;;;;8;34;73;196;390;519;504;53
-1;17;9;T;3898;;;;1;14;66;193;537;1123;1077;818;69
-1;17;10;M;5183;;;2;4;15;73;349;1153;2158;1142;280;7
-1;17;10;F;1499;;1;1;3;6;25;71;183;418;491;277;23
-1;17;10;T;6682;;1;3;7;21;98;420;1336;2576;1633;557;30
-1;17;11;M;3372;;;;;6;70;328;725;1142;808;286;7
-1;17;11;F;3115;;;;1;5;47;119;344;861;972;719;47
-1;17;11;T;6487;;;;1;11;117;447;1069;2003;1780;1005;54
-1;17;12;M;22658;;;;6;35;839;2976;5398;7949;4198;1213;44
-1;17;12;F;3964;1;;;3;22;203;405;647;1209;933;510;31
-1;17;12;T;26622;1;;;9;57;1042;3381;6045;9158;5131;1723;75
-1;17;13;M;601;;;;8;32;55;88;136;148;98;35;1
-1;17;13;F;573;;1;;7;21;48;68;95;141;107;76;9
-1;17;13;T;1174;;1;;15;53;103;156;231;289;205;111;10
-1;17;14;M;139;;;1;;;4;10;19;42;38;24;1
-1;17;14;F;10992;;;;2;96;616;1474;2024;2761;2240;1615;164
-1;17;14;T;11131;;;1;2;96;620;1484;2043;2803;2278;1639;165
-1;17;15;M;0;;;;;;;;;;;;
-1;17;15;F;669;;;;;26;87;111;110;153;119;59;4
-1;17;15;T;669;;;;;26;87;111;110;153;119;59;4
-1;17;16;M;0;;;;;;;;;;;;
-1;17;16;F;2304;1;;;;10;61;150;300;655;674;409;44
-1;17;16;T;2304;1;;;;10;61;150;300;655;674;409;44
-1;17;17;M;0;;;;;;;;;;;;
-1;17;17;F;3263;;;;7;31;89;317;614;982;765;429;29
-1;17;17;T;3263;;;;7;31;89;317;614;982;765;429;29
-1;17;18;M;9376;;;;;1;3;73;583;2263;3555;2742;156
-1;17;18;F;0;;;;;;;;;;;;
-1;17;18;T;9376;;;;;1;3;73;583;2263;3555;2742;156
-1;17;19;M;1933;1;2;2;2;10;48;176;366;646;468;203;9
-1;17;19;F;1117;;2;4;3;7;24;61;134;319;320;232;11
-1;17;19;T;3050;1;4;6;5;17;72;237;500;965;788;435;20
-1;17;20;M;3377;;;;1;3;21;157;460;1149;994;564;28
-1;17;20;F;1139;;;;;2;3;26;69;233;399;371;36
-1;17;20;T;4516;;;;1;5;24;183;529;1382;1393;935;64
-1;17;21;M;5942;2;9;58;95;124;197;444;827;1763;1611;782;30
-1;17;21;F;5292;5;20;31;52;79;138;257;605;1312;1548;1160;85
-1;17;21;T;11234;7;29;89;147;203;335;701;1432;3075;3159;1942;115
-1;17;22;M;14330;;30;59;116;153;594;1688;2883;4315;3032;1395;65
-1;17;22;F;11006;4;26;45;70;117;359;654;1206;2613;2936;2718;258
-1;17;22;T;25336;4;56;104;186;270;953;2342;4089;6928;5968;4113;323
-1;17;23;M;2001;4;5;25;18;28;87;164;308;509;526;303;24
-1;17;23;F;2045;3;4;29;18;31;53;103;144;402;581;587;90
-1;17;23;T;4046;7;9;54;36;59;140;267;452;911;1107;890;114
-1;17;24;M;1353;7;8;13;16;14;21;45;98;288;422;388;33
-1;17;24;F;1556;4;10;7;6;9;18;30;56;199;421;698;98
-1;17;24;T;2909;11;18;20;22;23;39;75;154;487;843;1086;131
-1;17;25;M;2872;1;;1;5;15;65;132;323;792;936;579;23
-1;17;25;F;3731;;;2;;12;25;59;174;654;1192;1462;151
-1;17;25;T;6603;1;;3;5;27;90;191;497;1446;2128;2041;174
-1;17;26;M;2566;22;19;14;23;28;51;122;176;357;674;967;113
-1;17;26;F;4698;21;8;14;18;16;29;50;88;326;985;2501;642
-1;17;26;T;7264;43;27;28;41;44;80;172;264;683;1659;3468;755
-1;17;27;M;1923;;;;7;67;335;490;462;401;129;29;3
-1;17;27;F;471;;;;;14;84;114;103;96;48;12;
-1;17;27;T;2394;;;;7;81;419;604;565;497;177;41;3
-1;17;28;M;434;;;;72;190;84;28;31;20;6;3;
-1;17;28;F;82;;;;15;28;13;11;5;5;3;1;1
-1;17;28;T;516;;;;87;218;97;39;36;25;9;4;1
-1;17;29;M;2999;;1;2;11;18;41;53;65;327;1055;1333;93
-1;17;29;F;7357;;;1;11;11;34;35;81;384;1857;4173;770
-1;17;29;T;10356;;1;3;22;29;75;88;146;711;2912;5506;863
-1;17;30;M;116;8;3;4;;2;7;19;16;20;25;12;
-1;17;30;F;99;13;2;1;2;1;2;6;7;17;24;24;
-1;17;30;T;215;21;5;5;2;3;9;25;23;37;49;36;
-1;17;31;M;5824;77;34;49;112;151;243;314;501;1310;1900;1091;42
-1;17;31;F;6881;60;26;42;57;75;135;172;388;1235;2347;2167;177
-1;17;31;T;12705;137;60;91;169;226;378;486;889;2545;4247;3258;219
-1;17;32;M;25923;;;1;5;81;692;1590;3170;7184;8017;4923;260
-1;17;32;F;21116;;;2;;18;90;206;640;2949;6944;9148;1119
-1;17;32;T;47039;;;3;5;99;782;1796;3810;10133;14961;14071;1379
-1;17;33;M;20664;24;6;10;43;116;326;697;1530;3927;6275;6974;736
-1;17;33;F;28935;18;3;9;28;35;120;211;502;2179;7053;15444;3333
-1;17;33;T;49599;42;9;19;71;151;446;908;2032;6106;13328;22418;4069
-1;17;34;M;17999;10;2;9;34;97;309;636;1272;4070;6208;5001;351
-1;17;34;F;25398;1;3;8;22;61;208;325;629;2682;7813;12082;1564
-1;17;34;T;43397;11;5;17;56;158;517;961;1901;6752;14021;17083;1915
-1;17;35;M;14604;3;3;7;17;72;211;550;1433;3744;4702;3603;259
-1;17;35;F;17995;4;2;5;12;51;132;265;565;2162;5225;8301;1271
-1;17;35;T;32599;7;5;12;29;123;343;815;1998;5906;9927;11904;1530
-1;17;36;M;393;1;1;;5;2;3;6;32;63;124;139;17
-1;17;36;F;621;;;;;1;2;4;11;46;139;332;86
-1;17;36;T;1014;1;1;;5;3;5;10;43;109;263;471;103
-1;17;37;M;7897;10;2;6;14;44;121;208;494;1239;2441;2991;327
-1;17;37;F;8893;2;7;7;9;23;38;84;169;571;2078;4835;1070
-1;17;37;T;16790;12;9;13;23;67;159;292;663;1810;4519;7826;1397
-1;17;38;M;860;;;9;24;27;42;70;116;217;221;125;9
-1;17;38;F;1230;;;4;12;16;42;66;108;246;369;331;36
-1;17;38;T;2090;;;13;36;43;84;136;224;463;590;456;45
-1;17;39;M;8920;2;3;1;4;12;30;167;690;2146;3142;2512;211
-1;17;39;F;5945;2;3;1;1;6;23;36;178;743;1699;2709;544
-1;17;39;T;14865;4;6;2;5;18;53;203;868;2889;4841;5221;755
-1;17;40;M;4026;23;14;5;16;29;51;91;276;882;1290;1224;125
-1;17;40;F;3679;11;5;1;14;12;22;49;104;314;939;1808;400
-1;17;40;T;7705;34;19;6;30;41;73;140;380;1196;2229;3032;525
-1;17;41;M;772;;;1;;6;20;37;75;173;252;194;14
-1;17;41;F;763;;;;1;;4;10;18;90;259;334;47
-1;17;41;T;1535;;;1;1;6;24;47;93;263;511;528;61
-1;17;42;M;6576;;1;;;73;594;1329;1915;1818;704;142;
-1;17;42;F;3025;;;;1;38;282;656;743;798;384;121;2
-1;17;42;T;9601;;1;;1;111;876;1985;2658;2616;1088;263;2
-1;17;43;M;6534;19;7;7;5;48;163;343;664;1478;2013;1655;132
-1;17;43;F;8700;10;4;4;11;29;73;154;299;985;2492;3990;649
-1;17;43;T;15234;29;11;11;16;77;236;497;963;2463;4505;5645;781
-1;17;44;M;767;3;1;;2;2;4;14;22;99;269;315;36
-1;17;44;F;1741;;;;3;;3;7;23;106;433;960;206
-1;17;44;T;2508;3;1;;5;2;7;21;45;205;702;1275;242
-1;17;45;M;117;;;;1;;;2;8;39;35;30;2
-1;17;45;F;384;;1;;;;;3;20;71;129;144;16
-1;17;45;T;501;;1;;1;;;5;28;110;164;174;18
-1;17;46;M;725;;;4;4;1;19;28;60;138;244;208;19
-1;17;46;F;1372;;;3;6;6;13;27;53;159;419;601;85
-1;17;46;T;2097;;;7;10;7;32;55;113;297;663;809;104
-1;17;47;M;2660;9;2;5;2;11;32;63;164;521;902;847;102
-1;17;47;F;2797;4;;;4;12;16;33;104;396;778;1230;220
-1;17;47;T;5457;13;2;5;6;23;48;96;268;917;1680;2077;322
-1;17;48;M;946;;;;;;3;3;46;147;328;381;38
-1;17;48;F;886;;;;1;1;5;6;24;76;265;436;72
-1;17;48;T;1832;;;;1;1;8;9;70;223;593;817;110
-1;17;49;M;0;;;;;;;;;;;;
-1;17;49;F;96;;;;11;51;34;;;;;;
-1;17;49;T;96;;;;11;51;34;;;;;;
-1;17;50;M;762;762;;;;;;;;;;;
-1;17;50;F;556;555;1;;;;;;;;;;
-1;17;50;T;1318;1317;1;;;;;;;;;;
-1;17;51;M;100;50;4;6;7;9;6;4;5;7;1;1;
-1;17;51;F;88;34;6;6;13;9;5;4;3;4;1;2;1
-1;17;51;T;188;84;10;12;20;18;11;8;8;11;2;3;1
-1;17;52;M;435;237;29;17;28;31;27;23;18;14;9;2;
-1;17;52;F;311;166;22;15;20;19;17;17;8;12;11;4;
-1;17;52;T;746;403;51;32;48;50;44;40;26;26;20;6;
-1;17;53;M;285;176;7;10;11;11;11;14;14;13;4;14;
-1;17;53;F;289;157;8;2;10;11;10;17;25;11;17;21;
-1;17;53;T;574;333;15;12;21;22;21;31;39;24;21;35;
-1;17;54;M;280;280;;;;;;;;;;;
-1;17;54;F;169;169;;;;;;;;;;;
-1;17;54;T;449;449;;;;;;;;;;;
-1;17;55;M;5974;125;32;35;280;614;740;794;824;1001;891;580;58
-1;17;55;F;4244;123;27;18;97;206;236;309;309;560;917;1236;206
-1;17;55;T;10218;248;59;53;377;820;976;1103;1133;1561;1808;1816;264
-1;17;56;M;7830;13;14;9;19;72;177;326;557;1188;2034;2925;496
-1;17;56;F;14028;9;1;5;9;33;64;97;181;711;2633;7557;2728
-1;17;56;T;21858;22;15;14;28;105;241;423;738;1899;4667;10482;3224
-1;17;57;M;5633;13;51;163;1497;1172;771;592;400;505;334;132;3
-1;17;57;F;2171;6;36;93;402;296;289;239;214;269;223;98;6
-1;17;57;T;7804;19;87;256;1899;1468;1060;831;614;774;557;230;9
-1;17;58;M;3524;2;9;10;54;95;144;251;277;470;861;1201;150
-1;17;58;F;6073;;9;3;10;18;31;73;121;366;1373;3314;755
-1;17;58;T;9597;2;18;13;64;113;175;324;398;836;2234;4515;905
-1;17;59;M;223;2;1;1;14;31;28;19;20;44;36;27;
-1;17;59;F;202;;;1;4;7;11;11;13;32;44;68;11
-1;17;59;T;425;2;1;2;18;38;39;30;33;76;80;95;11
-1;17;60;M;6050;47;77;108;366;394;554;698;761;1174;1027;779;65
-1;17;60;F;4277;33;45;49;70;112;163;200;254;623;1058;1443;227
-1;17;60;T;10327;80;122;157;436;506;717;898;1015;1797;2085;2222;292
-1;17;61;M;8135;;;30;557;1331;1741;1395;964;952;770;380;15
-1;17;61;F;3088;;;3;184;381;536;592;460;438;308;176;10
-1;17;61;T;11223;;;33;741;1712;2277;1987;1424;1390;1078;556;25
-1;17;62;M;364;13;10;12;54;69;80;71;28;19;6;2;
-1;17;62;F;229;11;10;12;24;33;44;35;18;15;18;8;1
-1;17;62;T;593;24;20;24;78;102;124;106;46;34;24;10;1
-1;17;63;M;1508;9;36;31;172;261;297;195;143;151;129;80;4
-1;17;63;F;657;4;13;9;52;79;93;81;99;76;83;62;6
-1;17;63;T;2165;13;49;40;224;340;390;276;242;227;212;142;10
-1;17;64;M;544;;1;2;10;16;19;43;62;168;150;70;3
-1;17;64;F;593;;1;1;4;3;9;24;36;111;190;194;20
-1;17;64;T;1137;;2;3;14;19;28;67;98;279;340;264;23
-1;18;0;M;588;;;;;1;20;30;55;167;175;135;5
-1;18;0;F;477;;;1;;4;5;12;16;97;166;160;16
-1;18;0;T;1065;;;1;;5;25;42;71;264;341;295;21
-1;18;1;M;12;1;3;2;3;1;;;;2;;;
-1;18;1;F;11;;1;1;5;;1;;1;;1;1;
-1;18;1;T;23;1;4;3;8;1;1;;1;2;1;1;
-1;18;2;M;1019;1;1;9;8;280;424;182;75;33;5;1;
-1;18;2;F;248;;1;7;7;97;77;23;13;16;4;3;
-1;18;2;T;1267;1;2;16;15;377;501;205;88;49;9;4;
-1;18;3;M;146;2;;;2;7;22;14;22;37;29;11;
-1;18;3;F;121;;;;3;2;5;5;11;36;41;18;
-1;18;3;T;267;2;;;5;9;27;19;33;73;70;29;
-1;18;4;M;2760;34;13;9;13;29;57;132;252;647;830;693;51
-1;18;4;F;3171;31;15;7;15;25;23;64;125;443;878;1330;215
-1;18;4;T;5931;65;28;16;28;54;80;196;377;1090;1708;2023;266
-1;18;5;M;4248;;;1;2;6;280;1033;1204;1158;408;153;3
-1;18;5;F;662;;;;1;10;33;112;123;149;122;98;14
-1;18;5;T;4910;;;1;3;16;313;1145;1327;1307;530;251;17
-1;18;6;M;3608;;;;;8;137;551;939;1184;590;186;13
-1;18;6;F;705;1;;;;;16;65;102;172;191;142;16
-1;18;6;T;4313;1;;;;8;153;616;1041;1356;781;328;29
-1;18;7;M;3411;;;;3;13;71;254;538;984;1025;506;17
-1;18;7;F;2174;;;;;15;37;99;154;415;704;682;68
-1;18;7;T;5585;;;;3;28;108;353;692;1399;1729;1188;85
-1;18;8;M;6269;;;;5;18;101;296;850;2055;1913;982;49
-1;18;8;F;5882;;;1;2;13;74;243;547;1274;1813;1717;198
-1;18;8;T;12151;;;1;7;31;175;539;1397;3329;3726;2699;247
-1;18;9;M;2178;;;;3;11;51;125;341;676;634;318;19
-1;18;9;F;1774;;;;1;4;24;88;179;417;509;492;60
-1;18;9;T;3952;;;;4;15;75;213;520;1093;1143;810;79
-1;18;10;M;5117;2;2;1;1;13;79;345;1052;2068;1234;309;11
-1;18;10;F;1485;;1;;3;5;26;66;180;431;472;274;27
-1;18;10;T;6602;2;3;1;4;18;105;411;1232;2499;1706;583;38
-1;18;11;M;3557;;;;3;8;95;334;711;1179;883;333;11
-1;18;11;F;3175;;;1;;6;33;145;334;841;1026;744;45
-1;18;11;T;6732;;;1;3;14;128;479;1045;2020;1909;1077;56
-1;18;12;M;22602;2;;2;4;35;795;3108;5205;7734;4480;1205;32
-1;18;12;F;3950;;;1;2;18;214;481;619;1194;911;486;24
-1;18;12;T;26552;2;;3;6;53;1009;3589;5824;8928;5391;1691;56
-1;18;13;M;612;;;1;7;22;68;99;102;173;96;41;3
-1;18;13;F;600;;;;4;27;55;82;75;130;129;86;12
-1;18;13;T;1212;;;1;11;49;123;181;177;303;225;127;15
-1;18;14;M;122;;;;;;6;9;21;40;31;13;2
-1;18;14;F;10786;;;;5;130;652;1517;2014;2640;2146;1507;175
-1;18;14;T;10908;;;;5;130;658;1526;2035;2680;2177;1520;177
-1;18;15;M;0;;;;;;;;;;;;
-1;18;15;F;741;;;;1;33;109;143;105;147;127;74;2
-1;18;15;T;741;;;;1;33;109;143;105;147;127;74;2
-1;18;16;M;0;;;;;;;;;;;;
-1;18;16;F;2227;;;;;16;69;168;271;660;579;425;39
-1;18;16;T;2227;;;;;16;69;168;271;660;579;425;39
-1;18;17;M;0;;;;;;;;;;;;
-1;18;17;F;3212;;;2;5;21;83;355;586;956;746;435;23
-1;18;17;T;3212;;;2;5;21;83;355;586;956;746;435;23
-1;18;18;M;9335;;;;1;;9;67;538;2246;3518;2797;159
-1;18;18;F;0;;;;;;;;;;;;
-1;18;18;T;9335;;;;1;;9;67;538;2246;3518;2797;159
-1;18;19;M;1968;1;2;2;4;7;48;164;374;693;458;208;7
-1;18;19;F;1156;;1;3;3;6;26;54;123;333;333;251;23
-1;18;19;T;3124;1;3;5;7;13;74;218;497;1026;791;459;30
-1;18;20;M;3418;;;;;3;18;154;448;1102;1037;616;40
-1;18;20;F;1104;1;;;;1;8;27;70;198;385;373;41
-1;18;20;T;4522;1;;;;4;26;181;518;1300;1422;989;81
-1;18;21;M;5969;4;12;53;91;121;240;437;811;1705;1682;778;35
-1;18;21;F;5502;4;16;25;52;75;147;280;533;1398;1685;1193;94
-1;18;21;T;11471;8;28;78;143;196;387;717;1344;3103;3367;1971;129
-1;18;22;M;14042;7;22;66;98;164;587;1739;2793;4194;2962;1343;67
-1;18;22;F;10648;5;21;51;62;99;277;623;1122;2499;2955;2667;267
-1;18;22;T;24690;12;43;117;160;263;864;2362;3915;6693;5917;4010;334
-1;18;23;M;2034;2;12;15;19;35;73;128;285;504;577;358;26
-1;18;23;F;2163;4;11;20;11;30;48;101;155;386;628;663;106
-1;18;23;T;4197;6;23;35;30;65;121;229;440;890;1205;1021;132
-1;18;24;M;1357;6;7;13;9;16;22;41;101;280;448;378;36
-1;18;24;F;1580;7;7;7;10;10;24;44;64;187;407;677;136
-1;18;24;T;2937;13;14;20;19;26;46;85;165;467;855;1055;172
-1;18;25;M;2782;;1;1;2;18;52;167;283;760;906;571;21
-1;18;25;F;3971;;;3;3;8;27;67;160;714;1290;1544;155
-1;18;25;T;6753;;1;4;5;26;79;234;443;1474;2196;2115;176
-1;18;26;M;2487;23;6;22;23;21;50;109;155;376;624;949;129
-1;18;26;F;4723;19;8;25;15;10;26;57;90;335;990;2438;710
-1;18;26;T;7210;42;14;47;38;31;76;166;245;711;1614;3387;839
-1;18;27;M;1824;;;;10;57;327;488;443;335;134;30;
-1;18;27;F;474;;;;1;17;74;127;93;98;45;18;1
-1;18;27;T;2298;;;;11;74;401;615;536;433;179;48;1
-1;18;28;M;286;;;;31;98;57;49;26;12;8;5;
-1;18;28;F;65;;;;5;16;12;9;8;8;4;1;2
-1;18;28;T;351;;;;36;114;69;58;34;20;12;6;2
-1;18;29;M;3225;;;2;3;19;35;75;80;364;1082;1456;109
-1;18;29;F;7781;;1;1;7;17;41;44;99;415;1824;4534;798
-1;18;29;T;11006;;1;3;10;36;76;119;179;779;2906;5990;907
-1;18;30;M;105;17;6;1;3;2;9;12;19;22;10;4;
-1;18;30;F;102;9;3;2;1;1;6;2;10;16;34;16;2
-1;18;30;T;207;26;9;3;4;3;15;14;29;38;44;20;2
-1;18;31;M;6102;89;24;50;98;144;269;359;488;1350;2026;1158;47
-1;18;31;F;7356;49;24;33;58;60;140;243;380;1192;2481;2478;218
-1;18;31;T;13458;138;48;83;156;204;409;602;868;2542;4507;3636;265
-1;18;32;M;24977;;1;;5;73;618;1615;2975;6872;7724;4807;287
-1;18;32;F;20171;;1;2;5;16;99;256;579;2667;6511;8831;1204
-1;18;32;T;45148;;2;2;10;89;717;1871;3554;9539;14235;13638;1491
-1;18;33;M;20827;18;8;12;51;119;356;768;1454;3993;6305;7005;738
-1;18;33;F;28648;23;14;7;19;41;102;214;504;2095;6758;15373;3498
-1;18;33;T;49475;41;22;19;70;160;458;982;1958;6088;13063;22378;4236
-1;18;34;M;17580;7;2;8;27;80;292;648;1315;3776;6135;4940;350
-1;18;34;F;24769;1;2;7;17;66;174;347;616;2519;7361;11927;1732
-1;18;34;T;42349;8;4;15;44;146;466;995;1931;6295;13496;16867;2082
-1;18;35;M;14376;2;2;6;29;56;225;585;1326;3688;4634;3576;247
-1;18;35;F;17696;;;5;13;38;102;261;542;2083;5129;8241;1282
-1;18;35;T;32072;2;2;11;42;94;327;846;1868;5771;9763;11817;1529
-1;18;36;M;303;;;;1;;2;7;20;51;76;130;16
-1;18;36;F;628;1;1;;;;4;2;14;33;130;365;78
-1;18;36;T;931;1;1;;1;;6;9;34;84;206;495;94
-1;18;37;M;8142;10;5;5;21;35;88;205;453;1303;2527;3122;368
-1;18;37;F;9342;5;7;4;2;15;58;71;164;581;2151;5056;1228
-1;18;37;T;17484;15;12;9;23;50;146;276;617;1884;4678;8178;1596
-1;18;38;M;822;1;2;7;19;23;37;73;118;224;183;129;6
-1;18;38;F;1155;;;6;17;20;45;71;95;218;339;302;42
-1;18;38;T;1977;1;2;13;36;43;82;144;213;442;522;431;48
-1;18;39;M;8730;;5;2;4;14;46;166;598;2094;2993;2576;232
-1;18;39;F;6212;2;2;3;4;6;17;46;170;724;1730;2887;621
-1;18;39;T;14942;2;7;5;8;20;63;212;768;2818;4723;5463;853
-1;18;40;M;4070;19;14;6;17;21;46;99;245;863;1323;1258;159
-1;18;40;F;3844;18;9;4;6;13;24;29;95;338;916;1928;464
-1;18;40;T;7914;37;23;10;23;34;70;128;340;1201;2239;3186;623
-1;18;41;M;718;;;;1;6;12;42;69;163;224;181;20
-1;18;41;F;742;;;1;;2;11;8;28;94;195;344;59
-1;18;41;T;1460;;;1;1;8;23;50;97;257;419;525;79
-1;18;42;M;6548;;;;4;73;567;1398;1846;1836;676;145;3
-1;18;42;F;2986;;;1;1;40;247;679;690;809;408;106;5
-1;18;42;T;9534;;;1;5;113;814;2077;2536;2645;1084;251;8
-1;18;43;M;6497;22;2;3;18;47;193;355;637;1482;1899;1681;158
-1;18;43;F;8561;9;3;4;7;30;77;148;235;967;2457;3974;650
-1;18;43;T;15058;31;5;7;25;77;270;503;872;2449;4356;5655;808
-1;18;44;M;725;;;;1;1;8;12;25;97;224;318;39
-1;18;44;F;1885;;1;;;1;4;6;17;107;425;1064;260
-1;18;44;T;2610;;1;;1;2;12;18;42;204;649;1382;299
-1;18;45;M;127;;1;;1;;1;3;12;34;44;27;4
-1;18;45;F;406;;;;1;1;;3;18;78;139;149;17
-1;18;45;T;533;;1;;2;1;1;6;30;112;183;176;21
-1;18;46;M;727;;;;6;4;15;25;41;168;233;218;17
-1;18;46;F;1314;;;5;5;6;17;22;51;165;377;572;94
-1;18;46;T;2041;;;5;11;10;32;47;92;333;610;790;111
-1;18;47;M;2638;5;;1;3;12;13;75;147;519;858;903;102
-1;18;47;F;2783;1;1;1;4;10;19;26;79;332;837;1258;215
-1;18;47;T;5421;6;1;2;7;22;32;101;226;851;1695;2161;317
-1;18;48;M;948;;;;1;1;2;12;28;150;323;380;51
-1;18;48;F;918;;;1;1;;10;9;23;90;231;481;72
-1;18;48;T;1866;;;1;2;1;12;21;51;240;554;861;123
-1;18;49;M;0;;;;;;;;;;;;
-1;18;49;F;70;;;;11;37;21;1;;;;;
-1;18;49;T;70;;;;11;37;21;1;;;;;
-1;18;50;M;828;828;;;;;;;;;;;
-1;18;50;F;601;601;;;;;;;;;;;
-1;18;50;T;1429;1429;;;;;;;;;;;
-1;18;51;M;110;60;11;14;6;3;2;4;2;6;2;;
-1;18;51;F;86;43;6;8;8;5;3;4;3;3;1;2;
-1;18;51;T;196;103;17;22;14;8;5;8;5;9;3;2;
-1;18;52;M;374;201;25;11;27;24;25;22;16;19;4;;
-1;18;52;F;345;175;27;15;20;14;20;14;16;18;18;7;1
-1;18;52;T;719;376;52;26;47;38;45;36;32;37;22;7;1
-1;18;53;M;295;168;9;12;9;16;8;18;15;17;7;16;
-1;18;53;F;260;128;14;5;8;6;14;18;17;14;14;21;1
-1;18;53;T;555;296;23;17;17;22;22;36;32;31;21;37;1
-1;18;54;M;217;217;;;;;;;;;;;
-1;18;54;F;142;142;;;;;;;;;;;
-1;18;54;T;359;359;;;;;;;;;;;
-1;18;55;M;5905;101;41;20;231;559;761;887;788;987;836;627;67
-1;18;55;F;4182;82;25;19;85;196;253;293;267;551;915;1260;236
-1;18;55;T;10087;183;66;39;316;755;1014;1180;1055;1538;1751;1887;303
-1;18;56;M;7766;19;7;5;27;56;162;363;479;1162;1945;3015;526
-1;18;56;F;14072;11;6;2;7;16;66;122;160;737;2378;7743;2824
-1;18;56;T;21838;30;13;7;34;72;228;485;639;1899;4323;10758;3350
-1;18;57;M;5679;12;46;170;1527;1255;738;627;396;449;354;105;
-1;18;57;F;2024;10;31;91;386;261;240;229;186;266;239;84;1
-1;18;57;T;7703;22;77;261;1913;1516;978;856;582;715;593;189;1
-1;18;58;M;3493;;12;17;55;94;147;211;259;518;857;1192;131
-1;18;58;F;6000;5;10;6;18;11;33;77;107;359;1348;3242;784
-1;18;58;T;9493;5;22;23;73;105;180;288;366;877;2205;4434;915
-1;18;59;M;261;;4;3;17;26;29;30;40;44;42;26;
-1;18;59;F;280;;4;2;6;14;14;26;19;36;72;79;8
-1;18;59;T;541;;8;5;23;40;43;56;59;80;114;105;8
-1;18;60;M;6199;42;86;83;330;402;550;733;783;1115;1141;875;59
-1;18;60;F;4292;37;45;32;77;88;124;224;243;625;1063;1489;245
-1;18;60;T;10491;79;131;115;407;490;674;957;1026;1740;2204;2364;304
-1;18;61;M;8070;;;17;586;1216;1644;1538;909;927;789;421;23
-1;18;61;F;3027;;;13;181;362;536;591;446;403;317;169;9
-1;18;61;T;11097;;;30;767;1578;2180;2129;1355;1330;1106;590;32
-1;18;62;M;332;10;10;9;39;77;64;56;27;23;12;4;1
-1;18;62;F;215;9;6;5;20;37;40;34;22;19;14;8;1
-1;18;62;T;547;19;16;14;59;114;104;90;49;42;26;12;2
-1;18;63;M;1460;13;26;33;152;246;298;226;144;150;99;70;3
-1;18;63;F;589;4;16;16;41;66;94;104;65;61;72;47;3
-1;18;63;T;2049;17;42;49;193;312;392;330;209;211;171;117;6
-1;18;64;M;498;1;1;3;5;14;31;42;55;139;132;71;4
-1;18;64;F;482;;1;2;4;3;10;13;32;97;163;143;14
-1;18;64;T;980;1;2;5;9;17;41;55;87;236;295;214;18
-1;19;0;M;704;;;;;7;24;34;45;192;242;152;8
-1;19;0;F;539;;;;1;2;5;11;12;98;212;185;13
-1;19;0;T;1243;;;;1;9;29;45;57;290;454;337;21
-1;19;1;M;10;;4;1;;1;1;2;1;;;;
-1;19;1;F;16;2;;2;2;1;;;3;1;4;1;
-1;19;1;T;26;2;4;3;2;2;1;2;4;1;4;1;
-1;19;2;M;782;;;2;8;168;308;163;86;34;10;3;
-1;19;2;F;210;;1;4;6;61;85;31;12;8;1;1;
-1;19;2;T;992;;1;6;14;229;393;194;98;42;11;4;
-1;19;3;M;119;;;;1;7;17;16;13;28;24;11;2
-1;19;3;F;108;;;;;4;3;6;8;30;35;19;3
-1;19;3;T;227;;;;1;11;20;22;21;58;59;30;5
-1;19;4;M;2425;37;11;6;16;31;62;116;232;523;721;608;62
-1;19;4;F;3029;19;7;6;11;14;36;57;110;380;818;1339;232
-1;19;4;T;5454;56;18;12;27;45;98;173;342;903;1539;1947;294
-1;19;5;M;4277;3;1;2;1;10;283;1076;1163;1122;475;137;4
-1;19;5;F;711;;;;1;9;39;126;118;149;156;97;16
-1;19;5;T;4988;3;1;2;2;19;322;1202;1281;1271;631;234;20
-1;19;6;M;3703;1;;1;1;4;117;615;887;1201;650;218;8
-1;19;6;F;722;;;;;1;12;69;107;167;194;155;17
-1;19;6;T;4425;1;;1;1;5;129;684;994;1368;844;373;25
-1;19;7;M;3382;;;;;11;72;262;485;1020;1021;498;13
-1;19;7;F;2116;1;;1;2;14;41;88;164;379;665;678;83
-1;19;7;T;5498;1;;1;2;25;113;350;649;1399;1686;1176;96
-1;19;8;M;6201;4;;;;11;88;364;737;1947;1950;1058;42
-1;19;8;F;5862;2;;;1;11;87;255;551;1351;1721;1686;197
-1;19;8;T;12063;6;;;1;22;175;619;1288;3298;3671;2744;239
-1;19;9;M;2268;1;;;1;8;25;148;347;726;644;346;22
-1;19;9;F;1820;2;;1;;5;37;92;194;397;543;488;61
-1;19;9;T;4088;3;;1;1;13;62;240;541;1123;1187;834;83
-1;19;10;M;5225;;;1;3;10;87;368;991;2176;1240;334;15
-1;19;10;F;1501;;;1;4;7;25;70;168;427;485;300;14
-1;19;10;T;6726;;;2;7;17;112;438;1159;2603;1725;634;29
-1;19;11;M;3575;2;1;2;;5;72;347;716;1175;883;359;13
-1;19;11;F;3118;3;;;;3;37;144;318;809;996;755;53
-1;19;11;T;6693;5;1;2;;8;109;491;1034;1984;1879;1114;66
